"","param_vary","i_param_var","replicate","gamma","stairs2","beta","SR"
"1318",3,3,87,-1.31938537997985,0.594058107949174,0.63419921875,45
"1319",3,4,87,-1.52249638306966,0.520833333333333,-1.99999640168177,5
"1320",3,5,87,NA,NA,NA,NA
"1321",1,1,88,NA,NA,NA,NA
"1322",1,2,88,NA,NA,NA,NA
"1323",1,3,88,NA,1,NA,2
"1324",1,4,88,NA,1,NA,2
"1325",1,5,88,-0.895152679586845,0.667728932538772,0.227880859375,219
"1326",2,1,88,NA,1,NA,2
"1327",2,2,88,NA,1,NA,2
"1328",2,3,88,1.18416664429995,0.693820861678004,-0.1460498046875,15
"1329",2,4,88,-2.26695275664578,0.666666666666667,6.04,6
"1330",2,5,88,-2.13895098073627,0.662121212121212,6.79375,12
"1331",3,1,88,-8.48863192126594,0.632545769830535,-0.0729589653015137,600
"1332",3,2,88,-6.91842666612126,0.656336001770086,0.262844848632812,408
"1333",3,3,88,-2.46322211581117,0.64630812233406,0.904915703160523,125
"1334",3,4,88,-1.24242295675054,0.791666666666667,9.99967852144474,5
"1335",3,5,88,NA,NA,NA,NA
"1336",1,1,89,NA,NA,NA,NA
"1337",1,2,89,NA,NA,NA,NA
"1338",1,3,89,0.00487105834620962,0.75,2.27125,3
"1339",1,4,89,-0.257784299577834,0.615646258503401,-1.54089634362378,8
"1340",1,5,89,-3.00793306994326,0.652040972368132,-0.0371438789367676,611
"1341",2,1,89,NA,1,NA,2
"1342",2,2,89,0.856740061108027,0.791666666666667,9.99967852144474,5
"1343",2,3,89,-0.972068728408289,0.456666666666667,-1.99999640168177,6
"1344",2,4,89,-0.235651480112201,0.791666666666667,9.99967852144474,5
"1345",2,5,89,0.623646899910116,0.669127900637789,0.3073779296875,59
"1346",3,1,89,-5.94555379210256,0.654159348629526,-0.154163980484009,372
"1347",3,2,89,-2.62927844401482,0.648823822855124,-0.461116752624512,197
"1348",3,3,89,-1.60082286833769,0.729926295946574,1.3290625,57
"1349",3,4,89,-1.02906582766039,0.725,9.99967852144474,9
"1350",3,5,89,NA,NA,NA,NA
"1351",1,1,90,NA,NA,NA,NA
"1352",1,2,90,NA,NA,NA,NA
"1353",1,3,90,NA,NA,NA,NA
"1354",1,4,90,1.44114319092686,0.673333333333333,-0.9321875,6
"1355",1,5,90,-1.29415831900544,0.632731507588034,-0.33154296875,109
"1356",2,1,90,-0.963452256906669,0.75,2.27125,3
"1357",2,2,90,0.248941861070834,0.75,2.27125,3
"1358",2,3,90,0.334896126082199,0.775,0.999296875,7
"1359",2,4,90,0.690874683326076,0.748573934837093,-0.08421875,26
"1360",2,5,90,0.312498729091547,0.60640872033794,-0.643642578125,30
"1361",3,1,90,-4.79636029239141,0.644633398223602,-0.225546875,284
"1362",3,2,90,-3.82580716291901,0.640367639398775,-0.1460498046875,176
"1363",3,3,90,-2.06919539512772,0.632333762408221,-0.27265625,90
"1364",3,4,90,0.412210064829758,0.673333333333333,-0.9321875,6
"1365",3,5,90,NA,NA,NA,NA
"1366",1,1,91,NA,NA,NA,NA
"1367",1,2,91,NA,NA,NA,NA
"1368",1,3,91,-1.53011752976547,0.75,2.27125,3
"1369",1,4,91,-0.893801788768852,0.666666666666667,6.2284375,6
"1370",1,5,91,-2.26227401245957,0.651988053841828,-0.0518310546875,307
"1371",2,1,91,NA,1,NA,2
"1372",2,2,91,-0.369292553201037,0.638888888888889,0.999296875,13
"1373",2,3,91,1.01178022836716,0.611111111111111,-1.99999640168177,4
"1374",2,4,91,0.368111905380327,0.555555555555556,-0.9410205078125,13
"1375",2,5,91,2.03529641387514,0.65,-0.63775390625,12
"1376",3,1,91,-8.98629039870029,0.640628552816048,-0.251919384002685,824
"1377",3,2,91,-9.59792438751718,0.636140078612094,-0.0370518684387207,800
"1378",3,3,91,-3.01823384764102,0.658098019692635,0.8255810546875,256
"1379",3,4,91,0.160560997471185,0.520833333333333,-1.99999640168177,5
"1380",3,5,91,NA,NA,NA,NA
"1381",1,1,92,NA,NA,NA,NA
"1382",1,2,92,NA,NA,NA,NA
"1383",1,3,92,NA,1,NA,2
"1384",1,4,92,-0.859582032808564,0.673333333333333,-0.9321875,6
"1385",1,5,92,-1.38368234613105,0.72578799801022,1.80015625,55
"1386",2,1,92,-1.84075741671226,0.611111111111111,-1.99999640168177,4
"1387",2,2,92,NA,1,NA,2
"1388",2,3,92,NA,1,NA,2
"1389",2,4,92,-0.353907403191621,0.611111111111111,-1.99999640168177,4
"1390",2,5,92,NA,1,NA,2
"1391",3,1,92,-11.1172047350301,0.643072523817115,-0.0370591265948486,1007
"1392",3,2,92,-2.73462046887674,0.655563146018522,0.39865234375,172
"1393",3,3,92,-3.29017390190916,0.691386369188141,0.78877685546875,171
"1394",3,4,92,1.26394602977934,0.537074829931973,-1.78822056237378,8
"1395",3,5,92,NA,NA,NA,NA
"1396",1,1,93,NA,NA,NA,NA
"1397",1,2,93,NA,NA,NA,NA
"1398",1,3,93,NA,1,NA,2
"1399",1,4,93,0.190799047109765,0.666666666666667,6.2284375,6
"1400",1,5,93,0.647405705927975,0.618810943027905,-0.30798828125,164
"1401",2,1,93,NA,1,NA,2
"1402",2,2,93,NA,1,NA,2
"1403",2,3,93,0.695344993752788,0.8125,-0.366875,5
"1404",2,4,93,-1.22283409936494,0.770408163265306,-0.1784375,8
"1405",2,5,93,1.10508003541294,0.669628700606961,6.2284375,40
"1406",3,1,93,-8.19223331382926,0.648118907544891,-0.0635853958129883,926
"1407",3,2,93,-0.217195698838473,0.577233736998007,-0.490537109375,77
"1408",3,3,93,-1.92361840541354,0.624818232669499,0.25732421875,74
"1409",3,4,93,0.850062348620391,0.75,2.27125,3
"1410",3,5,93,NA,NA,NA,NA
"1411",1,1,94,NA,NA,NA,NA
"1412",1,2,94,NA,NA,NA,NA
"1413",1,3,94,0.883372798002393,0.75,2.27125,3
"1414",1,4,94,-0.562659376054285,0.564835164835165,-1.356171875,14
"1415",1,5,94,-3.91512904033689,0.636065882728917,-0.27265625,323
"1416",2,1,94,NA,1,NA,2
"1417",2,2,94,NA,1,NA,2
"1418",2,3,94,-1.15121970134682,0.75,2.27125,3
"1419",2,4,94,1.30937128321922,0.651851851851852,3.5903125,10
"1420",2,5,94,0.703799938738295,0.606857536402991,-1.102958984375,12
"1421",3,1,94,-9.58866895885071,0.638520034682433,-0.061568423012085,1076
"1422",3,2,94,-0.155109741863641,0.63939393939394,0.4104296875,12
"1423",3,3,94,-4.19217872616054,0.641262607048491,-0.142668418884277,323
"1424",3,4,94,0.981600233304523,0.661111111111111,-0.47287109375,10
"1425",3,5,94,NA,NA,NA,NA
"1426",1,1,95,NA,NA,NA,NA
"1427",1,2,95,NA,1,NA,2
"1428",1,3,95,-0.843428141608722,0.75,2.27125,3
"1429",1,4,95,-1.47664830093939,0.611111111111111,-1.99999640168177,4
"1430",1,5,95,-0.624473541698998,0.669087695431335,0.10421875,77
"1431",2,1,95,-0.512865421968608,0.75,2.27125,3
"1432",2,2,95,0.536381588678348,0.75,2.27125,3
"1433",2,3,95,0.887958155410534,0.781481481481481,9.99967852144474,10
"1434",2,4,95,1.80945915376572,0.609191919191919,-0.2962109375,16
"1435",2,5,95,NA,1,NA,2
"1436",3,1,95,-5.65579048429322,0.643964361657553,-0.007666015625,416
"1437",3,2,95,-2.57201183663578,0.608221638243782,-0.007666015625,108
"1438",3,3,95,-2.25546243170332,0.642967862306777,0.29265625,132
"1439",3,4,95,0.059936704448048,0.451944444444444,-1.80073399010815,11
"1440",3,5,95,NA,NA,NA,NA
"1441",1,1,96,NA,NA,NA,NA
"1442",1,2,96,NA,1,NA,2
"1443",1,3,96,-2.03817878676288,0.611111111111111,-1.99999640168177,4
"1444",1,4,96,0.373497656137681,0.63939393939394,0.4104296875,12
"1445",1,5,96,1.04815649903565,0.651654341654342,-0.02533203125,46
"1446",2,1,96,NA,1,NA,2
"1447",2,2,96,-1.25307680667687,0.611111111111111,-1.99999640168177,4
"1448",2,3,96,0.282612007630848,0.791666666666667,9.99967852144474,5
"1449",2,4,96,0.610542560173581,0.611111111111111,-1.99999640168177,4
"1450",2,5,96,-1.05960613471077,0.75,2.27125,3
"1451",3,1,96,-16.160705653705,0.659417043466246,0.00986198425292969,2386
"1452",3,2,96,-2.472818784962,0.65374908433732,-0.02533203125,75
"1453",3,3,96,-2.37608228536471,0.638768524787548,-0.319765625,159
"1454",3,4,96,NA,1,NA,2
"1455",3,5,96,NA,NA,NA,NA
"1456",1,1,97,NA,NA,NA,NA
"1457",1,2,97,-0.259564528843196,0.75,2.27125,3
"1458",1,3,97,NA,1,NA,2
"1459",1,4,97,NA,1,NA,2
"1460",1,5,97,0.127473704280929,0.791666666666667,9.99967852144474,5
"1461",2,1,97,NA,1,NA,2
"1462",2,2,97,-1.4452151166158,0.520833333333333,-1.99999640168177,5
"1463",2,3,97,NA,1,NA,2
"1464",2,4,97,0.274020089424609,0.791666666666667,9.99967852144474,5
"1465",2,5,97,-0.765999070789397,0.662521106344636,0.48109375,45
"1466",3,1,97,-7.64563210745974,0.632343518694908,0.10421875,685
"1467",3,2,97,-3.79916856818029,0.673252838184077,0.608436279296875,272
"1468",3,3,97,-4.43096952671645,0.662800325181015,-0.0871630859375,254
"1469",3,4,97,0.334069975990343,0.589583333333333,0.9521875,9
"1470",3,5,97,NA,NA,NA,NA
"1471",1,1,98,NA,NA,NA,NA
"1472",1,2,98,NA,NA,NA,NA
"1473",1,3,98,NA,1,NA,2
"1474",1,4,98,1.10762246385607,0.671875,3.637421875,17
"1475",1,5,98,-3.98282141620974,0.66858388188796,0.0512421982495117,593
"1476",2,1,98,-0.85706715319472,1,9.99967852144474,4
"1477",2,2,98,-0.0600858279141619,1,9.99967852144474,4
"1478",2,3,98,1.68159029654628,0.761111111111111,9.99967852144474,7
"1479",2,4,98,0.456434836343918,0.611111111111111,-1.99999640168177,4
"1480",2,5,98,NA,1,NA,2
"1481",3,1,98,-17.6308561943838,0.642952831500961,-0.0369211108477783,2821
"1482",3,2,98,-3.37548663147483,0.658907712126128,0.1778271484375,209
"1483",3,3,98,-4.265624138833,0.651419072229086,-0.0606640625,458
"1484",3,4,98,-2.04116558119949,0.664939309056956,-0.5553125,18
"1485",3,5,98,NA,NA,NA,NA
"1486",1,1,99,NA,NA,NA,NA
"1487",1,2,99,NA,1,NA,2
"1488",1,3,99,NA,1,NA,2
"1489",1,4,99,-0.75744568416233,0.611111111111111,-1.99999640168177,4
"1490",1,5,99,-2.12803695453825,0.741964285714286,-0.643642578125,17
"1491",2,1,99,NA,1,NA,2
"1492",2,2,99,-0.196395875260602,0.75,2.27125,3
"1493",2,3,99,-1.10000641041207,0.680555555555556,9.99967852144474,7
"1494",2,4,99,0.871717000979203,0.576446280991735,-1.2060107421875,12
"1495",2,5,99,-0.244129139382495,0.498826450530181,-1.20306640625,42
"1496",3,1,99,-3.60172223576468,0.652723622185713,0.0335546875,181
"1497",3,2,99,-12.2003070121068,0.649738752958994,0.298222885131836,1778
"1498",3,3,99,-1.86045340509316,0.636587785004622,-0.466982421875,123
"1499",3,4,99,0.400107649641006,0.52,-1.60567173424878,11
"1500",3,5,99,NA,NA,NA,NA
"1501",1,1,100,NA,NA,NA,NA
"1502",1,2,100,NA,NA,NA,NA
"1503",1,3,100,NA,1,NA,2
"1504",1,4,100,-0.844910018921566,0.531481481481482,-1.450390625,10
"1505",1,5,100,-2.68461050349828,0.666290706033957,0.151328125,246
"1506",2,1,100,-0.825808192716495,0.75,2.27125,3
"1507",2,2,100,-0.741293925351776,0.611111111111111,-1.99999640168177,4
"1508",2,3,100,1.36743415992993,0.62051282051282,5.0978125,14
"1509",2,4,100,0.703843033305138,0.671958596958597,1.7059375,27
"1510",2,5,100,NA,1,NA,2
"1511",3,1,100,-15.2448033405851,0.63954431553213,-0.0661846923828125,2012
"1512",3,2,100,-7.5458215162641,0.629402346958997,-0.0252185256274414,842
"1513",3,3,100,-2.88222971777283,0.657424131050764,-0.16666015625,201
"1514",3,4,100,-0.5590212839613,0.611111111111111,-1.99999640168177,4
"1515",3,5,100,NA,NA,NA,NA
"1516",1,1,101,NA,NA,NA,NA
"1517",1,2,101,NA,NA,NA,NA
"1518",1,3,101,1.04559685382656,0.75,2.27125,3
"1519",1,4,101,0.211832015975163,0.630768016705517,-1.06173828125,17
"1520",1,5,101,-4.51432422560115,0.653211866257765,-0.037109375,704
"1521",2,1,101,-0.287800012114936,0.611111111111111,-1.99999640168177,4
"1522",2,2,101,NA,1,NA,2
"1523",2,3,101,1.86272150128502,0.75,9.99967852144474,9
"1524",2,4,101,1.41104248733948,0.673333333333333,-0.9321875,6
"1525",2,5,101,1.28751559875745,0.470806277056277,-1.58358921471753,13
"1526",3,1,101,-11.0913538262606,0.644150795825276,-0.0252960198132324,1334
"1527",3,2,101,-8.5871713714511,0.67132314096714,0.0664024353027344,580
"1528",3,3,101,-2.72106220901054,0.611374137856847,-0.3698193359375,107
"1529",3,4,101,1.46953137641561,0.791666666666667,9.99967852144474,5
"1530",3,5,101,NA,NA,NA,NA
"1531",1,1,102,NA,NA,NA,NA
"1532",1,2,102,NA,1,NA,2
"1533",1,3,102,NA,1,NA,2
"1534",1,4,102,1.05887469158613,0.791666666666667,9.99967852144474,5
"1535",1,5,102,-1.85655352359024,0.643288918321272,-0.145681762695313,317
"1536",2,1,102,-0.64208311980749,0.791666666666667,9.99967852144474,5
"1537",2,2,102,-1.70730495362088,0.75,2.27125,3
"1538",2,3,102,1.03218050093899,0.75,2.27125,3
"1539",2,4,102,2.11331478530001,0.75,9.99967852144474,9
"1540",2,5,102,0.215118777291577,0.666666666666667,6.2284375,6
"1541",3,1,102,-8.40669184799374,0.626571347466418,-0.166684526702576,936
"1542",3,2,102,-8.37605788851233,0.647649791531701,-0.037109375,583
"1543",3,3,102,-1.93805931706912,0.600295330246854,-0.9321875,39
"1544",3,4,102,-0.653777740666651,0.588888888888889,-1.56445103112378,7
"1545",3,5,102,NA,NA,NA,NA
"1546",1,1,103,NA,NA,NA,NA
"1547",1,2,103,NA,NA,NA,NA
"1548",1,3,103,NA,1,NA,2
"1549",1,4,103,0.231592858262209,0.8,9.99967852144474,6
"1550",1,5,103,NA,1,NA,2
"1551",2,1,103,NA,1,NA,2
"1552",2,2,103,NA,1,NA,2
"1553",2,3,103,1.31887937915039,0.726923076923077,-0.33154296875,14
"1554",2,4,103,-0.448262096132287,0.611111111111111,-1.99999640168177,4
"1555",2,5,103,0.874340311022574,0.73265639589169,1.3055078125,22
"1556",3,1,103,-13.6293110722474,0.650303806235211,0.13955078125,2238
"1557",3,2,103,-4.29132365601995,0.626123915187162,-0.15635498046875,213
"1558",3,3,103,-2.25347791821857,0.641989673831691,-0.1401611328125,213
"1559",3,4,103,0.180486280343016,0.654166666666667,1.488056640625,11
"1560",3,5,103,NA,NA,NA,NA
"1561",1,1,104,NA,NA,NA,NA
"1562",1,2,104,NA,NA,NA,NA
"1563",1,3,104,NA,1,NA,2
"1564",1,4,104,0.353073371404531,1,9.99967852144474,4
"1565",1,5,104,-6.67813411972278,0.645506873280794,-0.00312148978393555,1398
"1566",2,1,104,NA,1,NA,2
"1567",2,2,104,-0.0789021581821959,0.75,2.27125,3
"1568",2,3,104,-0.790839712617897,0.741666666666667,9.99967852144474,11
"1569",2,4,104,NA,1,NA,2
"1570",2,5,104,-0.493754242660265,0.75,2.27125,3
"1571",3,1,104,-2.88939299612419,0.644068128940356,0.062998046875,180
"1572",3,2,104,-6.31392063937337,0.636830728468041,-0.178345489501953,535
"1573",3,3,104,-2.16524542641495,0.6469189793751,0.074775390625,128
"1574",3,4,104,-0.732393367524448,0.75,2.27125,3
"1575",3,5,104,NA,NA,NA,NA
"1576",1,1,105,NA,1,NA,2
"1577",1,2,105,NA,NA,NA,NA
"1578",1,3,105,NA,NA,NA,NA
"1579",1,4,105,NA,1,NA,2
"1580",1,5,105,0.0802427861815063,0.633616688240748,-0.0518310546875,64
"1581",2,1,105,NA,1,NA,2
"1582",2,2,105,-0.500950080866742,0.611111111111111,-1.99999640168177,4
"1583",2,3,105,NA,1,NA,2
"1584",2,4,105,2.30365652616194,0.735416666666667,9.99967852144474,9
"1585",2,5,105,1.2320295828007,0.767857142857143,0.345654296875,13
"1586",3,1,105,-7.47224354404788,0.641265320609121,-0.247675399780273,616
"1587",3,2,105,-7.27843268677023,0.628487822196926,0.09244140625,630
"1588",3,3,105,-2.00933208798527,0.629696143473415,-0.42428955078125,129
"1589",3,4,105,NA,1,NA,2
"1590",3,5,105,NA,NA,NA,NA
"1591",1,1,106,NA,NA,NA,NA
"1592",1,2,106,NA,NA,NA,NA
"1593",1,3,106,-0.887584744032058,0.611111111111111,-1.99999640168177,4
"1594",1,4,106,NA,1,NA,2
"1595",1,5,106,-6.02268086783538,0.640500070251868,0.151257609626465,1573
"1596",2,1,106,NA,1,NA,2
"1597",2,2,106,NA,1,NA,2
"1598",2,3,106,0.92314494727892,0.673333333333333,-0.9321875,6
"1599",2,4,106,-0.770387073029218,0.75,2.27125,3
"1600",2,5,106,-1.00446691518706,0.680555555555556,9.99967852144474,7
"1601",3,1,106,-7.82767399487649,0.630181062946442,-0.31383382320404,841
"1602",3,2,106,-4.35326481432566,0.635959649087687,-0.342216186523437,271
"1603",3,3,106,-3.84069263328464,0.613770369759433,-0.534518127441406,308
"1604",3,4,106,-0.943793727314328,0.75,2.27125,3
"1605",3,5,106,NA,NA,NA,NA
"1606",1,1,107,NA,NA,NA,NA
"1607",1,2,107,NA,1,NA,2
"1608",1,3,107,NA,1,NA,2
"1609",1,4,107,NA,1,NA,2
"1610",1,5,107,-1.51878907152762,0.633917345005765,0.534091796875,130
"1611",2,1,107,-1.49025990430267,0.75,2.27125,3
"1612",2,2,107,NA,1,NA,2
"1613",2,3,107,NA,1,NA,2
"1614",2,4,107,-1.29729458790245,0.650841109355041,-0.04888671875,20
"1615",2,5,107,0.292864911431502,0.589583333333333,0.9521875,9
"1616",3,1,107,-17.3256264317059,0.64084327551808,-0.0368793487548828,2853
"1617",3,2,107,-9.10232734005408,0.626659720403736,-0.237301216125488,785
"1618",3,3,107,-0.414325018140458,0.630970026124769,0.06888671875,58
"1619",3,4,107,1.27801495305692,1,9.99967852144474,4
"1620",3,5,107,NA,NA,NA,NA
"1621",1,1,108,NA,NA,NA,NA
"1622",1,2,108,NA,NA,NA,NA
"1623",1,3,108,NA,1,NA,2
"1624",1,4,108,0.53842820743527,0.777777777777778,-0.4375390625,7
"1625",1,5,108,-3.08425319545106,0.650574399607774,0.292195687955792,1005
"1626",2,1,108,-1.41147906427688,0.75,2.27125,3
"1627",2,2,108,NA,1,NA,2
"1628",2,3,108,NA,1,NA,2
"1629",2,4,108,0.223423581819123,0.666666666666667,6.04,6
"1630",2,5,108,1.26332821557742,0.777777777777778,-0.4375390625,7
"1631",3,1,108,-16.4012094419057,0.644583069308614,-0.0664837265014648,2134
"1632",3,2,108,-3.35953411027353,0.65749493780388,0.333876953125,183
"1633",3,3,108,-1.58706467955073,0.65790269067161,-0.2343798828125,137
"1634",3,4,108,0.745491708493208,0.597619047619048,0.29265625,8
"1635",3,5,108,NA,NA,NA,NA
"1636",1,1,109,NA,NA,NA,NA
"1637",1,2,109,NA,1,NA,2
"1638",1,3,109,NA,1,NA,2
"1639",1,4,109,-0.0579318517432718,0.520833333333333,-1.99999640168177,5
"1640",1,5,109,-7.05226446902206,0.641101920364501,-0.130707054138184,997
"1641",2,1,109,NA,1,NA,2
"1642",2,2,109,NA,1,NA,2
"1643",2,3,109,NA,1,NA,2
"1644",2,4,109,0.506690465028525,0.583333333333333,-1.420947265625,7
"1645",2,5,109,0.928682805274505,0.75,2.27125,3
"1646",3,1,109,-17.3627555374935,0.644213678141401,-0.00734247138183594,2962
"1647",3,2,109,-8.11939875970224,0.645267105782334,0.0975752346722412,789
"1648",3,3,109,-2.21585728969113,0.689269889258026,0.98751953125,71
"1649",3,4,109,-0.390351408862132,0.611111111111111,-1.99999640168177,4
"1650",3,5,109,NA,NA,NA,NA
"1651",1,1,110,NA,NA,NA,NA
"1652",1,2,110,NA,NA,NA,NA
"1653",1,3,110,NA,NA,NA,NA
"1654",1,4,110,NA,1,NA,2
"1655",1,5,110,-3.55676489122967,0.638556394357896,-0.33154296875,732
"1656",2,1,110,0.151356505621453,0.75,2.27125,3
"1657",2,2,110,0.551368165076938,0.611111111111111,-1.99999640168177,4
"1658",2,3,110,0.123570431289327,0.791666666666667,9.99967852144474,5
"1659",2,4,110,NA,1,NA,2
"1660",2,5,110,3.09352269920279,0.666385091516671,1.85904296875,77
"1661",3,1,110,-5.8375607151211,0.643845498722232,0.0577534484863281,374
"1662",3,2,110,-5.50846675835267,0.634130550408064,-0.225546875,407
"1663",3,3,110,-6.69963903161861,0.641348026065001,-0.26743465423584,540
"1664",3,4,110,-0.0115082160704328,0.75,2.27125,3
"1665",3,5,110,NA,NA,NA,NA
"1666",1,1,111,NA,NA,NA,NA
"1667",1,2,111,NA,NA,NA,NA
"1668",1,3,111,NA,1,NA,2
"1669",1,4,111,0.996769730892716,0.671428571428571,-0.37865234375,8
"1670",1,5,111,0.0384165852363735,0.6799829635981,0.85796875,82
"1671",2,1,111,-0.974971068958981,0.456666666666667,-1.99999640168177,6
"1672",2,2,111,0.0167868984504833,0.75,2.27125,3
"1673",2,3,111,-0.508462667983161,0.657716049382716,-0.5405908203125,19
"1674",2,4,111,NA,1,NA,2
"1675",2,5,111,0.106294707460284,0.806060606060606,9.99967852144474,12
"1676",3,1,111,-3.15994817279244,0.624791938837523,-0.44931640625,115
"1677",3,2,111,-4.3207891015533,0.629383551076507,-0.47287109375,297
"1678",3,3,111,-2.75759633905555,0.65162340497693,-0.077593994140625,131
"1679",3,4,111,NA,1,NA,2
"1680",3,5,111,NA,NA,NA,NA
"1681",1,1,112,NA,NA,NA,NA
"1682",1,2,112,NA,NA,NA,NA
"1683",1,3,112,-0.262673781382162,0.75,2.27125,3
"1684",1,4,112,1.06374702482871,0.8125,9.99967852144474,9
"1685",1,5,112,-0.262419241187077,0.644722222222222,1.03462890625,21
"1686",2,1,112,-1.07249418134721,0.611111111111111,-1.99999640168177,4
"1687",2,2,112,-1.58725196182251,0.75,2.27125,3
"1688",2,3,112,1.03202844129405,0.666666666666667,6.04,6
"1689",2,4,112,0.175583107821666,0.666666666666667,9.99967852144474,9
"1690",2,5,112,0.793385840551685,0.630276467953953,0.6930859375,30
"1691",3,1,112,-6.40670242724601,0.66139486170739,0.195483170250244,510
"1692",3,2,112,-5.1929678956272,0.651895065951055,0.316353202544919,333
"1693",3,3,112,-6.75290409935324,0.661738411667448,0.15280029296875,403
"1694",3,4,112,-0.203613149883062,0.735416666666667,9.99967852144474,9
"1695",3,5,112,NA,NA,NA,NA
"1696",1,1,113,NA,NA,NA,NA
"1697",1,2,113,0.207845434048056,0.75,2.27125,3
"1698",1,3,113,NA,1,NA,2
"1699",1,4,113,0.928841110232468,0.645335525514554,0.746083984375,24
"1700",1,5,113,0.728407673086903,0.71421768707483,1.80015625,36
"1701",2,1,113,NA,1,NA,2
"1702",2,2,113,-1.39156825612209,0.611111111111111,-1.99999640168177,4
"1703",2,3,113,-0.824655203495815,0.520833333333333,-1.99999640168177,5
"1704",2,4,113,1.58280700877792,0.657478632478632,-0.19021484375,14
"1705",2,5,113,-0.77114284260219,0.547795414462081,-1.5181103515625,10
"1706",3,1,113,-12.1719853350601,0.647763268942077,-0.00177734375,1338
"1707",3,2,113,-4.42294247667333,0.624007336248198,-0.408095703125,204
"1708",3,3,113,-1.89836991040023,0.658617767040216,0.274218584129395,146
"1709",3,4,113,-0.0422950835594365,0.735416666666667,9.99967852144474,9
"1710",3,5,113,NA,NA,NA,NA
"1711",1,1,114,NA,1,NA,2
"1712",1,2,114,NA,1,NA,2
"1713",1,3,114,NA,NA,NA,NA
"1714",1,4,114,NA,1,NA,2
"1715",1,5,114,-3.50941396891682,0.652515918300217,0.198247728347778,575
"1716",2,1,114,0.236776982233158,0.75,2.27125,3
"1717",2,2,114,NA,1,NA,2
"1718",2,3,114,-0.191891049496572,0.611111111111111,-1.99999640168177,4
"1719",2,4,114,0.404732365065418,0.603121693121693,-0.054775390625,16
"1720",2,5,114,-1.73465106512813,0.741666666666667,9.99967852144474,11
"1721",3,1,114,-10.7503971893475,0.638501028593979,0.0572862775119019,1659
"1722",3,2,114,-2.61091653885443,0.658349250156369,0.263212890625,131
"1723",3,3,114,-0.561586339242181,0.596130952380952,-0.784970703125,9
"1724",3,4,114,-2.31166092461291,0.598597883597883,-1.2383984375,16
"1725",3,5,114,NA,NA,NA,NA
"1726",1,1,115,NA,NA,NA,NA
"1727",1,2,115,NA,NA,NA,NA
"1728",1,3,115,NA,1,NA,2
"1729",1,4,115,NA,1,NA,2
"1730",1,5,115,-3.13170297580567,0.661459732376097,0.0953857421875,319
"1731",2,1,115,NA,1,NA,2
"1732",2,2,115,-1.28474084470417,0.611111111111111,-1.99999640168177,4
"1733",2,3,115,0.00289060819811841,1,9.99967852144474,4
"1734",2,4,115,-0.508888552923091,0.611111111111111,-1.99999640168177,4
"1735",2,5,115,NA,1,NA,2
"1736",3,1,115,-16.8036657083461,0.636803097255933,-0.0869575698168945,2566
"1737",3,2,115,-6.92304615784094,0.630716034773578,-0.232171630859375,697
"1738",3,3,115,-1.24699008117514,0.602603412371602,-0.33154296875,56
"1739",3,4,115,-0.126347367458996,0.8125,-0.366875,5
"1740",3,5,115,NA,NA,NA,NA
"1741",1,1,116,NA,NA,NA,NA
"1742",1,2,116,NA,NA,NA,NA
"1743",1,3,116,NA,1,NA,2
"1744",1,4,116,-0.281879277111393,0.617361111111111,0.3633203125,13
"1745",1,5,116,-5.04524534401427,0.645964408841637,-0.0551419251171875,1357
"1746",2,1,116,-0.235169171660213,0.611111111111111,-1.99999640168177,4
"1747",2,2,116,NA,1,NA,2
"1748",2,3,116,NA,1,NA,2
"1749",2,4,116,0.313038486035785,0.611111111111111,-1.99999640168177,4
"1750",2,5,116,0.935842276762431,0.736666666666667,9.99967852144474,11
"1751",3,1,116,-2.03923096547683,0.6223258241409,-0.28001708984375,118
"1752",3,2,116,-7.96791758542469,0.636569236363117,-0.0636083984375,649
"1753",3,3,116,-0.811152808885192,0.648623891299731,-0.0606640625,103
"1754",3,4,116,NA,1,NA,2
"1755",3,5,116,NA,NA,NA,NA
"1756",1,1,117,NA,NA,NA,NA
"1757",1,2,117,NA,NA,NA,NA
"1758",1,3,117,NA,1,NA,2
"1759",1,4,117,1.95159653715037,0.666666666666667,9.99967852144474,9
"1760",1,5,117,-1.31599403822754,0.674769921404723,0.1984375,263
"1761",2,1,117,NA,1,NA,2
"1762",2,2,117,-1.07172391641786,0.611111111111111,-1.99999640168177,4
"1763",2,3,117,0.378255711159411,0.8,9.99967852144474,6
"1764",2,4,117,NA,1,NA,2
"1765",2,5,117,1.64154388556255,0.833333333333333,6.416875,8
"1766",3,1,117,-9.61570699992899,0.637907850364581,0.015888671875,1207
"1767",3,2,117,-1.38892987556917,0.685389890632735,1.723603515625,128
"1768",3,3,117,-2.50995126401437,0.637773407863828,0.1277734375,151
"1769",3,4,117,-1.56172557702043,1,9.99967852144474,4
"1770",3,5,117,NA,NA,NA,NA
"1771",1,1,118,NA,NA,NA,NA
"1772",1,2,118,NA,NA,NA,NA
"1773",1,3,118,NA,1,NA,2
"1774",1,4,118,0.778773105275519,0.8125,-0.366875,5
"1775",1,5,118,-1.14475456430463,0.646854499463968,0.24996337890625,150
"1776",2,1,118,NA,1,NA,2
"1777",2,2,118,0.663806033403458,0.75,2.27125,3
"1778",2,3,118,-0.333160414385658,0.77107683982684,2.4596875,23
"1779",2,4,118,NA,1,NA,2
