"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.443246258916346","0.349770713535952","0.363560679372531","0.380653144129325","0.441859730708711","0.392342612107471","0.394260156974225","0.378448479197005","0.425343150243407","0.394602783024311","0.766565525531768","1.08535146481008","2.88574048335377","1.27392766073135","0.654183149171877","0.843875642526382","292533.532188963","0.306259050785072","0.265278780542224"
"4","mu_par","0.2","-6.56398221330685e-08","-5.18212794494504e-08","1.06347504474484e-05","0.0740965852721273","-0.00419369751588927","0.00674524958440014","6.50056253991684e-06","0.0474019941122607","0.00793446600437175","0.447530198097229","0.790908721194137","2.62958633805964","0.997166150178963","0.34629438778502","0.548883295945598","292533.218353556","-6.39020644728193e-08","9.22122906689457e-08"
