"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.435414346693485","0.329087040849455","0.341852468927993","0.356581321263613","0.359133221168035","0.34611607750539","0.368911075592041","0.593997315477099","0.585499028931371","1.340267537823","0.577529152063652","0.383112164877821","1.58761185610367","0.342077521233512","0.518773651123047","1.85466795242658","310284.206814014","241170.370927765","0.160885825589737"
"4","mu_par","0.2","2.41369529282456e-08","-1.93955886158387e-07","6.67613328138545e-07","-1.44073639618589e-06","-1.75395727891289e-08","0.0022232532501218","0.299407310317474","0.288657261943444","1.12209514463302","0.282073043193668","0.041863186570117","1.35697934558063","1.3582962563973e-05","0.212754821777344","1.60599039060265","310283.952828055","241170.054238274","6.61175570883345e-08"
