"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.443246258916346","0.277448006672922","0.287698990375957","0.300104210987023","0.314787128218819","0.291764471571321","0.308439611698969","0.330864189829654","0.35985398135153","0.386353656623022","0.360482409879879","0.443205447389898","0.376789066662944","19815.8105196175","60958.0057330166","55.7656214228074","25745.1752466096","21422.9735504663","-5.78402924902139e-09"
"4","mu_par","0.2","-1.05376472985487e-07","3.80146107810786e-07","-3.56772475262235e-07","-1.14108659754719e-07","3.64191615388561e-08","-8.45633459057097e-08","-2.32213375971913e-07","7.28153515462417e-07","1.04637887261354e-05","-2.90787889468951e-07","0.0678273943856486","3.42796129646813e-06","19815.6335354381","60957.8202448407","55.586806462152","25744.8174479631","21422.6157088052","0.645003178194782"
