"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.443246258916346","0.321309057892741","0.329486311678192","0.336085350520897","0.344556988856551","0.354034823632154","0.362276829235319","0.365290329733281","0.371062591063583","0.372015344603906","0.368967800400716","0.36164992573193","0.367635979965661","0.371617300300431","0.375615279724774","0.368628519325045","0.374022025326934","0.390761673889017","128712.137600066"
"4","mu_par","0.2","-4.905304012523e-07","4.03264623946646e-08","-1.42956092319981e-07","1.38679885981093e-07","5.79223171520439e-07","6.07617986934444e-07","-2.1116081014476e-07","-9.97995266500532e-07","-2.68246237165225e-06","5.72632636914972e-06","-8.25262938185031e-07","3.91050195944362e-07","-3.40019868448008e-06","4.19518986220208e-06","-1.46931637710859e-06","1.17539281425007e-06","-1.71837626245161e-06","128711.759737188"
