"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.435414346693485","0.303318961457367","0.313148533980961","0.320659732603728","0.326133535570822","0.333511328613947","0.342769487797962","0.350759552643195","0.356748824713447","0.361626774894714","0.472405349686913","0.510360394325108","0.467731438834155","0.450317468788492","0.352026350856622","0.369851750849556","0.565169613223407","91888.024876227","1.95798724736655"
"4","mu_par","0.0632455532033676","-2.23957508887455e-07","1.43907805960368e-07","-2.11366748888014e-07","-2.81705467735981e-07","1.94311694795253e-07","5.14512246345641e-07","-7.22771411993448e-07","1.92868896304362e-05","1.50086598404498e-06","0.130940292226396","0.175057433359325","0.126821614866","0.106594706619944","1.52439550733897e-06","-0.0150637321079238","0.228409150236984","91887.7184588072","1.64828802796172"
