"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.377823255715264","0.0728487369412301","0.0745388366176692","0.0765208078829417","0.0788199491577412","0.0815033722591287","0.0847178748140421","0.0885445996584887","0.100865321836835","0.128432311098459","0.183238246594555","0.31601404345397","0.898930745812839","7438.22424279749","2117171.16058289","2543416.20930229","2.99854937485896e-09","-8.30243350425584e-09","-3.10085479406553e-07"
"4","mu_par","0.2","-5.05310486000688e-07","-8.16354939310201e-08","-5.522909734813e-08","3.11403631119792e-07","1.2930076468005e-07","3.48534528113136e-07","9.66962082181788e-07","0.0319981948966231","0.114046976882174","0.246269441826736","0.488178736953793","1.23975999288916","7438.73869378575","2117171.595138","2543416.55153126","3.95941811077455e-05","7.64615666718902e-05","0.646369616974014"
