"","X","V1","V2","1","2","3","4","5","6","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1","split_times",NA,"0","0.104089513673812","0.219013654204475","0.345900192632356","0.485994289136948","0.640670712015276","0.811447328527813","1","1.14869835499704","1.31950791077289","1.5157165665104","1.74110112659225","2","2.29739670999407","2.63901582154579","3.0314331330208","3.4822022531845","4"
"2","model","equiv. BD","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death","birth death"
"3","lamb_par","0.492929582647017","0.299902573131486","0.309862204925934","0.312470462476912","0.33491656658025","0.343365399770254","0.3293148665045","0.310384746070374","0.334523626630653","0.31066362474203","0.316802799259223","0.458598312176764","0.626191899576224","0.441841620672494","0.430493145860965","0.305871480613471","0.310833304964433","0.299556861618869","232173.91666165"
"4","mu_par","0.2","3.93161915142714e-07","-6.1920326392962e-06","5.40053433025411e-07","0.0254060240587025","0.0376903321076268","0.018318752349114","-3.08661637946836e-06","0.0250667102910482","2.65077577877396e-06","0.00100662941668539","0.175315802451223","0.365245885809418","0.159825079096481","0.144987570992089","3.5120535783601e-05","0.00880278029279128","4.12523319470714e-06","232173.637757219"
