iteration	likelihood	prior	lambda	mu
335000.0	-0.29577919006595466	-0.1777577264160397	0.0026383745701143925	0.17511935184593497
340000.0	-154.58958129956176	-1.568928440966272	0.6680928369479708	0.9008356040183104
345000.0	-150.45984528191562	-1.0955829028818513	0.5237331193704096	0.571849783511446
350000.0	-25.192164877106308	-0.5115572961948833	0.12480373494893	0.38675356124595733
355000.0	-28.75870979689494	-0.31209394387738787	0.030174860384978082	0.28191908349241457
360000.0	-22.500087857870426	-0.45984484930633474	0.10142709866530342	0.35841775064103704
365000.0	-7.813105846044209	-0.09335405722697461	0.042151779064833084	0.05120227816214788
370000.0	-0.6422413406273184	-0.09464886393220547	0.01668899648480253	0.07795986744741132
375000.0	-17.032693689404176	-0.2622598732557554	0.06703001908721738	0.19522985416854638
380000.0	-12.6874274849431	-0.3242241788218448	0.03612129159584948	0.288102887226004
385000.0	-98.66058001192357	-0.6232526216526013	0.20975357272765846	0.4134990489249503
390000.0	-10.25951853961645	-0.2668488316383656	0.08034187880343054	0.18650695283494298
395000.0	-74.11796631862025	-0.6600858232079043	0.2934663146727942	0.3666195085351189
400000.0	-17.764828006914012	-0.3365763135880273	0.047069838532028056	0.2895064750560085
405000.0	-32.835326209340735	-0.23269726708037383	0.03979252254561597	0.1929047445347663
410000.0	-18.767759041307308	-0.4603772816482325	0.05284380104224745	0.40753348060599187
415000.0	-15.58157280146194	-0.29100444170146605	0.05710999161645908	0.23389445008501417
420000.0	-8.054597474384924	-0.0313132708307856	0.014243102121260068	0.01707016870953381
425000.0	-17.11581883178034	-0.27342647778667406	0.05327187271783773	0.22015460506884485
430000.0	-12.30705189880256	-0.18224260883176097	0.03524490848799026	0.14699770034377857
435000.0	-7.263914044888977	-0.35790919810424116	0.022962741580757118	0.3349464565234911
440000.0	-7.822796986499948	-0.16886281017944654	0.05623987002919436	0.11262294015025946
445000.0	-90.8223184667869	-0.5083945060923103	0.18668223774464388	0.32171226834767236
450000.0	0.13096400488126347	-0.09007497797257356	0.023762831126982884	0.06631214684559636
455000.0	0.6231914857784365	-0.1306701098831299	0.022168514734005468	0.10850159514912971
460000.0	-7.30082287926238	-0.18974678838540304	0.04892273761011446	0.14082405077529433
465000.0	-8.58544551981663	-0.07059730202025646	0.056381586256445036	0.014215715763816904
470000.0	-0.16765983985810373	-0.042209070950949765	0.009913284416670188	0.032295786534283326
475000.0	-5.470155422266411	-0.2826625545230245	0.02011092299772555	0.26255163152530175
480000.0	-33.710326645656274	-0.5129461563021628	0.13539520432098714	0.37755095198117977
485000.0	-3.5232612686932403	-0.40134848200373685	0.032380879470017186	0.3689676025337219
490000.0	-35.55549716058272	-0.558654432824585	0.17129558174339993	0.3873588510811858
495000.0	-1.1328215746767314	-0.08397053119331231	0.01289951978012669	0.07107101141318516
500000.0	-1.4527926147231782	-0.33233286020473896	0.0024334730462001177	0.3298993871585383
505000.0	-2.6759089110116667	-0.21298269925729313	0.05704446790036764	0.15593823135692417
510000.0	0.7804473282138316	-0.14252661590457952	0.0014028968766358614	0.1411237190279425
515000.0	-202.1985198768137	-1.5669865400005811	0.7212531906824009	0.8457333493181772
520000.0	-203.0128196055213	-1.7122038460586357	0.6703871100766381	1.0418167359819965
525000.0	-166.74962798553997	-1.3100184722440162	0.5950452755191707	0.7149731967248429
530000.0	-192.59951217812497	-1.3366250499909587	0.5917882430167675	0.7448368069741764
535000.0	-226.71207160283186	-1.2611908347615706	0.5165938953050138	0.7445969394565426
540000.0	-188.31486222889006	-1.4849993631980776	0.6277972513949983	0.8572021118030632
545000.0	-1.3210276742733493	-0.06713916182789065	0.05052220674200088	0.016616955085872655
550000.0	-28.345530560306493	-0.5422113247499984	0.17018026839323383	0.37203105635674905
555000.0	-88.07495110979164	-0.7761708383765342	0.2549709307892795	0.5211999075872393
560000.0	-43.74420444358136	-0.45303024950535753	0.1797491899502577	0.2732810595550828
565000.0	-1.0941033225043777	-0.03647011075025732	0.03275524877735461	0.0037148619728861816
570000.0	-8.886552294199038	-0.44729056411194756	0.07455951233949477	0.3727310517724366
575000.0	-36.11548200196786	-0.3856728386045213	0.21582665783862404	0.16984618076587954
580000.0	-68.04974537958145	-0.5138591523512258	0.19654914381887667	0.31731000853233
585000.0	-18.190192495657275	-0.24649790143547334	0.050802388718213694	0.1956955127172404
590000.0	-0.35489526139233885	-0.011829842046508068	0.004678674605063315	0.007151167441426111
595000.0	-19.25351648475896	-0.626230821877653	0.200564979754388	0.4256658421232472
600000.0	-12.268057149267074	-0.2872580007921244	0.02364706407860413	0.2636109367135035
605000.0	-27.110360211043766	-0.22319004162512662	0.012497991693591507	0.21069204993151902
610000.0	-0.42992773714488985	-0.13284252662123908	0.006513354121603622	0.1263291724996195
615000.0	-1.9756151317289183	-0.06585383772439027	0.05557778669455049	0.010276051029823242
620000.0	-13.120280929721025	-0.34643237683771944	0.017962313917817576	0.3284700629198857
625000.0	-13.850972584372006	-0.3747432946129736	0.07090860955508198	0.30383468505787453
630000.0	-14.897432891502719	-0.39882447222185363	0.0396911751304165	0.35913329709142006
635000.0	-31.792974443128973	-0.34201964950171393	0.07527941654260306	0.2667402329590935
640000.0	-6.0028464475221615	-0.23979608242194034	0.02047462408773022	0.2193214583341936
645000.0	1.1161179376382497	-0.17144878421433324	0.002248465631438688	0.16920031858287637
650000.0	-22.18144621194216	-0.32890788872848525	0.14248472584323338	0.18642316288523617
655000.0	-0.7871533615400037	-0.31014488509865196	0.0011786237264558934	0.30896626137218136
660000.0	0.5089711492866025	-0.18592678592096826	0.011618289841338518	0.17430849607961535
665000.0	-7.662250427615691	-0.175411278495373	0.03490163391331847	0.14050964458203974
670000.0	-0.7367274749758257	-0.3084640222131797	0.006683561509512348	0.30178046070365455
675000.0	-189.97380620852655	-1.421111617343009	0.5933140654726382	0.827797551870349
680000.0	-177.52722299606663	-0.9739378844905847	0.4312339077585893	0.5427039767319785
685000.0	-7.804004888155971	-0.2713788337364105	0.07035686181533979	0.2010219719210506
690000.0	-12.406842922797502	-0.19856810358131827	0.02329149084954096	0.17527661273175776
695000.0	-1.0316665607975735	-0.31829532507391406	0.04376716978048905	0.2745281552934067
700000.0	-0.06838463785945503	-0.1718660324365155	0.01758072483621974	0.1542853076002765
705000.0	-1.7117496000387906	-0.05705832000141306	0.029201487163324852	0.027856832838068838
710000.0	-83.79098126906311	-0.6985436170465041	0.2672086784572524	0.4313349385892328
715000.0	-49.66291688042873	-0.4074990848406822	0.1706740113220592	0.23682507351860457
720000.0	-13.159630513724569	-0.27599222654216926	0.0779085251244084	0.1980837014177415
725000.0	0.17649446868819718	-0.27802329075770876	0.006307899826590963	0.2717153909310987
730000.0	-65.18953235503821	-0.7868428203339761	0.2684330781911174	0.5184097421428413
735000.0	-2.3875109502017744	-0.2888677458123709	0.035923678892260925	0.25294406692009264
740000.0	-96.06107166979734	-0.6097774213601636	0.21824818938676166	0.39152923197338657
745000.0	-1.641128280453673	-0.054704276015231	0.034586860964464665	0.02011741505075076
750000.0	-54.78212298384943	-0.6291658644736378	0.21304438093722428	0.41612148353639894
755000.0	-2.1754269431922144	-0.07251423143984001	0.07175874227606854	0.0007554891637556853
760000.0	-8.012650400223738	-0.06626202004404692	0.0042742458042737234	0.06198777423975891
765000.0	-8.265984292681825	-0.12767262065479265	0.0723795687475899	0.05529305190718888
770000.0	1.0898425276707386	-0.06818838960871385	0.005952639145714388	0.0622357504629849
775000.0	-159.33968454991418	-0.8024449013335393	0.27626765069230513	0.526177250641221
780000.0	-19.1823280170664	-0.1868473413670189	0.02551490346102598	0.1613324379059811
785000.0	-15.411918755355966	-0.20971808776326584	0.11444386994522927	0.09527421781802423
790000.0	-14.38278616590333	-0.12065382842654637	0.015779434277719044	0.1048743941488175
795000.0	-12.294563097080982	-0.30318784173846847	0.014407453258664266	0.2887803884797933
800000.0	-24.368439469999092	-0.4737445566889142	0.07556873454376874	0.3981758221451341
805000.0	-0.7999185818557271	-0.3098152360903491	0.05474329731168486	0.2550719387786528
810000.0	0.07253671589816812	-0.20773040288423553	0.01722560312438577	0.1905047997598375
815000.0	-7.954142727595984	-0.41795049064410944	0.06356134718604894	0.35438914345804806
820000.0	-2.9775670818638753	-0.27993673603798175	0.034669105442342155	0.24526763059562873
825000.0	-60.58212680826446	-0.6904814034835522	0.4200325384192478	0.27044886506429283
830000.0	-8.16176851126755	-0.25212966575183626	0.00777082263165993	0.24435884312016334
835000.0	-299.4715758077771	-0.8654344256926274	0.34570352960949224	0.519730896083122
840000.0	-130.64546648559218	-0.8827773353261155	0.4404340359107288	0.44234329941537626
845000.0	-13.626625418773061	-0.24489272497089143	0.10549787048077477	0.1393948544901094
850000.0	0.21975968003637103	-0.038884489369518216	0.009954002720425351	0.028930486649084965
855000.0	-36.20254285409306	-0.5687497750326043	0.19136924634884186	0.37738052868375377
860000.0	-13.541677204956837	-0.43335709194084404	0.09143195615505695	0.34192513578577927
865000.0	-9.709030059337662	-0.21725419970843712	0.09485756816617466	0.12239663154225482
870000.0	-8.438099425609696	-0.32082409053695915	0.05194026350885728	0.2688838270280933
875000.0	-29.42661727548692	-0.30418428493431315	0.06952894343206953	0.2346553415022347
880000.0	-1.6192949909294247	-0.2300832906556445	0.04444192698083496	0.18564136367480064
885000.0	-33.187015018474185	-0.26410221683694	0.08669826377519863	0.17740395306173257
890000.0	-0.212854663515606	-0.25963173347135493	0.022547991712443677	0.23708374175890215
895000.0	0.694623729907942	-0.07128632047167571	0.005554249650514957	0.06573207082115191
900000.0	-0.7488469202482539	-0.28487127312659066	0.010911583337200468	0.27395968978938107
905000.0	-12.9743738963567	-0.34997772454027565	0.018706747918342065	0.3312709766219241
910000.0	0.966157627669842	-0.23808218802289083	0.0007734477155061849	0.23730874030737503
915000.0	-22.398202503617803	-0.40121480141535526	0.11806670853753247	0.28314809287781273
920000.0	-32.11172350764812	-0.2935566880078186	0.14719138712110075	0.14636530088670757
925000.0	-0.24826722028622905	-0.031380480028268376	0.010338341179393215	0.0210421388488653
930000.0	-6.868541826186278	-0.2061039817395101	0.08197384222821687	0.12413013951128361
935000.0	-0.10981439654399183	-0.0036604798848586667	0.0035584148289337205	0.00010206505591430854
940000.0	-5.88095674699475	-0.2857860628467661	0.013533990405462774	0.27225207244129196
945000.0	-25.40275941766302	-0.4819375671825858	0.1179437460151213	0.36399382116745266
950000.0	-33.514103424454945	-0.3249751229247023	0.08940342973818417	0.23557169318650859
955000.0	-102.91188252194208	-1.1655399018274912	0.49826195136978463	0.6672779504576984
960000.0	-32.25107554698924	-0.35513220871987883	0.11261267573603605	0.24251953298383494
965000.0	-37.294883187365265	-0.660466306945024	0.1949793085692045	0.46548699837581164
970000.0	-32.62331481571645	-0.48885462020661774	0.06131415097712051	0.4275404692294881
975000.0	0.47192193856498754	-0.05358398677055051	0.01008808345764802	0.04349590331289313
980000.0	0.28109855715355453	-0.1017035317674445	0.012718291876912107	0.08898523989052413
985000.0	-62.97107743074853	-0.46690742901892146	0.18631880628535283	0.2805886227335607
990000.0	-48.0852283527971	-0.5897618008894532	0.19295811851812977	0.3968036823713152
995000.0	-45.00946419489788	-0.5356906813730532	0.15694145488654287	0.37874922648650355
1.0e6	-0.8061689330639292	-0.07308210980618832	0.040870855507934206	0.03221125429824801
1.005e6	-0.3780057765824397	-0.2943944364126235	0.00676586078490443	0.2876285756277129
1.01e6	-5.43551916361272	-0.20428887813915025	0.1429170615189308	0.06137181662021281
1.015e6	-9.801410344401692	-0.4247452944449428	0.05492411791986526	0.36982117652507074
1.02e6	-39.997164747099895	-0.44707166334172743	0.13658928908359852	0.3104823742581212
1.025e6	0.8930304123284123	-0.02388025000358543	0.007650106072851464	0.016230143930727248
1.03e6	-0.6590020873496646	-0.10189657867166363	0.024715574372287073	0.07718100429937003
1.035e6	0.009476534891853072	-0.18491171756031852	0.008288378372608915	0.17662333918770354
1.04e6	-8.292666315415426	-0.15143682285953208	0.005711711627693125	0.14572511123183218
1.045e6	-66.19052489678475	-0.7698681482739059	0.33148154667148577	0.4383866016024178
1.05e6	-13.137741609486792	-0.2751583085451954	0.09521431000642751	0.17994399853876475
1.055e6	-13.120752307646642	-0.4105945707925916	0.07152850449478006	0.33906606629780944
1.06e6	-17.960542901060474	-0.26534211360374216	0.027916568954348197	0.2374255446493915
1.065e6	-0.3180293990745695	-0.033705885987864746	0.0029231563335703667	0.030782729654293458
1.07e6	-8.335182648348786	-0.08044272440252614	0.032912284654060694	0.047530439748465075
1.075e6	-19.92223214497001	-0.10278206012098687	0.031956662817264656	0.07082539730372216
1.08e6	-223.55401722023288	-1.4909884637477673	0.6603231689413092	0.8306652948064555
1.085e6	-269.71371153294393	-1.5817350879504173	0.7649099679749183	0.8168251199754993
1.09e6	-224.54739070163086	-1.3718119984072992	0.5849377043555609	0.7868742940517413
1.095e6	-267.5263191464745	-1.2839985946520027	0.5609282682043998	0.7230703264475994
1.1e6	-52.96558238626905	-0.5383478770160243	0.1666037146263397	0.37174416238968694
1.105e6	-13.675469634918102	-0.14244885504853827	0.062289612447427305	0.08015924260111254
1.11e6	-39.98722934265261	-0.396410828347693	0.18910807858349166	0.20730274976420054
1.115e6	-7.099205302625066	-0.13647668834320933	0.07223549807947695	0.06424119026373508
1.12e6	-16.797501774487714	-0.33588307365996567	0.09150302902647565	0.24438004463349078
1.125e6	-86.41695705487092	-0.5181365576468534	0.14681774372523348	0.3713188139216194
1.13e6	-13.729496548892353	-0.21065226196854947	0.10033098891111106	0.11032127305743936
1.135e6	-8.236817740124401	-0.08882621523682052	0.023045934005331125	0.06578028123149086
1.14e6	-187.49928397978445	-1.1236014810086772	0.49829910109306036	0.6253023799156188
1.145e6	1.1975707713434374	-0.06601610196675717	0.0026577905173450793	0.06335831144941195
1.15e6	-14.126006837364729	-0.28778933244029636	0.03933460439566039	0.24845472804463606
1.155e6	-59.083505581620315	-0.191133761487752	0.08600002824607332	0.10513373324167866
1.16e6	-50.00403858810596	-0.6790572498123689	0.17333493756325621	0.5057223122491109
1.165e6	-112.02486984003737	-0.6065625820851079	0.27613538835281587	0.33042719373229074
1.17e6	-18.161895381340404	-0.30084958239521603	0.13587152727391436	0.164978055121299
1.175e6	-21.603367847656987	-0.4687865319050132	0.09900964426336432	0.3697768876416447
1.18e6	-13.64157624135774	-0.23309990086103075	0.014133950017467164	0.21896595084356138
1.185e6	-7.507368871285253	-0.2790423209768688	0.06984573178181183	0.20919658919505532
1.19e6	-0.6411169773098044	-0.19864123237171355	0.023683524563288316	0.17495770780842365
1.195e6	-28.15494422097207	-0.384269407603542	0.11398953163928977	0.2702798759642511
1.2e6	-18.171007042850228	-0.34372596687667156	0.04903105756285046	0.29469490931381864
1.205e6	-0.18773605317762088	-0.11219299611743112	0.02172692113011512	0.0904660749873137
1.21e6	-43.38981278469227	-0.44394188290370107	0.21971928389348577	0.2242225990102137
1.215e6	-8.33170135755918	-0.4290649429835441	0.061650053835394875	0.36741488914814746
1.22e6	-234.56849919288447	-1.390402500842033	0.649049900514721	0.7413526003273108
1.225e6	-145.07264829518303	-1.203859270824514	0.5280815350137534	0.675777735810754
1.23e6	-102.70842314656272	-0.7211669534075766	0.2908899133518133	0.43027704005575734
1.235e6	-1.3179150813742864	-0.08055091233461037	0.056623970119712964	0.023926942214894494
1.24e6	-5.856267976368751	-0.3360109355019517	0.04799265726069738	0.2880182782412516
1.245e6	0.7515175502549862	-0.08224527582030308	0.003470543536709506	0.07877473228359072
1.25e6	-3.4280833186270767	-0.26606534034078266	0.0724849557578384	0.19358038458294283
1.255e6	-17.5025136530599	-0.3998555454591467	0.1028564668162819	0.2969990786428644
1.26e6	-96.38659277307036	-0.3894317171180325	0.1416402962206232	0.24779142089740844
1.265e6	-6.532830124290416	-0.2702182541492047	0.014116675214600211	0.25610157893460705
1.27e6	-0.06844464194521666	-0.23965656983951122	0.018068505889600885	0.22158806394991276
1.275e6	-19.80751986615153	-0.09677138846099521	0.051464802225533055	0.04530658623546506
1.28e6	-10.739913367968096	-0.20517693260409994	0.07461525293269666	0.13056167967140642
1.285e6	-177.37720351660548	-0.7406719111934357	0.3665454537081293	0.3741264574853093
1.29e6	-45.292942026098395	-0.38332138292614615	0.14006486823396497	0.24325651469218285
1.295e6	-60.42134206245102	-0.3152850913631755	0.0949829369360655	0.22030215442711054
1.3e6	-99.10952408828503	-0.5011600466495822	0.18235848024804924	0.3188015664015327
1.305e6	-130.87022996129642	-1.2016760539212248	0.437139135697133	0.7645369182240903
1.31e6	-9.019666087541019	-0.17045435636166817	0.08213387395987723	0.08832048240178622
1.315e6	-34.75616568908394	-0.32664030837733454	0.08530275197843994	0.2413375563988894
1.32e6	-1.1190518301357966	-0.19337276857521551	0.02006597230731055	0.1733067962679005
1.325e6	-48.4170729412576	-0.5298388986095216	0.18175145382698396	0.34808744478253506
1.33e6	-19.714053698216876	-0.30142421402204644	0.1120266991670987	0.18939751485494605
1.335e6	-1.0620133637621696	-0.12782006953327404	0.03182360535286403	0.09599646418040972
1.34e6	-18.191400251329057	-0.2847377246541213	0.026744887615123607	0.257992837038999
1.345e6	-0.5201597781517524	-0.09726850169821044	0.018270160992854837	0.0789983407053577
1.35e6	0.686565867626729	-0.030762401493447725	0.011998897795483746	0.01876350369796782
1.355e6	-12.376145499932786	-0.3275250396611298	0.03915534785935455	0.2883696918017793
1.36e6	-15.92705446525489	-0.409792626501399	0.08787482781392623	0.32191779868747694
1.365e6	-64.93478894855268	-0.46160318959031654	0.20162509023828126	0.25997809935203914
1.37e6	-43.16558371399692	-0.3817242906831564	0.15202920960558916	0.22969508107756884
1.375e6	-14.10682793406711	-0.11872432041054712	0.0161577312523724	0.10256658915817604
1.38e6	-20.611328261404324	-0.2806465942154195	0.08236513372816084	0.1982814604872599
1.385e6	-12.88984500677468	-0.3200629306342552	0.022032708886347986	0.29803022174790833
1.39e6	-0.06726595817667835	-0.2611933086366417	0.012237029875531179	0.248956278761113
1.395e6	-18.698671104973222	-0.4539272001197108	0.09384892409336926	0.3600782760263433
1.4e6	-7.7477033350794136	-0.1876046680544351	0.015806167539440787	0.17179850051499854
1.405e6	-34.30322801916762	-0.3749654959392128	0.11457216376061183	0.2603933321786039
1.41e6	-3.3686992571802046	-0.2298353260597485	0.07200480656611417	0.15783051949363724
1.415e6	-30.336291545703375	-0.2689625079129058	0.09717130079833894	0.1717912071145707
1.42e6	-23.198708206005183	-0.4637458200400197	0.14160000594292374	0.3221458140971005
1.425e6	-21.585510545114523	-0.3955534560474415	0.07720873389074769	0.3183447221567002
1.43e6	-22.559212939131804	-0.20914229636746143	0.06222751064868084	0.14691478571878785
1.435e6	-7.630627686439054	-0.1784677172035835	0.03473456108149076	0.14373315612209894
1.44e6	-32.3254735902492	-0.33514904065746265	0.07420488586317	0.26094415479429967
1.445e6	-127.72965660661723	-0.6905374665570077	0.32494679704814483	0.3655906695088691
1.45e6	-3.276300100428564	-0.14583041296975766	0.014987786659956065	0.1308426263098083
1.455e6	-21.693750633059274	-0.3013638239005184	0.1650100910771809	0.13635373282334443
1.46e6	-9.757855149566167	-0.12881326064416065	0.10140654010589883	0.027406720538268335
1.465e6	-12.938083961638274	-0.3507460271180922	0.016819137169769117	0.33392688994832903
1.47e6	-1.4400618565981045	-0.18034512567153846	0.05481678976216606	0.12552833590937823
1.475e6	-0.4402844122164158	-0.12197200790269636	0.03469071084275181	0.08728129705995197
1.48e6	-14.946301187515866	-0.3606711056757383	0.03554924195780553	0.32512186371793983
1.485e6	-59.882575834126285	-0.6006664721948511	0.19141978775675098	0.4092466844381058
1.49e6	-6.940750784083788	-0.09453184785026143	0.018858042050921953	0.07567380579934561
1.495e6	-12.330605580473176	-0.3185828785810321	0.0431815983539566	0.27540128022708227
1.5e6	-25.416680963869442	-0.2633991706148685	0.04850829642132769	0.21489087419354755
1.505e6	-3.6972079843787573	-0.4071467058597108	0.0023369074431212043	0.4048097984165961
1.51e6	-30.736082194061392	-0.55715328610318	0.2096820540837958	0.3474712320193904
1.515e6	-19.635978686480136	-0.23445932501504968	0.020667259434601862	0.21379206558045483
1.52e6	-9.280747122784351	-0.2909699000272251	0.0558533036119024	0.2351165964153312
1.525e6	-1.255267261084097	-0.23273716695557703	0.033400789903054284	0.1993363770525314
1.53e6	-58.812208757378926	-0.6286061860964083	0.2669523176995517	0.3616538683968648
1.535e6	-12.882893057742361	-0.17744479599212604	0.0277808509814387	0.14966394501069546
1.54e6	0.9297666837082261	-0.18365278957959233	0.002963258694091039	0.18068953088550993
1.545e6	-19.382868223057503	-0.11832847688928128	0.056525388631377294	0.061803088257912794
1.55e6	-46.626049757893924	-0.8205417155114674	0.2620323798747807	0.5585093356366969
1.555e6	-11.895757095434774	-0.3579892805921041	0.05031843267709559	0.3076708479150189
1.56e6	-13.77600629926644	-0.27653535974141086	0.1117660221235969	0.16476933761782367
1.565e6	-1.5569181786110222	-0.23458523673162573	0.009018883174101634	0.22556635355753366
1.57e6	-8.8988270862794	-0.19335873149542446	0.09229511333407911	0.10106361816135592
1.575e6	-32.30954999155477	-0.5877229088825104	0.09467558014154973	0.49304732874097207
1.58e6	-48.47005620503831	-0.772348498953496	0.26497723660509925	0.5073712623484087
1.585e6	-16.439949641478123	-0.3949445523761326	0.06563007836984967	0.32931447400629443
1.59e6	-0.4860696441442999	-0.052822731093608646	0.027947589320449887	0.02487514177317023
1.595e6	-6.75343010163458	-0.2838948328675352	0.038032864815492826	0.2458619680520537
1.6e6	-37.18922590236925	-0.4816431709152549	0.16485573251437474	0.3167874384008926
1.605e6	-6.941102540118983	-0.3049333283443299	0.08229250945799871	0.22264081888634474
1.61e6	-8.40202957803158	-0.15242011965865138	0.015426604540401396	0.1369935151182648
1.615e6	-116.90909563636346	-1.1753587817268445	0.4782620970857227	0.697096684641135
1.62e6	-35.96317919751222	-0.4183027961084995	0.1403110118751287	0.27799178423338733
1.625e6	-32.58568532789345	-0.43865120674319763	0.08245920412032748	0.356192002622888
1.63e6	-1.7505084708492338	-0.34225672207537183	0.016958857328491336	0.3252978647468983
1.635e6	-82.833637215205	-0.5606674270651821	0.20998794130207907	0.35067948576312036
1.64e6	-18.046093308314482	-0.24422740045477337	0.03985009665859652	0.20437730379619345
