,Unnamed: 0,param_vary,i_param_var,replicate,PBD.l1,PBD.l2,PBD.l3,PBD.mu1,PBD.mu2,SR,PBD.LR.all,PBD.LR.extant
1168,14,3,4,77,0.5,1.0,0.5,0.2,0.2,64,152,88
1169,15,3,5,77,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,36,3
1170,1,1,1,78,0.315478672240097,1.0,0.315478672240097,0.2,0.2,28,75,37
1171,2,1,2,78,0.397164117362141,1.0,0.397164117362141,0.2,0.2,11,36,16
1172,3,1,3,78,0.5,1.0,0.5,0.2,0.2,13,26,18
1173,4,1,4,78,0.629462705897084,1.0,0.629462705897084,0.2,0.2,239,567,372
1174,5,1,5,78,0.792446596230557,1.0,0.792446596230557,0.2,0.2,2301,5203,3888
1175,6,2,1,78,0.5,0.1,0.5,0.2,0.2,94,677,437
1176,7,2,2,78,0.5,0.316227766016838,0.5,0.2,0.2,81,293,192
1177,8,2,3,78,0.5,1.0,0.5,0.2,0.2,4,13,8
1178,9,2,4,78,0.5,3.16227766016838,0.5,0.2,0.2,19,41,26
1179,10,2,5,78,0.5,10.0,0.5,0.2,0.2,4,12,4
1180,11,3,1,78,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,516,810,789
1181,12,3,2,78,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,390,596,562
1182,13,3,3,78,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,176,299,261
1183,14,3,4,78,0.5,1.0,0.5,0.2,0.2,13,40,19
1184,15,3,5,78,0.5,1.0,0.5,0.502377286301916,0.502377286301916,10,54,14
1185,1,1,1,79,0.315478672240097,1.0,0.315478672240097,0.2,0.2,12,44,16
1186,2,1,2,79,0.397164117362141,1.0,0.397164117362141,0.2,0.2,53,132,64
1187,3,1,3,79,0.5,1.0,0.5,0.2,0.2,37,86,52
1188,4,1,4,79,0.629462705897084,1.0,0.629462705897084,0.2,0.2,214,483,337
1189,5,1,5,79,0.792446596230557,1.0,0.792446596230557,0.2,0.2,6925,15551,11828
1190,6,2,1,79,0.5,0.1,0.5,0.2,0.2,4,54,25
1191,7,2,2,79,0.5,0.316227766016838,0.5,0.2,0.2,111,397,225
1192,8,2,3,79,0.5,1.0,0.5,0.2,0.2,63,156,85
1193,9,2,4,79,0.5,3.16227766016838,0.5,0.2,0.2,2,5,2
1194,10,2,5,79,0.5,10.0,0.5,0.2,0.2,10,19,10
1195,11,3,1,79,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,957,1465,1426
1196,12,3,2,79,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,2983,4730,4430
1197,13,3,3,79,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,518,925,781
1198,14,3,4,79,0.5,1.0,0.5,0.2,0.2,119,279,178
1199,15,3,5,79,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,31,3
1200,1,1,1,80,0.315478672240097,1.0,0.315478672240097,0.2,0.2,23,51,24
1201,2,1,2,80,0.397164117362141,1.0,0.397164117362141,0.2,0.2,2,10,3
1202,3,1,3,80,0.5,1.0,0.5,0.2,0.2,21,54,30
1203,4,1,4,80,0.629462705897084,1.0,0.629462705897084,0.2,0.2,66,150,97
1204,5,1,5,80,0.792446596230557,1.0,0.792446596230557,0.2,0.2,5245,11600,8725
1205,6,2,1,80,0.5,0.1,0.5,0.2,0.2,5,36,18
1206,7,2,2,80,0.5,0.316227766016838,0.5,0.2,0.2,77,277,173
1207,8,2,3,80,0.5,1.0,0.5,0.2,0.2,10,42,15
1208,9,2,4,80,0.5,3.16227766016838,0.5,0.2,0.2,316,605,366
1209,10,2,5,80,0.5,10.0,0.5,0.2,0.2,33,62,35
1210,11,3,1,80,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,1159,1774,1741
1211,12,3,2,80,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,333,521,488
1212,13,3,3,80,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,716,1225,1031
1213,14,3,4,80,0.5,1.0,0.5,0.2,0.2,161,367,217
1214,15,3,5,80,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,37,3
1215,1,1,1,81,0.315478672240097,1.0,0.315478672240097,0.2,0.2,16,39,21
1216,2,1,2,81,0.397164117362141,1.0,0.397164117362141,0.2,0.2,52,139,65
1217,3,1,3,81,0.5,1.0,0.5,0.2,0.2,130,282,175
1218,4,1,4,81,0.629462705897084,1.0,0.629462705897084,0.2,0.2,661,1445,1000
1219,5,1,5,81,0.792446596230557,1.0,0.792446596230557,0.2,0.2,7148,16019,12093
1220,6,2,1,81,0.5,0.1,0.5,0.2,0.2,51,406,244
1221,7,2,2,81,0.5,0.316227766016838,0.5,0.2,0.2,141,498,280
1222,8,2,3,81,0.5,1.0,0.5,0.2,0.2,265,706,400
1223,9,2,4,81,0.5,3.16227766016838,0.5,0.2,0.2,588,1069,697
1224,10,2,5,81,0.5,10.0,0.5,0.2,0.2,58,74,59
1225,11,3,1,81,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,2364,3611,3536
1226,12,3,2,81,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,158,251,238
1227,13,3,3,81,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,1844,3223,2719
1228,14,3,4,81,0.5,1.0,0.5,0.2,0.2,252,552,340
1229,15,3,5,81,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,36,5
1230,1,1,1,82,0.315478672240097,1.0,0.315478672240097,0.2,0.2,2,16,2
1231,2,1,2,82,0.397164117362141,1.0,0.397164117362141,0.2,0.2,10,18,13
1232,3,1,3,82,0.5,1.0,0.5,0.2,0.2,48,131,73
1233,4,1,4,82,0.629462705897084,1.0,0.629462705897084,0.2,0.2,1092,2430,1675
1234,5,1,5,82,0.792446596230557,1.0,0.792446596230557,0.2,0.2,4383,9855,7357
1235,6,2,1,82,0.5,0.1,0.5,0.2,0.2,30,210,140
1236,7,2,2,82,0.5,0.316227766016838,0.5,0.2,0.2,14,63,31
1237,8,2,3,82,0.5,1.0,0.5,0.2,0.2,163,376,221
1238,9,2,4,82,0.5,3.16227766016838,0.5,0.2,0.2,660,1202,757
1239,10,2,5,82,0.5,10.0,0.5,0.2,0.2,151,266,157
1240,11,3,1,82,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,760,1203,1173
1241,12,3,2,82,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,87,127,119
1242,13,3,3,82,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,236,400,349
1243,14,3,4,82,0.5,1.0,0.5,0.2,0.2,22,60,32
1244,15,3,5,82,0.5,1.0,0.5,0.502377286301916,0.502377286301916,2,19,3
1245,1,1,1,83,0.315478672240097,1.0,0.315478672240097,0.2,0.2,12,42,15
1246,2,1,2,83,0.397164117362141,1.0,0.397164117362141,0.2,0.2,92,227,124
1247,3,1,3,83,0.5,1.0,0.5,0.2,0.2,142,376,204
1248,4,1,4,83,0.629462705897084,1.0,0.629462705897084,0.2,0.2,1709,3853,2634
1249,5,1,5,83,0.792446596230557,1.0,0.792446596230557,0.2,0.2,2918,6615,4896
1250,6,2,1,83,0.5,0.1,0.5,0.2,0.2,11,72,43
1251,7,2,2,83,0.5,0.316227766016838,0.5,0.2,0.2,23,95,56
1252,8,2,3,83,0.5,1.0,0.5,0.2,0.2,375,853,520
1253,9,2,4,83,0.5,3.16227766016838,0.5,0.2,0.2,225,382,258
1254,10,2,5,83,0.5,10.0,0.5,0.2,0.2,146,259,155
1255,11,3,1,83,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,517,777,764
1256,12,3,2,83,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,2018,3208,3015
1257,13,3,3,83,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,1628,2859,2384
1258,14,3,4,83,0.5,1.0,0.5,0.2,0.2,24,55,31
1259,15,3,5,83,0.5,1.0,0.5,0.502377286301916,0.502377286301916,2,49,3
1260,1,1,1,84,0.315478672240097,1.0,0.315478672240097,0.2,0.2,12,37,17
1261,2,1,2,84,0.397164117362141,1.0,0.397164117362141,0.2,0.2,60,149,78
1262,3,1,3,84,0.5,1.0,0.5,0.2,0.2,13,30,16
1263,4,1,4,84,0.629462705897084,1.0,0.629462705897084,0.2,0.2,130,288,213
1264,5,1,5,84,0.792446596230557,1.0,0.792446596230557,0.2,0.2,917,2070,1571
1265,6,2,1,84,0.5,0.1,0.5,0.2,0.2,6,31,22
1266,7,2,2,84,0.5,0.316227766016838,0.5,0.2,0.2,39,130,87
1267,8,2,3,84,0.5,1.0,0.5,0.2,0.2,29,59,42
1268,9,2,4,84,0.5,3.16227766016838,0.5,0.2,0.2,148,298,169
1269,10,2,5,84,0.5,10.0,0.5,0.2,0.2,702,1163,736
1270,11,3,1,84,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,702,1114,1090
1271,12,3,2,84,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,394,579,549
1272,13,3,3,84,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,82,136,126
1273,14,3,4,84,0.5,1.0,0.5,0.2,0.2,12,30,14
1274,15,3,5,84,0.5,1.0,0.5,0.502377286301916,0.502377286301916,20,130,28
1275,1,1,1,85,0.315478672240097,1.0,0.315478672240097,0.2,0.2,11,42,12
1276,2,1,2,85,0.397164117362141,1.0,0.397164117362141,0.2,0.2,4,32,8
1277,3,1,3,85,0.5,1.0,0.5,0.2,0.2,186,428,265
1278,4,1,4,85,0.629462705897084,1.0,0.629462705897084,0.2,0.2,174,379,255
1279,5,1,5,85,0.792446596230557,1.0,0.792446596230557,0.2,0.2,19050,43174,32086
1280,6,2,1,85,0.5,0.1,0.5,0.2,0.2,8,50,35
1281,7,2,2,85,0.5,0.316227766016838,0.5,0.2,0.2,135,483,299
1282,8,2,3,85,0.5,1.0,0.5,0.2,0.2,144,322,213
1283,9,2,4,85,0.5,3.16227766016838,0.5,0.2,0.2,11,22,12
1284,10,2,5,85,0.5,10.0,0.5,0.2,0.2,32,62,34
1285,11,3,1,85,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,191,291,282
1286,12,3,2,85,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,2055,3206,2973
1287,13,3,3,85,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,43,68,56
1288,14,3,4,85,0.5,1.0,0.5,0.2,0.2,69,172,102
1289,15,3,5,85,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,40,3
1290,1,1,1,86,0.315478672240097,1.0,0.315478672240097,0.2,0.2,15,29,17
1291,2,1,2,86,0.397164117362141,1.0,0.397164117362141,0.2,0.2,32,70,39
1292,3,1,3,86,0.5,1.0,0.5,0.2,0.2,21,72,31
1293,4,1,4,86,0.629462705897084,1.0,0.629462705897084,0.2,0.2,240,573,369
1294,5,1,5,86,0.792446596230557,1.0,0.792446596230557,0.2,0.2,1799,4086,3086
1295,6,2,1,86,0.5,0.1,0.5,0.2,0.2,4,28,13
1296,7,2,2,86,0.5,0.316227766016838,0.5,0.2,0.2,15,45,23
1297,8,2,3,86,0.5,1.0,0.5,0.2,0.2,56,118,76
1298,9,2,4,86,0.5,3.16227766016838,0.5,0.2,0.2,25,68,30
1299,10,2,5,86,0.5,10.0,0.5,0.2,0.2,70,113,77
1300,11,3,1,86,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,3390,5215,5103
1301,12,3,2,86,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,692,1103,1021
1302,13,3,3,86,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,722,1274,1075
1303,14,3,4,86,0.5,1.0,0.5,0.2,0.2,91,201,126
1304,15,3,5,86,0.5,1.0,0.5,0.502377286301916,0.502377286301916,10,64,16
1305,1,1,1,87,0.315478672240097,1.0,0.315478672240097,0.2,0.2,4,14,9
1306,2,1,2,87,0.397164117362141,1.0,0.397164117362141,0.2,0.2,32,70,39
1307,3,1,3,87,0.5,1.0,0.5,0.2,0.2,74,172,106
1308,4,1,4,87,0.629462705897084,1.0,0.629462705897084,0.2,0.2,57,140,84
1309,5,1,5,87,0.792446596230557,1.0,0.792446596230557,0.2,0.2,13344,30026,22482
1310,6,2,1,87,0.5,0.1,0.5,0.2,0.2,17,185,107
1311,7,2,2,87,0.5,0.316227766016838,0.5,0.2,0.2,66,263,147
1312,8,2,3,87,0.5,1.0,0.5,0.2,0.2,223,538,328
1313,9,2,4,87,0.5,3.16227766016838,0.5,0.2,0.2,24,54,25
1314,10,2,5,87,0.5,10.0,0.5,0.2,0.2,47,89,49
1315,11,3,1,87,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,519,806,779
1316,12,3,2,87,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,1566,2519,2359
1317,13,3,3,87,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,334,591,502
1318,14,3,4,87,0.5,1.0,0.5,0.2,0.2,264,633,366
1319,15,3,5,87,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,58,4
1320,1,1,1,88,0.315478672240097,1.0,0.315478672240097,0.2,0.2,34,83,47
1321,2,1,2,88,0.397164117362141,1.0,0.397164117362141,0.2,0.2,159,375,211
1322,3,1,3,88,0.5,1.0,0.5,0.2,0.2,14,39,16
1323,4,1,4,88,0.629462705897084,1.0,0.629462705897084,0.2,0.2,247,550,362
1324,5,1,5,88,0.792446596230557,1.0,0.792446596230557,0.2,0.2,9790,22556,16763
1325,6,2,1,88,0.5,0.1,0.5,0.2,0.2,103,744,472
1326,7,2,2,88,0.5,0.316227766016838,0.5,0.2,0.2,98,335,199
1327,8,2,3,88,0.5,1.0,0.5,0.2,0.2,112,252,151
1328,9,2,4,88,0.5,3.16227766016838,0.5,0.2,0.2,329,613,384
1329,10,2,5,88,0.5,10.0,0.5,0.2,0.2,207,349,212
1330,11,3,1,88,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,456,714,696
1331,12,3,2,88,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,121,214,198
1332,13,3,3,88,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,879,1537,1305
1333,14,3,4,88,0.5,1.0,0.5,0.2,0.2,404,974,598
1334,15,3,5,88,0.5,1.0,0.5,0.502377286301916,0.502377286301916,7,32,8
1335,1,1,1,89,0.315478672240097,1.0,0.315478672240097,0.2,0.2,2,7,2
1336,2,1,2,89,0.397164117362141,1.0,0.397164117362141,0.2,0.2,20,49,26
1337,3,1,3,89,0.5,1.0,0.5,0.2,0.2,58,148,78
1338,4,1,4,89,0.629462705897084,1.0,0.629462705897084,0.2,0.2,17,39,28
1339,5,1,5,89,0.792446596230557,1.0,0.792446596230557,0.2,0.2,10112,23005,17115
1340,6,2,1,89,0.5,0.1,0.5,0.2,0.2,41,283,172
1341,7,2,2,89,0.5,0.316227766016838,0.5,0.2,0.2,126,432,287
1342,8,2,3,89,0.5,1.0,0.5,0.2,0.2,33,91,52
1343,9,2,4,89,0.5,3.16227766016838,0.5,0.2,0.2,22,44,24
1344,10,2,5,89,0.5,10.0,0.5,0.2,0.2,19,25,19
1345,11,3,1,89,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,1397,2123,2064
1346,12,3,2,89,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,1123,1776,1650
1347,13,3,3,89,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,227,438,338
1348,14,3,4,89,0.5,1.0,0.5,0.2,0.2,19,49,28
1349,15,3,5,89,0.5,1.0,0.5,0.502377286301916,0.502377286301916,4,20,4
1350,1,1,1,90,0.315478672240097,1.0,0.315478672240097,0.2,0.2,22,55,27
1351,2,1,2,90,0.397164117362141,1.0,0.397164117362141,0.2,0.2,23,66,28
1352,3,1,3,90,0.5,1.0,0.5,0.2,0.2,46,113,69
1353,4,1,4,90,0.629462705897084,1.0,0.629462705897084,0.2,0.2,482,1059,738
1354,5,1,5,90,0.792446596230557,1.0,0.792446596230557,0.2,0.2,595,1379,1036
1355,6,2,1,90,0.5,0.1,0.5,0.2,0.2,10,85,59
1356,7,2,2,90,0.5,0.316227766016838,0.5,0.2,0.2,45,167,98
1357,8,2,3,90,0.5,1.0,0.5,0.2,0.2,27,69,43
1358,9,2,4,90,0.5,3.16227766016838,0.5,0.2,0.2,48,98,58
1359,10,2,5,90,0.5,10.0,0.5,0.2,0.2,69,116,70
1360,11,3,1,90,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,2621,4037,3935
1361,12,3,2,90,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,262,424,395
1362,13,3,3,90,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,17,30,22
1363,14,3,4,90,0.5,1.0,0.5,0.2,0.2,66,150,89
1364,15,3,5,90,0.5,1.0,0.5,0.502377286301916,0.502377286301916,5,21,9
1365,1,1,1,91,0.315478672240097,1.0,0.315478672240097,0.2,0.2,22,70,27
1366,2,1,2,91,0.397164117362141,1.0,0.397164117362141,0.2,0.2,15,34,23
1367,3,1,3,91,0.5,1.0,0.5,0.2,0.2,88,229,132
1368,4,1,4,91,0.629462705897084,1.0,0.629462705897084,0.2,0.2,272,633,427
1369,5,1,5,91,0.792446596230557,1.0,0.792446596230557,0.2,0.2,1911,4363,3251
1370,6,2,1,91,0.5,0.1,0.5,0.2,0.2,7,52,38
1371,7,2,2,91,0.5,0.316227766016838,0.5,0.2,0.2,28,84,55
1372,8,2,3,91,0.5,1.0,0.5,0.2,0.2,74,189,102
1373,9,2,4,91,0.5,3.16227766016838,0.5,0.2,0.2,5,17,7
1374,10,2,5,91,0.5,10.0,0.5,0.2,0.2,161,284,171
1375,11,3,1,91,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,606,929,904
1376,12,3,2,91,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,363,568,543
1377,13,3,3,91,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,65,117,89
1378,14,3,4,91,0.5,1.0,0.5,0.2,0.2,6,14,8
1379,15,3,5,91,0.5,1.0,0.5,0.502377286301916,0.502377286301916,3,66,6
1380,1,1,1,92,0.315478672240097,1.0,0.315478672240097,0.2,0.2,6,15,7
1381,2,1,2,92,0.397164117362141,1.0,0.397164117362141,0.2,0.2,48,119,71
1382,3,1,3,92,0.5,1.0,0.5,0.2,0.2,24,68,36
1383,4,1,4,92,0.629462705897084,1.0,0.629462705897084,0.2,0.2,133,316,204
1384,5,1,5,92,0.792446596230557,1.0,0.792446596230557,0.2,0.2,110,258,188
1385,6,2,1,92,0.5,0.1,0.5,0.2,0.2,7,31,18
1386,7,2,2,92,0.5,0.316227766016838,0.5,0.2,0.2,10,44,30
1387,8,2,3,92,0.5,1.0,0.5,0.2,0.2,75,179,107
1388,9,2,4,92,0.5,3.16227766016838,0.5,0.2,0.2,21,31,21
1389,10,2,5,92,0.5,10.0,0.5,0.2,0.2,252,421,264
1390,11,3,1,92,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,3030,4733,4614
1391,12,3,2,92,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,925,1451,1351
1392,13,3,3,92,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,99,171,143
1393,14,3,4,92,0.5,1.0,0.5,0.2,0.2,271,621,376
1394,15,3,5,92,0.5,1.0,0.5,0.502377286301916,0.502377286301916,5,17,6
1395,1,1,1,93,0.315478672240097,1.0,0.315478672240097,0.2,0.2,17,46,27
1396,2,1,2,93,0.397164117362141,1.0,0.397164117362141,0.2,0.2,10,42,13
1397,3,1,3,93,0.5,1.0,0.5,0.2,0.2,131,300,196
1398,4,1,4,93,0.629462705897084,1.0,0.629462705897084,0.2,0.2,494,1070,734
1399,5,1,5,93,0.792446596230557,1.0,0.792446596230557,0.2,0.2,1638,3629,2711
1400,6,2,1,93,0.5,0.1,0.5,0.2,0.2,36,242,152
1401,7,2,2,93,0.5,0.316227766016838,0.5,0.2,0.2,165,650,388
1402,8,2,3,93,0.5,1.0,0.5,0.2,0.2,93,204,125
1403,9,2,4,93,0.5,3.16227766016838,0.5,0.2,0.2,35,62,44
1404,10,2,5,93,0.5,10.0,0.5,0.2,0.2,174,301,179
1405,11,3,1,93,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,1611,2510,2452
1406,12,3,2,93,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,711,1120,1061
1407,13,3,3,93,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,268,471,384
1408,14,3,4,93,0.5,1.0,0.5,0.2,0.2,50,116,73
1409,15,3,5,93,0.5,1.0,0.5,0.502377286301916,0.502377286301916,2,19,2
1410,1,1,1,94,0.315478672240097,1.0,0.315478672240097,0.2,0.2,9,24,10
1411,2,1,2,94,0.397164117362141,1.0,0.397164117362141,0.2,0.2,26,50,38
1412,3,1,3,94,0.5,1.0,0.5,0.2,0.2,597,1401,854
1413,4,1,4,94,0.629462705897084,1.0,0.629462705897084,0.2,0.2,643,1509,1008
1414,5,1,5,94,0.792446596230557,1.0,0.792446596230557,0.2,0.2,8671,19338,14558
1415,6,2,1,94,0.5,0.1,0.5,0.2,0.2,74,571,375
1416,7,2,2,94,0.5,0.316227766016838,0.5,0.2,0.2,128,444,270
1417,8,2,3,94,0.5,1.0,0.5,0.2,0.2,28,75,40
1418,9,2,4,94,0.5,3.16227766016838,0.5,0.2,0.2,367,698,430
1419,10,2,5,94,0.5,10.0,0.5,0.2,0.2,144,261,151
1420,11,3,1,94,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,662,1009,982
1421,12,3,2,94,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,560,912,852
1422,13,3,3,94,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,496,834,696
1423,14,3,4,94,0.5,1.0,0.5,0.2,0.2,194,496,303
1424,15,3,5,94,0.5,1.0,0.5,0.502377286301916,0.502377286301916,5,41,5
1425,1,1,1,95,0.315478672240097,1.0,0.315478672240097,0.2,0.2,2,7,2
1426,2,1,2,95,0.397164117362141,1.0,0.397164117362141,0.2,0.2,14,37,18
1427,3,1,3,95,0.5,1.0,0.5,0.2,0.2,8,29,12
1428,4,1,4,95,0.629462705897084,1.0,0.629462705897084,0.2,0.2,361,798,574
1429,5,1,5,95,0.792446596230557,1.0,0.792446596230557,0.2,0.2,12834,28902,21679
1430,6,2,1,95,0.5,0.1,0.5,0.2,0.2,53,383,224
1431,7,2,2,95,0.5,0.316227766016838,0.5,0.2,0.2,37,128,77
1432,8,2,3,95,0.5,1.0,0.5,0.2,0.2,304,744,437
1433,9,2,4,95,0.5,3.16227766016838,0.5,0.2,0.2,299,608,342
1434,10,2,5,95,0.5,10.0,0.5,0.2,0.2,354,623,365
1435,11,3,1,95,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,37,65,61
1436,12,3,2,95,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,495,768,728
1437,13,3,3,95,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,8,15,12
1438,14,3,4,95,0.5,1.0,0.5,0.2,0.2,21,52,28
1439,15,3,5,95,0.5,1.0,0.5,0.502377286301916,0.502377286301916,10,61,18
1440,1,1,1,96,0.315478672240097,1.0,0.315478672240097,0.2,0.2,10,29,13
1441,2,1,2,96,0.397164117362141,1.0,0.397164117362141,0.2,0.2,2,15,2
1442,3,1,3,96,0.5,1.0,0.5,0.2,0.2,320,723,458
1443,4,1,4,96,0.629462705897084,1.0,0.629462705897084,0.2,0.2,308,685,473
1444,5,1,5,96,0.792446596230557,1.0,0.792446596230557,0.2,0.2,8577,19413,14432
1445,6,2,1,96,0.5,0.1,0.5,0.2,0.2,10,68,37
1446,7,2,2,96,0.5,0.316227766016838,0.5,0.2,0.2,142,499,299
1447,8,2,3,96,0.5,1.0,0.5,0.2,0.2,293,694,428
1448,9,2,4,96,0.5,3.16227766016838,0.5,0.2,0.2,38,70,46
1449,10,2,5,96,0.5,10.0,0.5,0.2,0.2,123,213,129
1450,11,3,1,96,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,1321,1988,1940
1451,12,3,2,96,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,54,80,78
1452,13,3,3,96,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,1001,1781,1489
1453,14,3,4,96,0.5,1.0,0.5,0.2,0.2,253,572,361
1454,15,3,5,96,0.5,1.0,0.5,0.502377286301916,0.502377286301916,6,19,8
1455,1,1,1,97,0.315478672240097,1.0,0.315478672240097,0.2,0.2,8,41,10
1456,2,1,2,97,0.397164117362141,1.0,0.397164117362141,0.2,0.2,105,238,138
1457,3,1,3,97,0.5,1.0,0.5,0.2,0.2,103,253,166
1458,4,1,4,97,0.629462705897084,1.0,0.629462705897084,0.2,0.2,12,31,15
1459,5,1,5,97,0.792446596230557,1.0,0.792446596230557,0.2,0.2,2672,6230,4586
1460,6,2,1,97,0.5,0.1,0.5,0.2,0.2,15,125,71
1461,7,2,2,97,0.5,0.316227766016838,0.5,0.2,0.2,41,132,80
1462,8,2,3,97,0.5,1.0,0.5,0.2,0.2,25,56,35
1463,9,2,4,97,0.5,3.16227766016838,0.5,0.2,0.2,133,255,156
1464,10,2,5,97,0.5,10.0,0.5,0.2,0.2,174,266,182
1465,11,3,1,97,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,3217,4898,4790
1466,12,3,2,97,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,622,997,925
1467,13,3,3,97,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,40,78,61
1468,14,3,4,97,0.5,1.0,0.5,0.2,0.2,33,74,50
1469,15,3,5,97,0.5,1.0,0.5,0.502377286301916,0.502377286301916,4,25,6
1470,1,1,1,98,0.315478672240097,1.0,0.315478672240097,0.2,0.2,3,16,4
1471,2,1,2,98,0.397164117362141,1.0,0.397164117362141,0.2,0.2,29,88,47
1472,3,1,3,98,0.5,1.0,0.5,0.2,0.2,125,302,183
1473,4,1,4,98,0.629462705897084,1.0,0.629462705897084,0.2,0.2,794,1778,1233
1474,5,1,5,98,0.792446596230557,1.0,0.792446596230557,0.2,0.2,6067,13657,10250
1475,6,2,1,98,0.5,0.1,0.5,0.2,0.2,51,386,227
1476,7,2,2,98,0.5,0.316227766016838,0.5,0.2,0.2,42,143,95
1477,8,2,3,98,0.5,1.0,0.5,0.2,0.2,100,230,140
1478,9,2,4,98,0.5,3.16227766016838,0.5,0.2,0.2,98,194,116
1479,10,2,5,98,0.5,10.0,0.5,0.2,0.2,111,200,113
1480,11,3,1,98,0.5,1.0,0.5,0.0126191468896039,0.0126191468896039,2935,4452,4328
1481,12,3,2,98,0.5,1.0,0.5,0.0316978638492223,0.0316978638492223,979,1594,1486
1482,13,3,3,98,0.5,1.0,0.5,0.0796214341106995,0.0796214341106995,833,1475,1247
1483,14,3,4,98,0.5,1.0,0.5,0.2,0.2,108,290,159
1484,15,3,5,98,0.5,1.0,0.5,0.502377286301916,0.502377286301916,7,51,9
1485,1,1,1,99,0.315478672240097,1.0,0.315478672240097,0.2,0.2,6,35,10
1486,2,1,2,99,0.397164117362141,1.0,0.397164117362141,0.2,0.2,47,95,55
1487,3,1,3,99,0.5,1.0,0.5,0.2,0.2,264,632,387
1488,4,1,4,99,0.629462705897084,1.0,0.629462705897084,0.2,0.2,231,525,362
1489,5,1,5,99,0.792446596230557,1.0,0.792446596230557,0.2,0.2,3808,8602,6401
1490,6,2,1,99,0.5,0.1,0.5,0.2,0.2,38,290,163
1491,7,2,2,99,0.5,0.316227766016838,0.5,0.2,0.2,37,180,82
1492,8,2,3,99,0.5,1.0,0.5,0.2,0.2,54,110,77
1493,9,2,4,99,0.5,3.16227766016838,0.5,0.2,0.2,110,185,128
