iteration	likelihood	prior	lambda_root	mu_root	alpha	sigma_lambda	sigma_mu
1000.0	7399.32117456486	-4.332198614861632	8.977076377482627e-6	0.03946876914786142	-0.6611218577204038	0.35756908717094893	0.2765902143698914
2000.0	7546.101615834717	-1.3508817385870295	0.004813654517513637	0.012424328545501372	0.011388629548638627	0.27265058762336086	0.3395571732545986
3000.0	7758.219435518078	-9.481480219830122	1.6990159706221643e-7	0.05017275559992147	-1.3034060789994142	0.20022990683695133	0.40176254735708655
4000.0	6571.602883817821	-7.094583043149424	7.515578763213561e-7	0.03857166476036383	-0.24284210745676243	0.3323223433957919	0.4619697032968903
5000.0	7011.433712359807	-2.860919195630726	0.00022862849967763454	0.07249934131343927	-0.7200524079986906	0.385134318640003	0.30809009317516645
6000.0	6976.693249434541	-0.9916598701980801	0.011668041458850264	0.07984798713590698	-0.010150696826698757	0.4146759045725384	0.2802688117823899
7000.0	7498.364695371532	0.6696169755620409	0.028562992391987112	0.21034846050519526	-0.796174020523338	0.30186261632976974	0.3079174849373425
8000.0	7626.455828738743	-3.2203024178967796	5.29762478713035e-5	0.15736276058248874	-1.0960043548897935	0.2549288181287401	0.3377296262448883
9000.0	7199.32643872646	-2.2720412008776623	0.00019022763207805817	0.23120916396040286	-0.39721659577352597	0.38269209065579485	0.2844676215740781
10000.0	7912.041335531677	-0.9786239008832016	0.0502171141574911	0.22900851516147092	-2.101756193531341	0.27104083338151896	0.2690771523665799
11000.0	7177.674756705858	-5.054264141279803	0.19543844802485108	4.062722403297494e-5	-1.966790367749673	0.2823887071651259	0.39024690054256433
12000.0	7675.346571941233	-3.8665430893054396	2.6997138817109173e-6	0.12908096241132885	-0.2284695696059873	0.27053930563699385	0.3135533311260779
13000.0	6086.8491890375935	-5.010636149879293	0.001605432493460766	0.09147072551928069	-0.758521034142829	0.3098867220917871	0.5899332675664203
14000.0	6974.455562275921	-0.7573678357056731	0.03801260709589899	0.033972023746125395	-0.8758623031002924	0.3078636714149438	0.381570317223635
15000.0	8220.705591513504	0.5626862726998784	0.04974721579993458	0.18160966910306772	-0.9671655637481464	0.3278553259453007	0.3103463430151629
16000.0	7006.302037347444	-8.152569983407698	1.0810185239739031e-5	0.21771662271614256	-2.5091577490545927	0.2538204396304376	0.4593745484513115
17000.0	7388.009652231446	-7.049619682182077	5.5633497882440826e-8	0.06138379541776701	-1.3772677801005486	0.32367628459094394	0.29025314124279655
18000.0	6632.621848242844	-0.8634662598513851	0.011574897670454725	0.28974284799676037	-0.3145046640208939	0.3500414652421154	0.405875790847902
19000.0	6611.045227832361	-4.7855576845492775	2.519050396903887e-5	0.07887596346752243	-0.9804686833127587	0.3799375373579307	0.3795671719340388
20000.0	6317.026811684228	-3.506993541649202	0.02669828067722275	0.026703344532822942	-1.6177785996013643	0.45037392260424197	0.36543043034996847
21000.0	6780.228060399655	-2.262161834018769	0.21017115681426224	0.010095050315544219	-1.8246160832791627	0.3560043932613763	0.3748149808543808
22000.0	4290.934494973739	-12.48299480917298	0.0008758042352514195	0.9815528338723827	-0.19624903993946174	0.40525000332650757	1.1222792542060809
23000.0	5378.7219457250485	-6.06358134188931	0.04150571769205771	0.6380016266257184	-1.3126349130584882	0.3634684385406106	0.7256973853386471
24000.0	7020.600906470623	-10.161963116666586	6.9166083761591896e-6	0.09305745732948494	-3.2362596422777363	0.26273781206414	0.42730354903101053
25000.0	9804.704455265282	-0.09895525108323146	0.20216848578263585	0.16515698534755105	-0.5246650440811599	0.44631376861914496	0.28076842809337516
26000.0	8225.095147572187	-5.197877535285216	0.00020638479886483818	0.0005161970936932001	-0.6883293864689624	0.2576761772028036	0.23370763896100114
27000.0	6493.637208502986	-11.423868940128594	5.559582968003221e-11	0.07417319556058377	-0.8205567718040897	0.38564098909309846	0.3917970000471849
28000.0	6977.148841361485	-2.687522085042009	0.037806825159754864	0.1109450267369307	-2.423348385604335	0.3354968935893682	0.3571008878086335
29000.0	7807.709948510041	0.9584107520992835	0.03295177775878536	0.24835095424178535	-0.1670382818971558	0.2573332190794776	0.302670615143091
30000.0	9116.883194484584	1.1496551203274172	0.16001032957006417	0.279171195298089	-0.6211031725738932	0.24311622881312842	0.3200913914150286
31000.0	6775.28629972534	-8.195303466382745	2.1415737835877666e-8	0.02215242164689087	0.6451172100834625	0.3741532554873949	0.3506619599696959
32000.0	7585.34025835803	-2.986444825137167	0.00020493458819708862	0.024141534291470205	-0.9994236509599885	0.33022675630177073	0.28074590528550236
33000.0	6308.689311352175	-4.576416987510949	0.002105999650955472	0.005116589718877806	-0.7150467077438887	0.43110617047393945	0.39342771844976426
34000.0	7116.7100457530405	-3.666936863331668	5.314253936465396e-5	0.12384619871988058	-1.431751204474438	0.337919049097975	0.3225836278318204
35000.0	7440.340099113938	-4.664424323303558	0.06255374688664937	0.015188892441599672	-2.971984381385811	0.2671798585353642	0.35672055890947124
36000.0	7480.313785260817	-6.470923055488903	1.1718029528992573e-6	0.16730537594145195	-2.126063973359253	0.3271744252605034	0.28526836408926654
37000.0	6735.384870992985	-1.8902673239142196	0.0007268432531662993	0.26394629868667663	-0.4265327647446909	0.3367178025757409	0.3867011519209899
38000.0	10268.650935452986	-3.1929570931390168	0.5777395026384955	0.8654987503111551	-1.3638870664190057	0.42022432988640923	0.5249067674552704
39000.0	7746.1130807688305	-1.0684589552348263	0.032886272156159545	0.13758231142271787	-1.8860596765043482	0.31301803385994476	0.25509626668837787
40000.0	7495.1643512934725	0.9941976728589538	0.04065504892280972	0.2301297443197453	-0.6040634710147355	0.2909746702030753	0.3121864816029572
41000.0	8126.768279238714	-3.717629512580681	3.924847858030425e-6	0.27828554609863165	-0.2028502989652437	0.2451809855073057	0.2708079716303103
42000.0	7671.129591074627	-3.560213655703623	1.9728943564063137e-5	0.12056369007735311	-1.1133497669692374	0.3153993574227459	0.26303927432671814
43000.0	7248.831540906334	-1.8682677235813967	0.0008247005737880066	0.23307646021946538	-0.7499680460051695	0.3818692022028371	0.259859091073628
44000.0	6845.232422064394	-26.88099698972418	4.869843491830709e-24	0.060126872169807354	-0.4683255387819268	0.4781415479386316	0.26691755782787013
45000.0	9172.851900002604	0.19558838127031292	0.1594227277312853	0.14773562156200895	-0.7795972881778989	0.2556528815033749	0.39592130303705386
46000.0	7269.576128602568	-2.5476471580047098	0.0011793590724336726	0.03733601080070396	-1.0233935608406934	0.38336707782317525	0.27791560070760596
47000.0	6898.396644590349	-11.900233995857606	2.384328067537203e-11	0.021753124522592527	0.4563692518611749	0.428527836059666	0.27698290285844285
48000.0	7645.582862971268	-13.253789556748853	5.859646899683712e-13	0.3345136534996615	0.5144957969693655	0.3888317698367503	0.21853402663808444
49000.0	7162.803928044075	-5.634320577739322	3.024868782481523e-6	0.028064584894095853	-0.43990435512005055	0.40576213986810705	0.2641988199586053
50000.0	15551.189798881576	-1.8949951315927347	1.732079535892406	0.902053296034488	-0.3673441104226263	0.20049941816710293	0.4114770554734746
51000.0	6078.936593582601	-4.335236101241488	0.004320145902486599	0.031380890008134765	-1.1588973791176869	0.42015903332396376	0.4433613740881082
52000.0	7111.8528642912115	-5.103785903576287	7.424415280839844e-7	0.1768520309282083	0.7957981916918135	0.3095996669070211	0.35810155794781673
53000.0	7442.522584423169	-3.3920959788775313	0.001066610644971226	0.08970362690594817	-2.040527077130904	0.27610580577002625	0.3525614954617272
54000.0	7605.470861697907	-2.403895056283274	0.0014397128733352606	0.061303520605143026	-1.481404565939398	0.33346411988181157	0.25484773673699646
55000.0	13075.823192160718	-1.394318181182945	2.991263103519868	0.3425427957757226	-1.466529898868889	0.36471399481736166	0.24921924586494212
56000.0	7987.332676788075	0.8806224111776386	0.4902411128325213	0.23361426553497072	-1.52213926943489	0.29380336965165216	0.29392128551779073
57000.0	7713.204997086674	-3.338157212654905	4.703627933057409e-6	0.225750571445914	0.41013328123692194	0.2835019040911211	0.2868192683196258
58000.0	6267.2483958188495	-5.2242688210325525	0.0003838539567686104	0.012156189798031037	-0.23991038723017644	0.4964424164332202	0.34735179710392655
59000.0	7309.83050453318	-19.38261012518371	4.0598687286046293e-16	0.00012085141112943686	0.4892416166912318	0.262239765811642	0.3805227850089204
60000.0	6761.386926755571	-2.7824924306618994	0.00016374835380957516	0.36754090058084493	-0.4533881058183147	0.31800707605839085	0.4111324724921593
61000.0	7235.1588980229535	-3.612974931508438	8.545535216192901e-5	0.05681033254541761	-1.3435126641149828	0.31601794702197766	0.34082072036582906
62000.0	6674.358550744591	-8.252424486727637	5.503633540772107e-7	0.1632388206092205	-2.183956333878261	0.340927215879224	0.4074727036870688
63000.0	8303.292830783592	-2.7325552849263977	0.00022790380827829448	0.04217395896582493	-0.4269651895828205	0.2373437396241996	0.25915734112895183
64000.0	6830.964479302491	-5.46211821803042	9.927379204163953e-6	0.011477740225699582	0.30185017159456656	0.30739529608491833	0.4123707653097833
65000.0	6803.2003286867475	-8.009812185960705	6.191593869665802e-8	0.020933303396929493	-0.8224292205878176	0.4025455668790542	0.33001456195439094
66000.0	6419.515993245347	-5.324782625224529	1.768926947752597e-5	0.166367050021057	-0.8178049035612089	0.46011798965782746	0.34635644269212224
67000.0	7661.235155570365	-0.7472745893035175	0.19050529012821793	0.007051341261032302	-1.3359269905222293	0.31503003574997207	0.26220146360186286
68000.0	7197.504687598699	-8.898990531928016	1.1080602180273627e-6	0.05283552068848936	-2.64017572409327	0.2721593239526707	0.38618422434896554
69000.0	7070.436951865728	-5.563959236354254	0.0007156099957325324	0.08505026382899908	-2.519448720646877	0.26967789244497525	0.4141782557187257
70000.0	7529.088732834395	-2.187583981352938	8.834226775062236e-5	0.19349694936139689	-0.512163018820441	0.33217683854863195	0.2795670275492851
71000.0	6188.248526483888	-2.941430853593635	0.040704610840936066	0.3821759332543518	-0.40542601601464123	0.6012816107246923	0.3010415345880105
72000.0	7606.036493793108	-7.9052293104955895	8.367448882812264e-10	0.2536235545365135	-0.07726438777089528	0.2644237338797439	0.3378196417021307
73000.0	7466.888067646969	-6.441244977568806	9.82065016004398e-8	0.0410841224130007	-1.0085182272937943	0.29804155345463273	0.31209956751791706
74000.0	7036.116521070214	-12.145228617995757	6.801321488944091e-13	0.1043941400603348	-0.24251618387250684	0.32276228442143434	0.3666290749207647
75000.0	6866.0946277917765	-3.0220371807533937	0.0008663468394498294	0.28993320679115825	-1.4048910243258295	0.29465187789292924	0.4275625844894311
76000.0	7750.3391217015305	-20.553954708220445	2.1356432931492678e-20	0.18461483087995922	-0.5881385660599512	0.24646338199961929	0.3332037635758426
77000.0	7097.824293805353	-0.493903438971914	0.04868415813028411	0.04321148629548572	-1.1828100612570218	0.3206470157636201	0.3460570974096466
78000.0	11688.403468714518	0.5047777625145863	0.147553027623473	0.2857269397552144	-1.3392178312033092	0.33403464851487247	0.254801047027286
79000.0	7272.661579530007	-2.641824707267581	0.00010563609557561745	0.1044727739771355	-0.9350394198311089	0.32907541004680413	0.309935992896334
80000.0	7197.103170428313	-2.0707589167545386	0.00013239460523238914	0.20927851031947894	0.3386217989244133	0.3415656432481803	0.3181598894882972
