iteration	likelihood	prior	lambda_root	mu_root	alpha	sigma_lambda	sigma_mu
100.0	22173.19065174021	-0.2829770263298152	0.2725091381648401	0.03260648215175514	-0.05394360527866249	0.30709481170806435	0.42598420250582075
200.0	23394.985823802555	-0.44850664020447756	0.03578849609083254	0.08819082681085993	-0.03841731130647904	0.279552582619379	0.4168046697107997
300.0	22121.03995939454	-1.078890037424816	0.07404998286564582	0.008604295403390003	0.012670292358273433	0.3104351523915068	0.40493659301164003
400.0	22561.805806540815	-0.12487281023734291	0.0934560594178607	0.028281043098334565	0.050776254724267646	0.3033954475980004	0.38723173765053887
500.0	22118.82940334154	-4.544835925129918	0.11458290448383367	4.991747590713023e-6	-0.0862190485390219	0.30765980470911647	0.4005378409549733
600.0	21394.790409600453	-1.27299758404777	0.7533407372775214	0.019703097926087786	-0.09772890697787028	0.3099341007067052	0.47462062293690815
700.0	20608.631216655212	-3.2462948060932897	0.15005518220120326	0.018329734850006045	-0.12392797606814894	0.33528419547887345	0.57187367950674
800.0	23373.125681991776	-1.6038065515317497	0.1334803236065376	0.261450924813574	-0.1616543638254853	0.3729657068581422	0.5069847024773537
900.0	22257.285573203073	-0.554902570465095	0.16332142461718532	0.13690088000489575	-0.05042882818141811	0.3241471940358465	0.46653896905723846
1000.0	23437.97533722497	-0.9479140641374665	0.022582762332751603	0.1018864925799939	0.03320693712317128	0.3330374687811699	0.4254298213763397
1100.0	22713.28803599954	-0.1967910197677543	0.13428801490622644	0.7290123417593916	-0.006252647190510035	0.3376071520933666	0.44765481987581696
1200.0	21894.76989313854	0.08475361267943907	0.11941641065551609	0.3814653839115871	0.040977120604890525	0.3306514820392853	0.4322535193541353
1300.0	23266.806157330022	-1.0711560066133903	0.11669253965603207	0.16770863749928364	0.005563314214932423	0.3135076784073135	0.5002949880649762
1400.0	26461.723030148198	-0.5083315294082238	0.3056505077444971	0.19436564683564103	-0.07770887855488035	0.2880065686557544	0.49098726518966274
1500.0	22192.23397741085	-0.5620662492821565	0.5368485414837743	0.017983179349316845	-0.02936972068856281	0.31134826890617473	0.42930265055970396
1600.0	22416.444590949217	-0.37526841071624034	0.27196205775318383	0.050223235480689625	-0.12019509144240395	0.30769296276388297	0.4442356079208095
1700.0	23124.710382931982	0.43689534275714603	0.1345220663426147	0.09657079982068711	-0.033205246223985796	0.28129972061018427	0.39766171134900524
1800.0	24941.496305907498	0.5963839060149684	0.11911154305002954	0.3809151753102757	-0.07753539409889217	0.2690132232184663	0.4073332450904883
