iteration	likelihood	prior	lambda	mu
5000.0	-10.351741511645768	-0.4034741288003596	0.12760777987192748	0.27586634892843687
10000.0	-13.831657245587415	-0.8562666979160186	0.16322429257935409	0.6930424053366687
15000.0	-2.67499720757768	-0.3776433148477663	0.13221204975593445	0.24543126509183702
20000.0	-0.13578780661942869	-0.1090766074408506	0.012453753700392351	0.09662285374046722
25000.0	-2.2647009069486836	-0.2715089030392899	0.14619698342201992	0.12531191961728036
30000.0	-10.624033170072716	-0.47505989112027097	0.026897846083999796	0.4481620450362815
35000.0	-36.6729979466578	-0.9008196408294133	0.2967756228808049	0.6040440179486161
40000.0	-65.84353937922366	-0.9417790488477273	0.46264017410179026	0.47913887474594313
45000.0	-59.40401751293167	-1.7908494590658948	0.6162442157032804	1.174605243362626
50000.0	-43.41465046547481	-1.1412297423539148	0.4882366053888498	0.6529931369650763
55000.0	-40.32798397528061	-1.3236850865916696	0.5654148299300918	0.7582702566615854
60000.0	-1.5266877827176142	-0.3914303894445288	0.04303548957434392	0.3483948998701905
65000.0	-6.507772406351443	-0.6341302042779349	0.16356375083015978	0.4705664534477807
70000.0	-2.4801150546436324	-0.22367045895699483	0.05763032232213029	0.1660401366348702
75000.0	-18.790018481283525	-0.7379084116649713	0.14059083577115014	0.5973175758938263
80000.0	-9.821433317446806	-0.5873808180426379	0.22417719582072582	0.36320362222191593
85000.0	-17.51031686509458	-0.7748632286081497	0.2098876880649651	0.5649755405431858
90000.0	-5.640368132023373	-0.26120524284100033	0.06119403297956384	0.20001120986143886
95000.0	-9.844272572388839	-0.7188352477325053	0.2336985542834389	0.4851366934490699
100000.0	-54.12131748129425	-1.232817780516296	0.3884259094089228	0.8443918711073758
105000.0	-30.81392449431183	-1.0041563538229432	0.14674793030923697	0.8574084235137072
110000.0	-9.880587914332775	-0.5390941427606883	0.05337953254779652	0.48571461021289136
115000.0	-33.85878176832538	-0.9779523288625417	0.25825808899930425	0.7196942398632381
120000.0	0.33624207785485244	-0.20119412397718964	0.05494507317520518	0.14624905080198475
125000.0	-26.60644966596158	-0.987550864970978	0.25613047292079755	0.731420392050187
130000.0	-1.3490978146837063	-0.45424947930984305	0.04582359765816861	0.40842588165168064
135000.0	-20.13477285771804	-0.8977518099849	0.25699305579932885	0.6407587541855784
140000.0	-12.348077574296111	-0.4717644943800382	0.09687900553490382	0.37488548884514394
145000.0	-10.73624409815844	-0.37103058122753574	0.03340598171882792	0.3376245995087166
150000.0	-6.224778473190589	-0.5540658114922123	0.1302880878428986	0.4237777236493228
155000.0	-26.61450973796108	-1.1965899890359495	0.2415220085221685	0.9550679805137887
160000.0	-4.811506502998863	-0.38509671198188367	0.017111830583652603	0.3679848813982409
165000.0	-12.627792668028443	-0.78788481929091	0.1600139549052878	0.6278708643856332
