"","param_vary","i_param_var","replicate","gamma","stairs2","beta","SR"
"1744",1,4,116,1.61249815188492,0.673148148148148,9.99967852144474,13
"1745",1,5,116,8.42797311967507,0.636198109407605,-0.147760890466675,1976
"1746",2,1,116,-1.06755594908135,0.8,9.99967852144474,6
"1747",2,2,116,1.33523287272779,0.752380952380952,9.99967852144474,8
"1748",2,3,116,-0.228094625443089,0.611111111111111,-1.99999640168177,4
"1749",2,4,116,0.594574258200184,0.78641975308642,0.151328125,10
"1750",2,5,116,2.10391852986522,0.74962962962963,9.99967852144474,16
"1751",3,1,116,0.734422408790863,0.650460870939586,0.04385986328125,1406
"1752",3,2,116,0.121894273362039,0.630333731382239,-0.190209093093872,2098
"1753",3,3,116,-1.01406588057946,0.725,9.99967852144474,9
"1754",3,4,116,1.04590322145058,0.520833333333333,-1.99999640168177,5
"1755",3,5,116,NA,NA,NA,NA
"1756",1,1,117,NA,NA,NA,NA
"1757",1,2,117,NA,NA,NA,NA
"1758",1,3,117,-1.3790574867194,0.75,2.27125,3
"1759",1,4,117,0.00440795599776866,0.75,2.27125,3
"1760",1,5,117,9.65523041625238,0.626636677678194,-0.223849203286133,2322
"1761",2,1,117,NA,NA,NA,NA
"1762",2,2,117,NA,1,NA,2
"1763",2,3,117,-0.875681667281389,0.695,8.39546875,21
"1764",2,4,117,1.8526898087001,0.662121212121212,0.16310546875,12
"1765",2,5,117,0.983710307101302,0.670634920634921,-0.207880859375,13
"1766",3,1,117,0.431911738942451,0.662854150127827,0.16908392823172,2252
"1767",3,2,117,-0.624588397152283,0.647143889513657,0.047538775703125,1287
"1768",3,3,117,0.508233361232239,0.649642399775985,0.346322392093788,144
"1769",3,4,117,-0.826893761330047,0.671130952380952,1.7294921875,9
"1770",3,5,117,NA,NA,NA,NA
"1771",1,1,118,NA,NA,NA,NA
"1772",1,2,118,NA,NA,NA,NA
"1773",1,3,118,NA,1,NA,2
"1774",1,4,118,0.524078390501392,0.75,2.27125,3
"1775",1,5,118,9.66455581366348,0.639015692165862,-0.0838527982254365,1653
"1776",2,1,118,-0.622801597186196,0.75,2.27125,3
"1777",2,2,118,-0.510479151267985,0.8,9.99967852144474,6
"1778",2,3,118,1.28797754588459,0.556190476190476,-1.4268359375,11
"1779",2,4,118,0.448305451856236,1,9.99967852144474,4
"1780",2,5,118,-0.762511695028243,0.75,2.27125,3
"1781",3,1,118,-0.301747636100606,0.646343192154302,-0.0489097213745117,4057
"1782",3,2,118,-0.495319155951881,0.649682352322383,0.174931693077087,549
"1783",3,3,118,0.853396092811425,0.638818411091572,-0.251677856445312,219
"1784",3,4,118,0.693284133605449,0.646880570409982,-0.27265625,18
"1785",3,5,118,NA,NA,NA,NA
"1786",1,1,119,NA,NA,NA,NA
"1787",1,2,119,NA,NA,NA,NA
"1788",1,3,119,NA,1,NA,2
"1789",1,4,119,1.18738045157106,0.63061370281765,1.758935546875,25
"1790",1,5,119,7.98479985159291,0.64433258893644,0.121792755126953,2183
"1791",2,1,119,-0.109561954949749,0.611111111111111,-1.99999640168177,4
"1792",2,2,119,NA,1,NA,2
"1793",2,3,119,1.41869924309325,0.520833333333333,-1.99999640168177,5
"1794",2,4,119,1.20088687175242,0.678571428571429,0.48109375,12
"1795",2,5,119,1.98884662092105,0.667989417989418,9.99967852144474,10
"1796",3,1,119,1.81557725166384,0.643667090264411,-0.1048291015625,195
"1797",3,2,119,1.38784335479204,0.653854781482708,-0.186183633804321,556
"1798",3,3,119,-0.0016082903150355,0.648453700991295,1.69416015625,64
"1799",3,4,119,1.86266559146795,0.826984126984127,9.99967852144474,13
"1800",3,5,119,NA,NA,NA,NA
"1801",1,1,120,NA,NA,NA,NA
"1802",1,2,120,NA,NA,NA,NA
"1803",1,3,120,NA,1,NA,2
"1804",1,4,120,NA,1,NA,2
"1805",1,5,120,3.85473801739323,0.635566795837389,-0.10088264395874,518
"1806",2,1,120,NA,NA,NA,NA
"1807",2,2,120,NA,1,NA,2
"1808",2,3,120,NA,1,NA,2
"1809",2,4,120,-2.21398150661283,0.661111111111111,-0.47287109375,10
"1810",2,5,120,0.91996778518281,0.870833333333333,9.99967852144474,9
"1811",3,1,120,0.708542796559284,0.654988991400654,0.245500869750977,1386
"1812",3,2,120,1.39168409101699,0.651859118347569,-0.1990478515625,312
"1813",3,3,120,1.5407153828234,0.648127179087762,0.369208984375,323
"1814",3,4,120,1.2434081319418,0.61969696969697,0.1984375,14
"1815",3,5,120,NA,NA,NA,NA
"1816",1,1,121,NA,NA,NA,NA
"1817",1,2,121,NA,NA,NA,NA
"1818",1,3,121,NA,NA,NA,NA
"1819",1,4,121,NA,1,NA,2
"1820",1,5,121,6.73975656764372,0.661599339562747,0.0661149024963379,605
"1821",2,1,121,NA,NA,NA,NA
"1822",2,2,121,0.85366664858249,0.75,9.99967852144474,9
"1823",2,3,121,0.266957865157256,0.816964285714286,5.8515625,9
"1824",2,4,121,-0.0179261440816029,0.648809523809524,9.99967852144474,11
"1825",2,5,121,2.05402565883562,0.628888888888889,-0.59064453125,16
"1826",3,1,121,-0.297124370785432,0.642892768150647,-0.204744528893951,642
"1827",3,2,121,0.93627971720947,0.655323228164338,-0.0106103515625,273
"1828",3,3,121,2.62319440058001,0.653039500662021,0.0423892028125,479
"1829",3,4,121,2.4184260470402,0.611111111111111,-1.99999640168177,4
"1830",3,5,121,NA,NA,NA,NA
"1831",1,1,122,NA,NA,NA,NA
"1832",1,2,122,NA,NA,NA,NA
"1833",1,3,122,NA,NA,NA,NA
"1834",1,4,122,NA,1,NA,2
"1835",1,5,122,4.84378731088008,0.661064058286212,0.0880120332034302,959
"1836",2,1,122,0.188040052595119,0.75,2.27125,3
"1837",2,2,122,1.38350814060534,0.520833333333333,-1.99999640168177,5
"1838",2,3,122,2.42969947889425,0.672789115646259,-0.761416015625,8
"1839",2,4,122,-0.280245919517678,0.692115648395553,2.2948046875,34
"1840",2,5,122,1.2242222508275,0.823574561403509,4.956484375,25
"1841",3,1,122,-1.50179733655876,0.637009782109998,-0.0869488041607666,2346
"1842",3,2,122,0.487152426541287,0.633697692948628,-0.182117919921875,767
"1843",3,3,122,3.54865326489087,0.637922085533871,-0.0932357788085937,408
"1844",3,4,122,1.27978953675786,0.718157689562918,0.63419921875,28
"1845",3,5,122,NA,NA,NA,NA
"1846",1,1,123,NA,NA,NA,NA
"1847",1,2,123,NA,NA,NA,NA
"1848",1,3,123,NA,NA,NA,NA
"1849",1,4,123,0.927267183753831,0.741666666666667,9.99967852144474,11
"1850",1,5,123,3.86935671820828,0.644402486656551,0.0218132155148315,896
"1851",2,1,123,NA,1,NA,2
"1852",2,2,123,-0.588816311307285,0.744791666666667,-0.602421875,9
"1853",2,3,123,1.81489765785989,1,9.99967852144474,4
"1854",2,4,123,2.02521861279095,0.671428571428571,-0.37865234375,8
"1855",2,5,123,1.66549976507688,0.602777777777778,-1.69989048424878,7
"1856",3,1,123,1.03661629468225,0.637072141988855,0.129248480796814,431
"1857",3,2,123,-0.506343419374926,0.649770291624079,0.165865783691406,1014
"1858",3,3,123,0.536149002044014,0.600937308159309,-0.415174760818481,360
"1859",3,4,123,1.27796971512175,0.75,2.27125,3
"1860",3,5,123,NA,NA,NA,NA
"1861",1,1,124,NA,NA,NA,NA
"1862",1,2,124,NA,NA,NA,NA
"1863",1,3,124,1.10412160569796,0.75,2.27125,3
"1864",1,4,124,0.216489483002523,0.75,2.27125,3
"1865",1,5,124,1.467253557073,0.648701818192128,-0.15341064453125,244
"1866",2,1,124,NA,NA,NA,NA
"1867",2,2,124,-1.05602995499651,0.75,2.27125,3
"1868",2,3,124,3.47551006336728,0.684375,-0.96751953125,9
"1869",2,4,124,1.61987917913143,0.520833333333333,-1.99999640168177,5
"1870",2,5,124,1.13417484503317,0.75,2.27125,3
"1871",3,1,124,0.0198018982295036,0.643983878424861,-0.196103515625,109
"1872",3,2,124,-0.918743883845599,0.631767177225669,-0.12691162109375,230
"1873",3,3,124,2.83720079008952,0.630418509464104,-0.278544921875,173
"1874",3,4,124,NA,1,NA,2
"1875",3,5,124,NA,NA,NA,NA
"1876",1,1,125,NA,NA,NA,NA
"1877",1,2,125,NA,NA,NA,NA
"1878",1,3,125,NA,1,NA,2
"1879",1,4,125,-0.681436486323129,0.666666666666667,6.04,6
"1880",1,5,125,1.17695165330077,0.656869949478684,1.470390625,104
"1881",2,1,125,1.90254428639174,1,9.99967852144474,4
"1882",2,2,125,2.28222389609613,0.666666666666667,9.99967852144474,9
"1883",2,3,125,1.63922689996751,0.75,2.27125,3
"1884",2,4,125,0.265229196398779,0.761111111111111,9.99967852144474,7
"1885",2,5,125,NA,1,NA,2
"1886",3,1,125,0.0471343273739365,0.648363191002613,0.0131398582458496,3834
"1887",3,2,125,0.88818249536916,0.634956282311618,0.0102070236206055,2462
"1888",3,3,125,1.5248339210028,0.6332471001221,0.086552734375,41
"1889",3,4,125,-1.33610659452263,0.75,2.27125,3
"1890",3,5,125,NA,NA,NA,NA
"1891",1,1,126,NA,NA,NA,NA
"1892",1,2,126,0.933637870387564,0.75,2.27125,3
"1893",1,3,126,1.41399708766531,0.75,2.27125,3
"1894",1,4,126,-0.536029191194906,0.671130952380952,1.7294921875,9
"1895",1,5,126,8.79859427332096,0.646215544490854,-0.019769639274292,2113
"1896",2,1,126,-0.164958162846569,0.791666666666667,9.99967852144474,5
"1897",2,2,126,-1.49942339313749,0.75,2.27125,3
"1898",2,3,126,2.77560552986095,0.574074074074074,-1.22662109375,10
"1899",2,4,126,-0.529241750807833,0.657407407407407,0.01,10
"1900",2,5,126,1.17890383005022,0.69963924963925,-1.10884765625,13
"1901",3,1,126,2.36543634880499,0.638774057764095,0.16457763671875,213
"1902",3,2,126,0.148631368075948,0.661684032374094,0.37509765625,147
"1903",3,3,126,1.46800301323925,0.65018315018315,-0.537646484375,14
"1904",3,4,126,1.44372679740324,0.698358395989975,0.086552734375,21
"1905",3,5,126,NA,NA,NA,NA
"1906",1,1,127,NA,NA,NA,NA
"1907",1,2,127,NA,NA,NA,NA
"1908",1,3,127,-0.536219995204792,0.75,2.27125,3
"1909",1,4,127,NA,1,NA,2
"1910",1,5,127,3.91079763662627,0.645440933027781,0.12924560546875,455
"1911",2,1,127,NA,1,NA,2
"1912",2,2,127,-0.297262248590763,0.611111111111111,-1.99999640168177,4
"1913",2,3,127,-0.661980722789507,0.9,9.99967852144474,6
"1914",2,4,127,2.02937013776705,0.851851851851852,9.99967852144474,10
"1915",2,5,127,2.05628883724422,0.64023569023569,-0.0606640625,19
"1916",3,1,127,-0.920091007824459,0.654783192137351,-0.06066557,690
"1917",3,2,127,2.25575214960308,0.65011132922243,0.0629750442504883,462
"1918",3,3,127,3.78243786279961,0.665506261783163,0.86974609375,291
"1919",3,4,127,1.30064851274061,0.67962962962963,9.99967852144474,16
"1920",3,5,127,NA,NA,NA,NA
"1921",1,1,128,NA,NA,NA,NA
"1922",1,2,128,NA,NA,NA,NA
"1923",1,3,128,NA,NA,NA,NA
"1924",1,4,128,0.162120630064976,0.611111111111111,-1.99999640168177,4
"1925",1,5,128,7.53194756877565,0.648429135532734,-0.0551419251171875,1284
"1926",2,1,128,NA,1,NA,2
"1927",2,2,128,0.941006067717974,0.611111111111111,-1.99999640168177,4
"1928",2,3,128,1.75018783198765,0.611111111111111,-1.99999640168177,4
"1929",2,4,128,0.102432959330549,0.875,9.99967852144474,7
"1930",2,5,128,3.24424684871192,0.621230158730159,0.25732421875,29
"1931",3,1,128,0.413090195239497,0.64270225002523,0.0100705153735352,2003
"1932",3,2,128,-0.537990266405729,0.654484603584762,-0.0636083984375,90
"1933",3,3,128,-1.38871085497307,0.573321516760431,-0.678974609375,40
"1934",3,4,128,0.069956558655849,0.518027210884354,-1.64394810143628,8
"1935",3,5,128,NA,NA,NA,NA
"1936",1,1,129,NA,NA,NA,NA
"1937",1,2,129,NA,NA,NA,NA
"1938",1,3,129,0.188974381686058,0.75,2.27125,3
"1939",1,4,129,-0.974755116563093,0.791666666666667,9.99967852144474,5
"1940",1,5,129,6.86978563895195,0.647033051610262,-0.0402592270581055,1352
"1941",2,1,129,0.114608114946987,0.791666666666667,9.99967852144474,5
"1942",2,2,129,1.88589032134828,0.666666666666667,6.2284375,6
"1943",2,3,129,NA,1,NA,2
"1944",2,4,129,0.0712015673941746,0.833333333333333,9.99967852144474,8
"1945",2,5,129,-0.45841641832391,0.761111111111111,9.99967852144474,7
"1946",3,1,129,-0.0741603518063662,0.652700687474823,0.0159044163433838,939
"1947",3,2,129,1.49905148469415,0.666729460863777,0.8344140625,225
"1948",3,3,129,1.18229012710533,0.681427567837342,1.564609375,64
"1949",3,4,129,0.773176127321255,0.535416666666667,-1.41505859375,9
"1950",3,5,129,NA,NA,NA,NA
"1951",1,1,130,NA,NA,NA,NA
"1952",1,2,130,NA,NA,NA,NA
"1953",1,3,130,NA,NA,NA,NA
"1954",1,4,130,0.356602623562645,0.583333333333333,-1.420947265625,7
"1955",1,5,130,2.13095278836996,0.642403450972675,-0.29768310546875,178
"1956",2,1,130,-0.0176319165229158,0.611111111111111,-1.99999640168177,4
"1957",2,2,130,1.7361396580649,0.611111111111111,-1.99999640168177,4
"1958",2,3,130,-0.935633902385688,0.791666666666667,9.99967852144474,5
"1959",2,4,130,-0.284021681787026,0.75,2.27125,3
"1960",2,5,130,1.88271414652612,0.605833333333333,1.3997265625,11
"1961",3,1,130,-1.08809508994179,0.707567663817664,1.5410546875,25
"1962",3,2,130,1.01730072416631,0.654368891392599,0.098312294994385,1118
"1963",3,3,130,2.45184883795276,0.665905548333741,0.274990234375,205
"1964",3,4,130,NA,1,NA,2
"1965",3,5,130,NA,NA,NA,NA
"1966",1,1,131,NA,NA,NA,NA
"1967",1,2,131,NA,NA,NA,NA
"1968",1,3,131,NA,NA,NA,NA
"1969",1,4,131,1.21440152317984,0.611111111111111,-1.99999640168177,4
"1970",1,5,131,5.21002855850677,0.652615746722076,-0.037109375,586
"1971",2,1,131,1.28688457578972,0.75,2.27125,3
"1972",2,2,131,3.59480814031509,0.593809523809524,-0.8615234375,11
"1973",2,3,131,1.97111402952733,0.666666666666667,6.04,6
"1974",2,4,131,2.01331498482991,0.468898809523809,-1.76319370690503,9
"1975",2,5,131,0.283781215961062,0.710830835830836,9.99967852144474,23
"1976",3,1,131,-1.0840476878985,0.67660369557167,0.355223388671875,411
"1977",3,2,131,2.65273917386917,0.65392407974034,0.44428955078125,332
"1978",3,3,131,0.834564966312571,0.772798663324979,9.99967852144474,31
"1979",3,4,131,1.90521033489911,0.611111111111111,-1.99999640168177,4
"1980",3,5,131,NA,NA,NA,NA
"1981",1,1,132,NA,NA,NA,NA
"1982",1,2,132,NA,NA,NA,NA
"1983",1,3,132,NA,1,NA,2
"1984",1,4,132,1.5116824778109,0.585221189067343,-1.40328125,14
"1985",1,5,132,6.98700743815585,0.637294977884696,-0.0550384133068848,1304
"1986",2,1,132,-0.453254004427968,0.75,2.27125,3
"1987",2,2,132,1.02554532501835,1,9.99967852144474,4
"1988",2,3,132,1.36458798380515,0.74978835978836,1.24662109375,16
"1989",2,4,132,NA,1,NA,2
"1990",2,5,132,2.29600599663996,0.734249084249084,0.0953857421875,14
"1991",3,1,132,1.09716519938114,0.629133595966843,-0.243258895874023,1081
"1992",3,2,132,1.06150372527089,0.6435359905435,-0.0959990320326537,645
"1993",3,3,132,1.30146442443338,0.65940170940171,0.528203125,15
"1994",3,4,132,-0.49048028662989,0.680555555555555,9.99967852144474,7
"1995",3,5,132,NA,NA,NA,NA
"1996",1,1,133,NA,NA,NA,NA
"1997",1,2,133,NA,NA,NA,NA
"1998",1,3,133,2.08269695163366,0.791666666666667,9.99967852144474,5
"1999",1,4,133,1.3540148717934,0.71010101010101,-0.537646484375,12
"2000",1,5,133,0.982404142885027,0.651444878650761,0.42220703125,35
"2001",2,1,133,1.64680070060644,0.791666666666667,9.99967852144474,5
"2002",2,2,133,1.22104743569802,0.75,2.27125,3
"2003",2,3,133,1.14223192346344,0.69,-1.4945556640625,6
"2004",2,4,133,NA,1,NA,2
"2005",2,5,133,2.12437808810273,0.794871794871795,9.99967852144474,14
"2006",3,1,133,1.29940422142922,0.650608497110045,-0.133820907042964,81
"2007",3,2,133,-0.246150038773691,0.6384353192781,-0.122541122436523,426
"2008",3,3,133,0.942541916167968,0.63172735890751,-0.0518310546875,267
"2009",3,4,133,-0.357069849772088,0.687074829931973,-1.2855078125,8
"2010",3,5,133,NA,NA,NA,NA
"2011",1,1,134,NA,NA,NA,NA
"2012",1,2,134,NA,NA,NA,NA
"2013",1,3,134,NA,NA,NA,NA
"2014",1,4,134,1.94195358126896,0.560694932518462,-0.75552734375,26
"2015",1,5,134,3.16540540316686,0.629902257897635,-0.115870361328125,254
"2016",2,1,134,0.335949057846825,0.75,2.27125,3
"2017",2,2,134,1.04738662373448,0.694444444444444,9.99967852144474,10
"2018",2,3,134,0.32432907259815,0.791666666666667,9.99967852144474,5
"2019",2,4,134,-1.48579081755136,0.520833333333333,-1.99999640168177,5
"2020",2,5,134,-1.20440981356915,0.8,9.99967852144474,6
"2021",3,1,134,-0.929632345680904,0.643991205890648,-0.0369153601916504,2939
"2022",3,2,134,1.49973753827961,0.644137190082006,-0.0106103515625,261
"2023",3,3,134,1.45813361869801,0.644497724664039,-0.160771484375,142
"2024",3,4,134,1.3886074812212,0.75,2.27125,3
"2025",3,5,134,NA,NA,NA,NA
"2026",1,1,135,NA,NA,NA,NA
"2027",1,2,135,NA,NA,NA,NA
"2028",1,3,135,NA,NA,NA,NA
"2029",1,4,135,1.89139523844369,0.520833333333333,-1.99999640168177,5
"2030",1,5,135,4.50704412588723,0.694182890121074,0.3073779296875,167
"2031",2,1,135,NA,NA,NA,NA
"2032",2,2,135,-0.165879115805318,0.694444444444445,-0.832080078125,7
"2033",2,3,135,0.126547234860795,0.538794653663935,-0.885078125,28
"2034",2,4,135,3.47386983762266,0.59704486245549,-1.09265380859375,37
"2035",2,5,135,NA,1,NA,2
"2036",3,1,135,-0.399590852514398,0.634719552645344,-0.110533752441406,1481
"2037",3,2,135,-0.260132961875537,0.647160806495557,0.00986471990905762,3767
"2038",3,3,135,-0.48415893691473,0.644755838981868,0.06888671875,95
"2039",3,4,135,0.0014860619940606,0.791666666666667,9.99967852144474,5
"2040",3,5,135,NA,NA,NA,NA
"2041",1,1,136,NA,NA,NA,NA
"2042",1,2,136,NA,1,NA,2
"2043",1,3,136,0.577070227742541,0.75,2.27125,3
"2044",1,4,136,-0.0225530203016466,0.611111111111111,-1.99999640168177,4
"2045",1,5,136,2.54708748417529,0.654826129824142,-0.03858154296875,271
"2046",2,1,136,NA,1,NA,2
"2047",2,2,136,0.0498895073221748,0.611111111111111,-1.99999640168177,4
"2048",2,3,136,2.1806623698974,0.642063492063492,4.06140625,22
"2049",2,4,136,0.939553883424804,0.611111111111111,-1.99999640168177,4
"2050",2,5,136,0.44751349020857,0.603968253968254,-0.131328125,20
"2051",3,1,136,0.232533743436621,0.647705567851646,0.104792308112793,4754
"2052",3,2,136,-0.88642072117583,0.659031931722054,-0.0812744140625,600
"2053",3,3,136,0.218676626935601,0.516666666666667,-1.61156040612378,8
"2054",3,4,136,1.71858656792075,0.673333333333333,-0.9321875,6
"2055",3,5,136,NA,NA,NA,NA
"2056",1,1,137,NA,NA,NA,NA
"2057",1,2,137,NA,NA,NA,NA
"2058",1,3,137,1.60945544335055,0.75,2.27125,3
"2059",1,4,137,NA,1,NA,2
"2060",1,5,137,1.11726297229053,0.678674235957834,0.84619140625,120
"2061",2,1,137,NA,NA,NA,NA
"2062",2,2,137,NA,1,NA,2
"2063",2,3,137,NA,1,NA,2
"2064",2,4,137,1.6268247560301,0.589664502164502,1.1170703125,15
"2065",2,5,137,NA,1,NA,2
"2066",3,1,137,-0.345770797525394,0.637041515339912,-0.0416178894042969,1900
"2067",3,2,137,0.268554959945695,0.655717417470798,0.198214725769289,752
"2068",3,3,137,0.733607542683471,0.666358549949618,0.339765625,384
"2069",3,4,137,0.679135631469567,0.666666666666667,9.99967852144474,8
"2070",3,5,137,NA,NA,NA,NA
"2071",1,1,138,NA,NA,NA,NA
"2072",1,2,138,NA,NA,NA,NA
"2073",1,3,138,0.587280146496813,0.75,2.27125,3
"2074",1,4,138,0.989339958935839,0.842261904761905,9.99967852144474,13
"2075",1,5,138,5.46308048149045,0.638313044688211,-0.0400767135620117,1852
"2076",2,1,138,1.597044675246,0.75,2.27125,3
"2077",2,2,138,0.683882760243882,0.8125,-0.366875,5
"2078",2,3,138,0.282408973574117,0.564835164835165,-1.356171875,14
"2079",2,4,138,-0.0601077419415107,0.642565405608884,-0.35509765625,24
"2080",2,5,138,2.3705966639428,0.532057582057582,-0.3698193359375,38
"2081",3,1,138,1.02991428831542,0.651198763246772,-0.113662109375,111
"2082",3,2,138,0.128220756159282,0.651780244245545,0.0158944225311279,825
"2083",3,3,138,-0.408162729508734,0.600849784636797,-0.608310546875,74
"2084",3,4,138,2.03708739565349,0.714166666666667,9.99967852144474,11
"2085",3,5,138,NA,NA,NA,NA
"2086",1,1,139,NA,NA,NA,NA
"2087",1,2,139,NA,NA,NA,NA
"2088",1,3,139,NA,1,NA,2
"2089",1,4,139,1.13124218086331,0.75,2.27125,3
"2090",1,5,139,4.03420353436965,0.654780301731993,0.1542724609375,378
"2091",2,1,139,NA,1,NA,2
"2092",2,2,139,NA,1,NA,2
"2093",2,3,139,1.19221811864021,0.75,2.27125,3
"2094",2,4,139,2.09601038564129,0.668312827523354,7.64171875,20
"2095",2,5,139,1.93390476147065,0.701174504889675,-0.7201953125,20
"2096",3,1,139,1.94194218156923,0.649056995703319,0.127313385009766,989
"2097",3,2,139,2.54026457292765,0.630918841006151,0.0718310546875,620
"2098",3,3,139,-0.00863219194008196,0.649766079432506,-0.365408582687378,345
"2099",3,4,139,3.26308284254121,0.775541125541126,9.99967852144474,12
"2100",3,5,139,NA,NA,NA,NA
"2101",1,1,140,NA,NA,NA,NA
"2102",1,2,140,NA,NA,NA,NA
"2103",1,3,140,NA,NA,NA,NA
"2104",1,4,140,1.87810839259033,0.814814814814815,9.99967852144474,10
"2105",1,5,140,2.12997837583393,0.65696799932094,-0.0606640625,52
"2106",2,1,140,-1.21275104183739,0.75,2.27125,3
"2107",2,2,140,1.12075499486579,0.468898809523809,-1.76319370690503,9
"2108",2,3,140,0.21421174494844,0.744791666666667,-0.59064453125,9
"2109",2,4,140,1.20825159336492,0.75,2.27125,3
"2110",2,5,140,2.73413112183355,0.70157216039569,0.004111328125,38
"2111",3,1,140,1.34481519274331,0.635950476804637,-0.1872705078125,157
"2112",3,2,140,2.41974713065303,0.648667674388408,-0.0238138580322266,4559
"2113",3,3,140,1.93488257711999,0.681609482627307,0.4545947265625,188
"2114",3,4,140,0.279573591367304,0.75,2.27125,3
"2115",3,5,140,NA,NA,NA,NA
"2116",1,1,141,NA,NA,NA,NA
"2117",1,2,141,NA,NA,NA,NA
"2118",1,3,141,NA,1,NA,2
"2119",1,4,141,1.30679928844631,0.666666666666667,1.08173828125,8
"2120",1,5,141,2.61809497401783,0.621081395220992,-0.248365478515625,148
"2121",2,1,141,-0.106843478074431,0.75,2.27125,3
"2122",2,2,141,0.465628014818953,0.75,2.27125,3
"2123",2,3,141,0.524074629055863,0.760763888888889,9.99967852144474,17
"2124",2,4,141,1.86933140807981,0.770408163265306,-0.1784375,8
"2125",2,5,141,1.13527067245955,0.65959595959596,-0.631865234375,22
"2126",3,1,141,1.24843712171293,0.64098808511987,-0.15599118163269,4785
"2127",3,2,141,0.757671350340813,0.640847052177116,-0.0253105361254883,1357
"2128",3,3,141,0.630207184872713,0.684049119006383,0.18666015625,119
"2129",3,4,141,1.12125768078627,0.8125,-0.366875,5
"2130",3,5,141,NA,NA,NA,NA
"2131",1,1,142,NA,NA,NA,NA
"2132",1,2,142,NA,NA,NA,NA
"2133",1,3,142,-0.756046169006013,0.75,2.27125,3
"2134",1,4,142,2.06966648725633,0.8125,-0.366875,5
"2135",1,5,142,8.65354232709634,0.644387836615917,-0.0369223390039062,2821
"2136",2,1,142,NA,NA,NA,NA
"2137",2,2,142,NA,1,NA,2
"2138",2,3,142,2.09906045078278,0.666666666666667,6.04,6
"2139",2,4,142,-0.287084256961046,0.707142857142857,1.23484375,11
"2140",2,5,142,-0.0515066427028551,0.75,2.27125,3
"2141",3,1,142,1.04977848362601,0.639848256644753,-0.00176433493774414,849
"2142",3,2,142,0.848128768446814,0.639206842948714,-0.063523506423645,958
"2143",3,3,142,1.76212036128966,0.619357286576073,-0.019443359375,140
"2144",3,4,142,-1.11806339291224,0.611111111111111,-1.99999640168177,4
"2145",3,5,142,NA,NA,NA,NA
"2146",1,1,143,NA,NA,NA,NA
"2147",1,2,143,NA,NA,NA,NA
"2148",1,3,143,NA,1,NA,2
"2149",1,4,143,NA,1,NA,2
"2150",1,5,143,11.6387150432387,0.642605145056142,-0.0368793487548828,2927
"2151",2,1,143,NA,NA,NA,NA
"2152",2,2,143,2.66922479251183,0.8,9.99967852144474,6
"2153",2,3,143,0.962944175225837,0.710555555555556,0.42220703125,11
"2154",2,4,143,0.601919645786639,0.726785714285714,0.48109375,11
"2155",2,5,143,2.33413500263158,0.654192755533586,-0.655419921875,35
"2156",3,1,143,1.21971788577421,0.639353835913877,0.221946182250977,456
"2157",3,2,143,0.893750505265405,0.650891548473442,0.66953125,605
"2158",3,3,143,0.957727328759796,0.64446512836846,0.10421875,212
"2159",3,4,143,2.11231962506256,0.627655677655678,-0.02533203125,15
"2160",3,5,143,NA,NA,NA,NA
"2161",1,1,144,NA,NA,NA,NA
"2162",1,2,144,NA,NA,NA,NA
"2163",1,3,144,NA,NA,NA,NA
"2164",1,4,144,NA,1,NA,2
"2165",1,5,144,4.61541182533703,0.659123551185155,0.0808480834960937,402
"2166",2,1,144,1.64965848920831,0.75,2.27125,3
"2167",2,2,144,1.70479193282758,0.770408163265306,-0.1784375,8
"2168",2,3,144,-0.756429581351768,0.60515873015873,-0.514091796875,13
"2169",2,4,144,0.895965440841064,0.666666666666667,6.04,6
"2170",2,5,144,1.34599752712054,1,9.99967852144474,4
"2171",3,1,144,-0.895684451622132,0.661773339854463,0.245529623031616,1345
"2172",3,2,144,1.18398721842576,0.640429165936158,-0.173869971534424,1632
"2173",3,3,144,1.93761617617461,0.657940187267138,-0.066552734375,221
"2174",3,4,144,1.8095467515538,0.62948717948718,0.622421875,14
"2175",3,5,144,NA,NA,NA,NA
"2176",1,1,145,NA,1,NA,2
"2177",1,2,145,NA,NA,NA,NA
"2178",1,3,145,NA,1,NA,2
"2179",1,4,145,1.59265591314179,0.774747474747475,9.99967852144474,16
"2180",1,5,145,2.53405150313915,0.65427248350225,0.383931775508163,320
"2181",2,1,145,NA,1,NA,2
"2182",2,2,145,NA,1,NA,2
"2183",2,3,145,3.05735492032033,0.875,9.99967852144474,7
"2184",2,4,145,-1.00659961177173,0.791666666666667,9.99967852144474,5
"2185",2,5,145,1.209721002925,0.632905982905983,-0.5553125,14
"2186",3,1,145,0.309502665612004,0.644368171311275,0.14396728515625,846
"2187",3,2,145,1.63033918197146,0.649399647985447,-0.0842172425,1137
"2188",3,3,145,1.99425735070884,0.63483705848114,-0.196103515625,275
"2189",3,4,145,0.362922396157009,0.683261183261183,0.3132666015625,16
"2190",3,5,145,NA,NA,NA,NA
"2191",1,1,146,NA,NA,NA,NA
"2192",1,2,146,NA,NA,NA,NA
"2193",1,3,146,NA,1,NA,2
"2194",1,4,146,-0.705262724309124,0.666666666666667,6.04,6
"2195",1,5,146,3.72247151595217,0.577149470899471,-1.15742919921875,19
"2196",2,1,146,NA,1,NA,2
"2197",2,2,146,1.75809910491659,0.8,9.99967852144474,6
"2198",2,3,146,NA,1,NA,2
