"","param_vary","i_param_var","replicate","gamma","B2","SR"
"3835",2,5,153,-0.00280158175688378,5.23641967773438,126
"3836",3,1,153,-2.28131810910567,4.36865234375,53
"3837",3,2,153,-2.07264648569306,5.04296875,69
"3838",3,3,153,0.118697915362466,4.5078125,33
"3839",3,4,153,-0.664554246276924,4.7265625,53
"3840",3,5,153,-3.00836924964871,4.50537109375,66
"3841",4,1,153,-5.00584895032358,5.07666015625,169
"3842",4,2,153,-2.92619098553581,5.00628662109375,119
"3843",4,3,153,-1.48351985469127,3.2998046875,42
"3844",4,4,153,NA,NA,NA
"3845",4,5,153,NA,NA,NA
"3846",5,1,153,0.0972229919970112,3.421875,24
"3847",5,2,153,-0.0974452370623142,3.1328125,24
"3848",5,3,153,-1.35675600723322,3.7705078125,54
"3849",5,4,153,-1.09072050213303,3.5625,13
"3850",5,5,153,-0.665173652642232,1.5,3
"3851",1,1,154,NA,1,2
"3852",1,2,154,NA,1,2
"3853",1,3,154,-2.09763153779671,5.2073974609375,107
"3854",1,4,154,-15.0533942963682,7.1611792370677,1484
"3855",1,5,154,NA,NA,NA
"3856",2,1,154,-1.64537445382389,1.5,3
"3857",2,2,154,-1.57425195690075,3.703125,17
"3858",2,3,154,-0.286733937245799,3.92578125,35
"3859",2,4,154,-1.03291181899231,5.53271484375,130
"3860",2,5,154,1.95884693964629,3.418212890625,72
"3861",3,1,154,-1.45265607500747,3.24609375,42
"3862",3,2,154,-1.39286998562417,4.4609375,55
"3863",3,3,154,-1.24689442925576,5.3671875,64
"3864",3,4,154,-0.844581675093139,2.21875,12
"3865",3,5,154,-4.04226354460689,5.96902465820312,161
"3866",4,1,154,-4.90590556091336,6.06060791015625,211
"3867",4,2,154,-8.10327694821059,7.04364013671875,410
"3868",4,3,154,-2.003391058065,4.3697509765625,54
"3869",4,4,154,NA,NA,NA
"3870",4,5,154,NA,NA,NA
"3871",5,1,154,-4.52237801038977,5.28742599487305,177
"3872",5,2,154,-4.96902573621204,3.92057800292969,145
"3873",5,3,154,-0.842866870120388,3.375,13
"3874",5,4,154,-1.5224139090325,1.75,4
"3875",5,5,154,NA,1,2
"3876",1,1,155,NA,1,2
"3877",1,2,155,NA,1,2
"3878",1,3,155,-1.75680567654712,4.408203125,45
"3879",1,4,155,-6.42772446154143,4.02518606185913,389
"3880",1,5,155,NA,NA,NA
"3881",2,1,155,-1.69390466259704,1.875,5
"3882",2,2,155,-2.65264478549596,3.96875,34
"3883",2,3,155,-2.16139587693596,5.1259765625,66
"3884",2,4,155,-2.24993938707685,5.68910217285156,237
"3885",2,5,155,-0.220589790162999,5.733642578125,162
"3886",3,1,155,-0.459403927947693,2,5
"3887",3,2,155,-1.96505659351183,3.2060546875,46
"3888",3,3,155,0.134509824874916,2.51171875,18
"3889",3,4,155,-2.72840874431023,4.6044921875,54
"3890",3,5,155,-3.07382304423954,3.49452972412109,156
"3891",4,1,155,-11.6770590376217,6.95345938205719,999
"3892",4,2,155,-4.85459576435252,4.13798522949219,199
"3893",4,3,155,NA,1,2
"3894",4,4,155,NA,NA,NA
"3895",4,5,155,NA,NA,NA
"3896",5,1,155,-4.74963180496075,5.62957763671875,153
"3897",5,2,155,-1.62830245254493,5.4462890625,97
"3898",5,3,155,-2.92089307907905,5.2998046875,105
"3899",5,4,155,-1.50413548040727,2.904296875,25
"3900",5,5,155,-0.973451696367963,1.5,3
"3901",1,1,156,NA,1,2
"3902",1,2,156,NA,1,2
"3903",1,3,156,-3.91806858244276,4.5889892578125,94
"3904",1,4,156,-7.01296107546757,6.28982496261597,613
"3905",1,5,156,NA,NA,NA
"3906",2,1,156,NA,1,2
"3907",2,2,156,-0.740119698000561,2.5625,11
"3908",2,3,156,-3.95242554177839,4.1966552734375,92
"3909",2,4,156,-1.89399824813687,6.3248291015625,183
"3910",2,5,156,-0.389218036285047,6.13394927978516,212
"3911",3,1,156,-1.55576680351295,4.296875,28
"3912",3,2,156,-3.6980424636697,4.8321533203125,87
"3913",3,3,156,-3.31349119520385,5.31402587890625,113
"3914",3,4,156,-0.935564387656694,4.4609375,30
"3915",3,5,156,-0.837649075123084,2.2578125,14
"3916",4,1,156,-8.88086057875705,6.87802028656006,559
"3917",4,2,156,-2.69160670648376,5.33349609375,100
"3918",4,3,156,-0.97399820490672,3.53125,16
"3919",4,4,156,NA,NA,NA
"3920",4,5,156,NA,NA,NA
"3921",5,1,156,-4.86198853748413,6.07327270507812,208
"3922",5,2,156,-5.39119763035399,6.39108276367188,185
"3923",5,3,156,-0.628900173984789,2.80078125,27
"3924",5,4,156,0.344205240265312,2.46875,10
"3925",5,5,156,NA,1,2
"3926",1,1,157,NA,1,2
"3927",1,2,157,NA,1,2
"3928",1,3,157,-3.45000521825875,4.527587890625,128
"3929",1,4,157,-5.94151542269037,6.64381408691406,267
"3930",1,5,157,-21.5979134553554,7.79623293876648,2528
"3931",2,1,157,NA,1,2
"3932",2,2,157,-0.425775405758887,2,5
"3933",2,3,157,-2.13677068356838,3.1328125,32
"3934",2,4,157,-2.5007220927225,4.488525390625,130
"3935",2,5,157,-1.24844375597512,5.46441650390625,147
"3936",3,1,157,-1.03542661979339,3.345703125,41
"3937",3,2,157,-1.74046322354055,3.52734375,21
"3938",3,3,157,-1.546695335576,5.5712890625,93
"3939",3,4,157,-2.80088414113721,5.86865234375,109
"3940",3,5,157,-0.741959509850588,4.5107421875,58
"3941",4,1,157,-6.25805549788481,6.55007934570312,266
"3942",4,2,157,-3.03564666754887,3.29739379882812,123
"3943",4,3,157,-4.38738071291234,6.13726806640625,188
"3944",4,4,157,NA,NA,NA
"3945",4,5,157,NA,NA,NA
"3946",5,1,157,-1.40491575913691,3.6669921875,58
"3947",5,2,157,NA,1,2
"3948",5,3,157,0.912464745755885,4.15625,23
"3949",5,4,157,-1.30565446990386,3.453125,23
"3950",5,5,157,NA,1,2
"3951",1,1,158,NA,1,2
"3952",1,2,158,NA,1,2
"3953",1,3,158,-2.73429577063424,5.388916015625,79
"3954",1,4,158,-4.4633251697507,5.73799133300781,181
"3955",1,5,158,-19.5331190171524,9.01713442802429,1957
"3956",2,1,158,NA,1,2
"3957",2,2,158,NA,1,2
"3958",2,3,158,-1.53997870677056,4.26568603515625,53
"3959",2,4,158,0.315014594605791,4.129638671875,63
"3960",2,5,158,1.67164585410771,4.1328125,29
"3961",3,1,158,-0.819723052127964,4.25,21
"3962",3,2,158,0.20856491559879,2,5
"3963",3,3,158,-0.554748005364825,3.34375,20
"3964",3,4,158,0.239345094141005,4.84375,39
"3965",3,5,158,-1.01520858593611,3.765625,24
"3966",4,1,158,-6.76576269355435,6.25858497619629,268
"3967",4,2,158,-5.44679353257681,5.44960403442383,227
"3968",4,3,158,-2.394184888016,4.8134765625,68
"3969",4,4,158,1.03749546407185,1.5,3
"3970",4,5,158,NA,NA,NA
"3971",5,1,158,0.470246351418367,4.140625,24
"3972",5,2,158,-1.75828559527382,5.27197265625,99
"3973",5,3,158,-0.00963547033869754,3.1875,11
"3974",5,4,158,-1.03410553138531,1.5,3
"3975",5,5,158,NA,1,2
"3976",1,1,159,NA,1,2
"3977",1,2,159,NA,1,2
"3978",1,3,159,-3.57989028714857,5.70166015625,107
"3979",1,4,159,-9.85185732536853,6.88819313049316,616
"3980",1,5,159,NA,NA,NA
"3981",2,1,159,-1.15639950909776,1.5,3
"3982",2,2,159,-1.15576802189546,2.21875,8
"3983",2,3,159,-2.07435654983669,3.7685546875,48
"3984",2,4,159,-1.38578926621077,6.021484375,103
"3985",2,5,159,0.494491238933824,6.40345764160156,219
"3986",3,1,159,0.180271303875171,3.5625,15
"3987",3,2,159,-3.20793870784112,5.144775390625,95
"3988",3,3,159,-0.861023076372431,3.484375,18
"3989",3,4,159,-0.421930843780432,2.98828125,30
"3990",3,5,159,-1.1565221704618,4.9453125,59
"3991",4,1,159,-8.13225939725665,6.91455078125,400
"3992",4,2,159,-5.73469584009005,5.75067138671875,222
"3993",4,3,159,-2.1794483347878,4.18212890625,45
"3994",4,4,159,NA,1,2
"3995",4,5,159,NA,NA,NA
"3996",5,1,159,-3.40657343900661,5.8984375,135
"3997",5,2,159,-2.4988012604592,3.26014709472656,98
"3998",5,3,159,-1.54986712426778,3.84375,21
"3999",5,4,159,-1.32410102116921,1.75,4
"4000",5,5,159,-0.746789862590823,1.75,4
"4001",1,1,160,NA,1,2
"4002",1,2,160,NA,1,2
"4003",1,3,160,0.337349553421508,2.875,8
"4004",1,4,160,-9.3677282203499,7.1933650970459,587
"4005",1,5,160,NA,NA,NA
"4006",2,1,160,NA,1,2
"4007",2,2,160,-1.01004146306422,2.25,5
"4008",2,3,160,-0.242098682515027,2.90625,11
"4009",2,4,160,-1.02574233188345,5.61334228515625,148
"4010",2,5,160,0.379470119553152,2.75,9
"4011",3,1,160,-1.0818269568387,3.203125,14
"4012",3,2,160,-0.922888954947069,3.7734375,19
"4013",3,3,160,-2.66365920561245,4.68359375,59
"4014",3,4,160,-1.05965586321149,4.1484375,31
"4015",3,5,160,-3.5725033689578,4.88748168945312,118
"4016",4,1,160,-3.02841740031831,5.28271484375,110
"4017",4,2,160,-4.35246327450265,3.96450805664062,250
"4018",4,3,160,-0.841193843250097,2.78125,19
"4019",4,4,160,NA,1,2
"4020",4,5,160,NA,NA,NA
"4021",5,1,160,0.876959775279679,2.498046875,16
"4022",5,2,160,-1.51675862009085,4.1953125,27
"4023",5,3,160,-2.06185438479145,5.32421875,63
"4024",5,4,160,-1.97218261368989,3.53125,15
"4025",5,5,160,NA,1,2
"4026",1,1,161,NA,1,2
"4027",1,2,161,NA,1,2
"4028",1,3,161,-0.999457107957884,2.84375,15
"4029",1,4,161,-2.36596181261509,5.692626953125,117
"4030",1,5,161,-26.1652878224509,8.72560797631741,3629
"4031",2,1,161,-1.33478558047657,2.125,6
"4032",2,2,161,-4.02577429840353,3.85546875,29
"4033",2,3,161,-1.17518447180965,3.0888671875,31
"4034",2,4,161,-2.54071866389665,4.712158203125,81
"4035",2,5,161,-0.053109505601655,6.89996337890625,417
"4036",3,1,161,-1.2124213162004,3.578125,26
"4037",3,2,161,-1.20107758048783,4.81640625,38
"4038",3,3,161,-2.99685068744757,5.1796875,64
"4039",3,4,161,-2.50257412897448,3.54833984375,85
"4040",3,5,161,-0.308473441967176,2.8359375,18
"4041",4,1,161,-9.08524254723019,6.03736877441406,464
"4042",4,2,161,-4.06092593321192,5.71270751953125,137
"4043",4,3,161,-1.93216076711177,4.3505859375,71
"4044",4,4,161,NA,NA,NA
"4045",4,5,161,NA,NA,NA
"4046",5,1,161,-5.62103833723476,6.45665740966797,323
"4047",5,2,161,-0.494428368542814,3.384765625,21
"4048",5,3,161,-1.71698798053938,3.912109375,45
"4049",5,4,161,NA,1,2
"4050",5,5,161,NA,1,2
"4051",1,1,162,NA,1,2
"4052",1,2,162,NA,1,2
"4053",1,3,162,-2.34477979519227,5.86273193359375,93
"4054",1,4,162,-4.83358805015319,5.79375171661377,343
"4055",1,5,162,NA,NA,NA
"4056",2,1,162,NA,1,2
"4057",2,2,162,-2.16315802095635,2.53125,13
"4058",2,3,162,-1.20874532671263,5.28466796875,80
"4059",2,4,162,-0.612493946783624,5.99180603027344,182
"4060",2,5,162,-1.15497196399862,7.10993337631226,869
"4061",3,1,162,-1.28540884339617,4.921875,54
"4062",3,2,162,-1.70573057791375,3.8310546875,52
"4063",3,3,162,-2.37373783637516,3.4267578125,42
"4064",3,4,162,-0.442946396141595,2.86328125,26
"4065",3,5,162,-2.4182131887794,5.6357421875,80
"4066",4,1,162,-1.07725970482169,2.5,13
"4067",4,2,162,-5.63063833184567,7.0743408203125,253
"4068",4,3,162,-2.18853760639363,4.90625,39
"4069",4,4,162,NA,NA,NA
"4070",4,5,162,NA,NA,NA
"4071",5,1,162,NA,1,2
"4072",5,2,162,-3.90466784099016,4.62919616699219,133
"4073",5,3,162,-2.07753087926188,5.03125,53
"4074",5,4,162,-0.616439333124595,4.1953125,40
"4075",5,5,162,-0.779214000901072,1.5,3
"4076",1,1,163,NA,1,2
"4077",1,2,163,NA,1,2
"4078",1,3,163,-1.33939634395807,5.367919921875,77
"4079",1,4,163,-4.70021530281884,5.5079345703125,118
"4080",1,5,163,NA,NA,NA
"4081",2,1,163,-2.38216046807895,2.1875,7
"4082",2,2,163,-1.38966144041117,1.875,5
"4083",2,3,163,-0.125702906299383,3.6953125,18
"4084",2,4,163,-0.860819299141116,3.87451934814453,155
"4085",2,5,163,-0.400025112010357,6.20724487304688,153
"4086",3,1,163,-1.44250150516212,5.109375,50
"4087",3,2,163,-3.41468576144051,3.2994384765625,91
"4088",3,3,163,-0.243434829174866,2.6328125,17
"4089",3,4,163,-2.5835299480344,4.990234375,59
"4090",3,5,163,-2.64201502095135,5.72265625,82
"4091",4,1,163,-6.75720647317643,5.85763549804688,300
"4092",4,2,163,-0.0875451282661092,2.421875,11
"4093",4,3,163,-1.52953196053427,4.3984375,38
"4094",4,4,163,NA,NA,NA
"4095",4,5,163,NA,NA,NA
"4096",5,1,163,-2.43230078526838,4.0087890625,78
"4097",5,2,163,-3.47762355954718,3.92059326171875,112
"4098",5,3,163,-2.72132198728349,4.412109375,53
"4099",5,4,163,-0.531021439344598,1.5,3
"4100",5,5,163,-1.69801319987541,1.5,3
"4101",1,1,164,NA,1,2
"4102",1,2,164,NA,1,2
"4103",1,3,164,-1.09801132142059,2.7431640625,35
"4104",1,4,164,-4.76009585807463,5.75131225585938,287
"4105",1,5,164,NA,NA,NA
"4106",2,1,164,-2.28022165419602,2.75,7
"4107",2,2,164,-0.650378406697662,1.875,5
"4108",2,3,164,-3.8801266870968,4.99267578125,90
"4109",2,4,164,-0.142995350136039,3.6220703125,38
"4110",2,5,164,-2.00348360552243,6.0118408203125,235
"4111",3,1,164,-2.28172324495582,4.36962890625,81
"4112",3,2,164,-4.33116952613846,4.94358825683594,87
"4113",3,3,164,-2.72738957939225,5.4072265625,100
"4114",3,4,164,-2.38670168423073,4.911376953125,80
"4115",3,5,164,-3.65797155809763,5.2005615234375,91
"4116",4,1,164,-3.6635526411512,5.40956878662109,170
"4117",4,2,164,-5.06830670095119,6.07025146484375,222
"4118",4,3,164,-0.578033682581552,2.640625,14
"4119",4,4,164,NA,NA,NA
"4120",4,5,164,NA,NA,NA
"4121",5,1,164,-1.98143644598242,3.6845703125,65
"4122",5,2,164,-0.611752468125102,3.765625,23
"4123",5,3,164,-1.64596165299625,4.41796875,31
"4124",5,4,164,NA,1,2
"4125",5,5,164,-1.42707694672797,2.5,6
"4126",1,1,165,NA,1,2
"4127",1,2,165,NA,1,2
"4128",1,3,165,-1.67214935594559,3.08984375,29
"4129",1,4,165,-12.6595655080329,6.45940101146698,904
"4130",1,5,165,-26.4230721622913,9.42207992076874,3618
"4131",2,1,165,NA,1,2
"4132",2,2,165,-1.40392651648611,2.6875,8
"4133",2,3,165,-0.856759047400066,5.45361328125,72
"4134",2,4,165,-1.24780711886804,5.33673095703125,165
"4135",2,5,165,-0.563746347330849,5.98239898681641,277
"4136",3,1,165,-1.46089090693301,2.6640625,20
"4137",3,2,165,-1.51979625578419,4.32421875,31
"4138",3,3,165,-1.78012008329315,5.5703125,73
"4139",3,4,165,-2.76716458574241,4.7618408203125,86
"4140",3,5,165,-0.435495744699921,3.26171875,50
"4141",4,1,165,-6.22838740186893,6.86395263671875,290
"4142",4,2,165,-7.63090647461261,6.5411262512207,470
"4143",4,3,165,-1.68131745416611,4.9296875,64
"4144",4,4,165,NA,NA,NA
"4145",4,5,165,NA,NA,NA
"4146",5,1,165,-1.3817727359755,4.65625,40
"4147",5,2,165,-3.24275505300367,3.34765625,46
"4148",5,3,165,-4.07026509062036,4.83322143554688,142
"4149",5,4,165,-0.190957906904553,2.09375,8
"4150",5,5,165,-0.759571703446419,3.25,10
"4151",1,1,166,NA,1,2
"4152",1,2,166,-1.17593735159484,1.5,3
"4153",1,3,166,-1.44889747099955,3.8359375,38
"4154",1,4,166,-17.8994127974436,7.92695039510727,2345
"4155",1,5,166,NA,NA,NA
"4156",2,1,166,-1.68328854873797,1.875,5
"4157",2,2,166,-0.43426289579436,2.53125,13
"4158",2,3,166,-2.26266905446478,5.333984375,59
"4159",2,4,166,-2.46272390985955,5.82992553710938,263
"4160",2,5,166,0.202467912873551,5.69770812988281,149
"4161",3,1,166,-0.631884221580254,3.4541015625,54
"4162",3,2,166,-1.91399013582232,4.7529296875,60
"4163",3,3,166,-0.251576354194624,2.15625,9
"4164",3,4,166,-2.14578299417436,5.7275390625,86
"4165",3,5,166,-1.21743545568661,2.4853515625,40
"4166",4,1,166,-5.78322198243228,2.80804443359375,134
"4167",4,2,166,-4.1439224207284,4.98925018310547,117
"4168",4,3,166,-0.314950989187081,4.3515625,30
"4169",4,4,166,NA,NA,NA
"4170",4,5,166,NA,NA,NA
"4171",5,1,166,-2.7942767545282,4.90234375,58
"4172",5,2,166,-5.25169456812985,6.0377197265625,139
"4173",5,3,166,-1.12149933256316,2.601318359375,51
"4174",5,4,166,0.568834376522658,3.375,12
"4175",5,5,166,0.451102582876633,1.75,4
"4176",1,1,167,NA,1,2
"4177",1,2,167,NA,1,2
"4178",1,3,167,-3.81323613811281,5.37112426757812,150
"4179",1,4,167,-8.20067936226473,6.23069214820862,398
"4180",1,5,167,-19.1934444549734,8.15225096046925,2039
"4181",2,1,167,-0.963429122840324,1.5,3
"4182",2,2,167,NA,1,2
"4183",2,3,167,-1.7439859509391,2.8046875,20
"4184",2,4,167,-1.00611713779829,5.62478637695312,162
"4185",2,5,167,-1.09914952325595,6.46481323242188,233
"4186",3,1,167,0.160111230915622,4.302734375,34
"4187",3,2,167,-2.05922121738397,4.626953125,42
"4188",3,3,167,-0.0349501606694338,2.125,6
"4189",3,4,167,-4.43282460240132,5.4820556640625,145
"4190",3,5,167,-3.86752398962946,5.68310546875,106
"4191",4,1,167,-0.874659443490684,2.7314453125,26
"4192",4,2,167,-9.13323432902499,7.22579956054688,537
"4193",4,3,167,-1.41717112040825,4.89453125,48
"4194",4,4,167,NA,NA,NA
"4195",4,5,167,NA,NA,NA
"4196",5,1,167,-2.11286710816491,4.549560546875,86
"4197",5,2,167,-4.22886986276042,5.87750244140625,148
"4198",5,3,167,1.40284331606901,2.796875,19
"4199",5,4,167,-1.40366867387235,3.6875,18
"4200",5,5,167,NA,1,2
"4201",1,1,168,NA,1,2
"4202",1,2,168,-0.977387388178678,1.75,4
"4203",1,3,168,-3.45084025888216,5.2884521484375,89
"4204",1,4,168,-13.024203600554,8.16308188438416,1333
"4205",1,5,168,NA,NA,NA
"4206",2,1,168,NA,1,2
"4207",2,2,168,-2.93710266212471,4.365234375,35
"4208",2,3,168,-3.47676606999587,6.28765869140625,175
"4209",2,4,168,-0.756595941775996,5.07421875,96
"4210",2,5,168,0.369446893193702,5.717529296875,109
"4211",3,1,168,NA,1,2
"4212",3,2,168,-1.28398510836703,4.06640625,30
"4213",3,3,168,-0.201742766263836,3.193359375,31
"4214",3,4,168,-3.44050900723436,4.08990478515625,79
"4215",3,5,168,-1.64999750468678,3.59716796875,54
"4216",4,1,168,-8.10760573913648,4.53503036499023,431
"4217",4,2,168,-5.99531866143197,6.21002197265625,211
"4218",4,3,168,-1.161498041178,4.76953125,39
"4219",4,4,168,NA,NA,NA
"4220",4,5,168,NA,NA,NA
"4221",5,1,168,-1.7795058615063,4.5703125,32
"4222",5,2,168,-2.29275969715776,4.5726318359375,87
"4223",5,3,168,-1.37487138560963,4.556884765625,58
"4224",5,4,168,-1.21126384199177,2.28125,11
"4225",5,5,168,-1.33148911788775,1.5,3
"4226",1,1,169,NA,1,2
"4227",1,2,169,-1.62419269991983,1.5,3
"4228",1,3,169,-2.30173295080398,5.001708984375,83
"4229",1,4,169,-14.6456108335172,8.03832960128784,1653
"4230",1,5,169,NA,NA,NA
"4231",2,1,169,-1.18467859314466,2,5
"4232",2,2,169,-0.671603528356561,1.875,5
"4233",2,3,169,-2.02044082198272,5.796142578125,98
"4234",2,4,169,-0.401567905953051,4.22265625,37
"4235",2,5,169,0.687880012992306,7.51157546043396,915
"4236",3,1,169,-0.666903708913359,3.390625,22
"4237",3,2,169,-1.09623588296412,4.5537109375,43
"4238",3,3,169,NA,1,2
"4239",3,4,169,-0.139158548390666,3.4609375,25
"4240",3,5,169,-2.85904583363014,4.3349609375,54
"4241",4,1,169,-3.57676985573743,5.41050720214844,129
"4242",4,2,169,-3.52013033545077,4.71771240234375,110
"4243",4,3,169,-2.81884462998703,4.724609375,44
"4244",4,4,169,NA,NA,NA
"4245",4,5,169,NA,NA,NA
"4246",5,1,169,-4.01817532065018,6.31478881835938,202
"4247",5,2,169,-1.45342579602828,4.703125,38
"4248",5,3,169,-2.24253862760888,5.1259765625,61
"4249",5,4,169,-0.233878096454901,2.625,7
"4250",5,5,169,NA,1,2
"4251",1,1,170,NA,1,2
"4252",1,2,170,0.0630811071237075,1.5,3
"4253",1,3,170,-1.0522511038449,3.5625,15
"4254",1,4,170,-8.28217150084335,7.33001756668091,541
"4255",1,5,170,NA,NA,NA
"4256",2,1,170,-0.922723350146707,1.5,3
"4257",2,2,170,-0.804039831130616,3.4375,14
"4258",2,3,170,-1.03871235521662,2.29833984375,33
"4259",2,4,170,-1.25219521651808,5.43994140625,84
"4260",2,5,170,-0.174370644757092,2.46435546875,26
"4261",3,1,170,-1.55878495743483,4.0703125,30
"4262",3,2,170,-4.57320463894223,4.996826171875,91
"4263",3,3,170,-0.9201581366391,3.593505859375,34
"4264",3,4,170,-3.46534569380528,5.36029052734375,86
"4265",3,5,170,-1.45201191735053,2.54296875,16
"4266",4,1,170,-6.99985066149559,6.79759216308594,452
"4267",4,2,170,-7.27939603306043,6.79313659667969,383
"4268",4,3,170,-0.350554712200484,3.775390625,26
"4269",4,4,170,NA,NA,NA
"4270",4,5,170,NA,NA,NA
"4271",5,1,170,-3.56782275928797,5.358154296875,102
"4272",5,2,170,-2.0942660742826,3.28857421875,66
"4273",5,3,170,-0.56137088080379,2.25,5
"4274",5,4,170,-1.38221811453684,3.552734375,22
"4275",5,5,170,NA,1,2
"4276",1,1,171,NA,1,2
"4277",1,2,171,NA,1,2
"4278",1,3,171,-1.4286190006227,4.5205078125,69
"4279",1,4,171,-8.21192460645242,7.06527709960938,432
"4280",1,5,171,NA,NA,NA
"4281",2,1,171,-1.26884793922164,1.5,3
"4282",2,2,171,-0.653101883552793,3,11
"4283",2,3,171,-4.22724021749498,5.71337890625,120
"4284",2,4,171,-1.8015251715616,4.28752136230469,239
"4285",2,5,171,-0.73988984496955,4.94680023193359,147
"4286",3,1,171,-0.669006737741917,3.765625,21
"4287",3,2,171,-3.13620924719519,5.48583984375,91
"4288",3,3,171,-2.30559736784938,5.30517578125,67
"4289",3,4,171,-4.28086193286688,5.468505859375,107
"4290",3,5,171,-5.12768806986827,4.72021484375,144
"4291",4,1,171,-9.13669027804238,4.93503952026367,567
"4292",4,2,171,-6.45948443526271,6.37885665893555,314
"4293",4,3,171,-0.879132008266179,2.771484375,26
"4294",4,4,171,NA,NA,NA
"4295",4,5,171,NA,NA,NA
"4296",5,1,171,-4.27896320968688,6.05055236816406,247
"4297",5,2,171,-3.86683865750246,5.3023681640625,130
"4298",5,3,171,-2.88188250512054,4.338134765625,57
"4299",5,4,171,-0.696438504435912,2.5625,15
"4300",5,5,171,-1.18779477760608,2.3125,8
"4301",1,1,172,NA,1,2
"4302",1,2,172,NA,1,2
"4303",1,3,172,-4.02575936845014,5.81982421875,111
"4304",1,4,172,-3.23862283014106,5.695068359375,124
"4305",1,5,172,NA,NA,NA
"4306",2,1,172,-0.805253564940631,2.25,5
"4307",2,2,172,-2.92727753468437,2.765625,18
"4308",2,3,172,-1.26900855262993,4.958984375,49
"4309",2,4,172,1.26118158202031,3.25,12
"4310",2,5,172,-0.418025052548152,6.76699829101562,392
"4311",3,1,172,-0.595067154858104,2.5625,12
"4312",3,2,172,-0.190207059412742,2.1875,7
"4313",3,3,172,-0.60368373332056,3.40625,41
"4314",3,4,172,-2.08763342570527,5.010498046875,74
"4315",3,5,172,-2.37120374068298,3.5126953125,50
"4316",4,1,172,-5.67523688705885,4.29002857208252,386
"4317",4,2,172,-4.66915546552082,6.50613403320312,234
"4318",4,3,172,-2.69748629159545,3.691162109375,93
"4319",4,4,172,NA,NA,NA
"4320",4,5,172,NA,NA,NA
"4321",5,1,172,-3.04590744128859,2.97927856445312,70
"4322",5,2,172,-2.55862187314445,5.00146484375,89
"4323",5,3,172,-0.258690940561371,1.75,4
"4324",5,4,172,-0.70610988489872,2.5595703125,20
"4325",5,5,172,-0.0861356599625166,2.5625,8
"4326",1,1,173,NA,1,2
"4327",1,2,173,NA,1,2
"4328",1,3,173,-1.26574341192531,4.28125,45
"4329",1,4,173,-4.91215583533286,6.0477294921875,213
"4330",1,5,173,NA,NA,NA
"4331",2,1,173,-2.41384623007472,1.75,4
"4332",2,2,173,-1.98979736408104,3.1875,11
"4333",2,3,173,-0.52275512506413,4.03125,25
"4334",2,4,173,0.791506261301747,4.95703125,59
"4335",2,5,173,1.46302465692419,4.1004638671875,55
"4336",3,1,173,-2.19262588519181,4.510498046875,61
"4337",3,2,173,-3.22940445581009,5.7257080078125,158
"4338",3,3,173,-2.18302015372182,5,75
"4339",3,4,173,-1.98641710061429,3.58203125,20
"4340",3,5,173,-0.846225916344792,3.654052734375,33
"4341",4,1,173,-6.13994096540037,6.1981201171875,215
"4342",4,2,173,-7.42484866727538,6.67548370361328,304
"4343",4,3,173,-1.94709758309827,5.4537353515625,98
"4344",4,4,173,NA,NA,NA
"4345",4,5,173,NA,NA,NA
"4346",5,1,173,-5.28476013880794,5.55865478515625,168
"4347",5,2,173,-2.48563700609534,5.251953125,67
"4348",5,3,173,-0.197496431384648,2.5,11
"4349",5,4,173,-0.649282278962973,3.1875,11
"4350",5,5,173,NA,1,2
"4351",1,1,174,NA,1,2
"4352",1,2,174,NA,1,2
"4353",1,3,174,-0.346329581296747,2.5,6
"4354",1,4,174,-9.58669525901676,6.15070557594299,741
"4355",1,5,174,NA,NA,NA
"4356",2,1,174,-3.17514490867426,2.8046875,12
"4357",2,2,174,-0.412412565704625,2.5,6
"4358",2,3,174,-2.35872996866451,4.53125,40
"4359",2,4,174,-1.82374978635572,5.97998046875,143
"4360",2,5,174,0.89612239895805,3.390625,16
"4361",3,1,174,-1.73673765432473,4.23828125,31
"4362",3,2,174,-1.47902348604945,3.90625,18
"4363",3,3,174,-2.56089373258883,4.6123046875,61
"4364",3,4,174,-1.91394486897721,5.103515625,57
"4365",3,5,174,0.604589755144107,4.025390625,36
"4366",4,1,174,-5.09287619781312,3.80781555175781,180
"4367",4,2,174,-2.91821385398524,3.787353515625,134
"4368",4,3,174,-1.33357824365198,3.13134765625,52
"4369",4,4,174,NA,NA,NA
"4370",4,5,174,NA,NA,NA
"4371",5,1,174,-3.26989894624278,5.6383056640625,116
"4372",5,2,174,0.823152971408643,2.78125,18
"4373",5,3,174,0.265567821986237,2.78125,23
"4374",5,4,174,-1.2261599946981,3.025390625,33
"4375",5,5,174,NA,1,2
"4376",1,1,175,NA,1,2
"4377",1,2,175,NA,1,2
"4378",1,3,175,-0.478911374167039,1.9375,6
"4379",1,4,175,-15.9130439597708,8.17507526278496,1990
"4380",1,5,175,NA,NA,NA
"4381",2,1,175,-1.87811195353325,1.875,5
"4382",2,2,175,-1.00078772440679,2.625,18
"4383",2,3,175,-0.90938145488253,4.40625,32
"4384",2,4,175,0.957925836410001,4.76171875,81
"4385",2,5,175,-0.228679719008799,6.274169921875,155
"4386",3,1,175,-0.590479652833344,4.267578125,34
"4387",3,2,175,-2.94866583156592,4.560546875,53
"4388",3,3,175,-0.426187549567384,3.375,21
"4389",3,4,175,-2.44728010332889,5.60205078125,90
