"","param_vary","i_param_var","replicate","gamma","B2","SR"
"1173",5,3,46,-1.45919210949347,4.7861328125,46
"1174",5,4,46,-3.1519799762429,4.9501953125,65
"1175",5,5,46,NA,1,2
"1176",1,1,47,NA,1,2
"1177",1,2,47,NA,1,2
"1178",1,3,47,-2.62953439148746,3.86383056640625,101
"1179",1,4,47,-9.06802317408022,7.77553367614746,653
"1180",1,5,47,NA,NA,NA
"1181",2,1,47,-0.855986572349735,2.0625,7
"1182",2,2,47,-1.66354027822741,1.9375,6
"1183",2,3,47,-0.618078829267375,3.31640625,36
"1184",2,4,47,-1.78006088197572,5.96038818359375,155
"1185",2,5,47,-0.824763957855744,6.33831787109375,334
"1186",3,1,47,-2.62021271623867,3.9951171875,53
"1187",3,2,47,-2.48640031445349,4.701171875,48
"1188",3,3,47,-2.42427729390179,5.78125,122
"1189",3,4,47,-3.03532765181508,5.48095703125,101
"1190",3,5,47,-2.55687672607238,5.604248046875,105
"1191",4,1,47,-9.94538065608253,6.91679000854492,600
"1192",4,2,47,-4.80005927818155,5.8828125,159
"1193",4,3,47,-1.07954781634769,4.2890625,36
"1194",4,4,47,NA,NA,NA
"1195",4,5,47,NA,NA,NA
"1196",5,1,47,-3.18834740304382,5.43359375,127
"1197",5,2,47,-0.46042212849382,2.8125,9
"1198",5,3,47,-0.996419771894389,3.47265625,23
"1199",5,4,47,-0.517084433166602,2.92578125,23
"1200",5,5,47,NA,1,2
"1201",1,1,48,NA,1,2
"1202",1,2,48,NA,1,2
"1203",1,3,48,-0.0433712558050203,2.1875,10
"1204",1,4,48,-15.4539630662752,8.69155931472778,1860
"1205",1,5,48,-25.8664186621358,8.57260574400425,3772
"1206",2,1,48,NA,1,2
"1207",2,2,48,-0.860020371343811,1.75,4
"1208",2,3,48,-1.29551559040155,4.1171875,22
"1209",2,4,48,-0.652636159173252,4.55078125,40
"1210",2,5,48,1.24736538615811,5.17919921875,62
"1211",3,1,48,-2.45864721364853,4.7774658203125,114
"1212",3,2,48,0.280909989527672,3.0625,28
"1213",3,3,48,-1.56469933077657,5.16796875,70
"1214",3,4,48,-1.43798988334682,4,26
"1215",3,5,48,-4.85513286517555,5.55752563476562,170
"1216",4,1,48,-2.45219065668655,5.33203125,71
"1217",4,2,48,-2.48913608254666,5.0941162109375,85
"1218",4,3,48,-0.444630832707342,3.69921875,24
"1219",4,4,48,1.06589000723544,1.5,3
"1220",4,5,48,NA,NA,NA
"1221",5,1,48,-5.76675277445965,6.23910522460938,247
"1222",5,2,48,0.753193430281853,1.5,3
"1223",5,3,48,-1.54927140566168,4.7294921875,57
"1224",5,4,48,0.725504108445011,2.84375,10
"1225",5,5,48,NA,1,2
"1226",1,1,49,NA,1,2
"1227",1,2,49,NA,1,2
"1228",1,3,49,-1.87380155799858,4.75,47
"1229",1,4,49,-6.65193146524357,6.41902160644531,275
"1230",1,5,49,NA,NA,NA
"1231",2,1,49,NA,1,2
"1232",2,2,49,-1.79946758980161,3.125,13
"1233",2,3,49,0.244073866191215,2.84375,19
"1234",2,4,49,-1.6269939444433,5.65205383300781,182
"1235",2,5,49,0.645816515790139,5.63006782531738,194
"1236",3,1,49,-0.495290189747473,4.35205078125,49
"1237",3,2,49,-1.35131553888781,4.3935546875,80
"1238",3,3,49,-0.0656007260780322,3.642578125,31
"1239",3,4,49,-0.207166894097479,2,5
"1240",3,5,49,-1.13856622214769,4.3017578125,50
"1241",4,1,49,-6.53410640920832,5.2982177734375,208
"1242",4,2,49,-0.10436572187081,2.125,8
"1243",4,3,49,-0.792195191629616,2.9921875,26
"1244",4,4,49,NA,NA,NA
"1245",4,5,49,NA,NA,NA
"1246",5,1,49,-3.23613066313681,5.660888671875,116
"1247",5,2,49,-1.02207303994611,1.75,4
"1248",5,3,49,-1.46091676058607,5.1474609375,64
"1249",5,4,49,-0.572909763848474,2.4375,9
"1250",5,5,49,NA,1,2
"1251",1,1,50,NA,1,2
"1252",1,2,50,NA,1,2
"1253",1,3,50,-0.826206170212045,4.3046875,32
"1254",1,4,50,-14.3025891933064,8.32451772689819,1442
"1255",1,5,50,NA,NA,NA
"1256",2,1,50,-1.09999839557641,2,6
"1257",2,2,50,-0.184123800990962,1.75,4
"1258",2,3,50,-3.74641528077367,5.7607421875,104
"1259",2,4,50,-2.60847776400606,6.47591018676758,423
"1260",2,5,50,-0.126955604455625,5.58856201171875,103
"1261",3,1,50,-3.58964960721544,5.074951171875,96
"1262",3,2,50,-1.21460313603117,4.49154663085938,72
"1263",3,3,50,-0.0783165942001853,4.373046875,31
"1264",3,4,50,0.926072935808917,2,5
"1265",3,5,50,-2.7610337937096,4.537353515625,132
"1266",4,1,50,-4.34667587261014,5.71435546875,105
"1267",4,2,50,-9.00739389603491,7.192626953125,494
"1268",4,3,50,-1.12462872044288,5.140625,60
"1269",4,4,50,NA,NA,NA
"1270",4,5,50,NA,NA,NA
"1271",5,1,50,-3.00557742738097,4.55517578125,94
"1272",5,2,50,-4.63992564872578,5.3450927734375,106
"1273",5,3,50,-1.63489620457096,4.59765625,45
"1274",5,4,50,0.399983435796836,2.4296875,12
"1275",5,5,50,NA,1,2
"1276",1,1,51,NA,1,2
"1277",1,2,51,NA,1,2
"1278",1,3,51,-1.70219219203537,4.2734375,31
"1279",1,4,51,-16.6636570839812,7.76222670078278,2133
"1280",1,5,51,NA,NA,NA
"1281",2,1,51,NA,1,2
"1282",2,2,51,-1.65856211850285,3.703125,27
"1283",2,3,51,-1.65538719902986,4.853515625,45
"1284",2,4,51,-1.65305238291463,6.450927734375,246
"1285",2,5,51,-0.708207047931549,6.35452270507812,393
"1286",3,1,51,-0.165504052331298,2.69140625,21
"1287",3,2,51,-1.24331612463762,3.71875,15
"1288",3,3,51,-1.84249336533299,4.884765625,62
"1289",3,4,51,-2.83666201027496,4.55859375,98
"1290",3,5,51,-0.877219307720887,4.544921875,32
"1291",4,1,51,-12.4042263442346,8.18075215816498,967
"1292",4,2,51,-5.4339693841971,4.78375244140625,152
"1293",4,3,51,-1.49900723563277,3.18603515625,42
"1294",4,4,51,NA,NA,NA
"1295",4,5,51,NA,NA,NA
"1296",5,1,51,-4.22891230000786,5.977783203125,146
"1297",5,2,51,-1.70764339947734,4.823486328125,48
"1298",5,3,51,-0.595807517114034,3.296875,24
"1299",5,4,51,-0.918667217346159,4.326171875,41
"1300",5,5,51,NA,1,2
"1301",1,1,52,NA,1,2
"1302",1,2,52,NA,1,2
"1303",1,3,52,0.58018486807686,3.859375,18
"1304",1,4,52,-13.3144792910644,8.06302070617676,1090
"1305",1,5,52,NA,NA,NA
"1306",2,1,52,NA,1,2
"1307",2,2,52,-1.90190631309129,3.671875,23
"1308",2,3,52,-3.20003379580481,5.02995300292969,113
"1309",2,4,52,-2.42405138068977,6.47359085083008,261
"1310",2,5,52,1.22291708441243,5.5263671875,114
"1311",3,1,52,-2.37194754758708,4.9052734375,61
"1312",3,2,52,-1.74427921305628,5.0126953125,61
"1313",3,3,52,-2.32071654758545,4.5341796875,56
"1314",3,4,52,-0.0187614576175101,3.5406494140625,56
"1315",3,5,52,-1.96374880562037,5.738525390625,92
"1316",4,1,52,-6.45498230366791,5.8466796875,230
"1317",4,2,52,-4.77963327486643,6.07504272460938,220
"1318",4,3,52,-1.311126231367,3.7685546875,26
"1319",4,4,52,NA,NA,NA
"1320",4,5,52,NA,NA,NA
"1321",5,1,52,-2.54529543214925,5.05908203125,91
"1322",5,2,52,1.30755608033938,2.3125,8
"1323",5,3,52,0.17845593638909,2.38671875,25
"1324",5,4,52,NA,1,2
"1325",5,5,52,-1.55586700831884,3.0625,10
"1326",1,1,53,NA,1,2
"1327",1,2,53,-1.18375243215218,1.5,3
"1328",1,3,53,-2.05869888925943,5.0673828125,63
"1329",1,4,53,-16.2094867974278,8.40957444906235,1830
"1330",1,5,53,NA,NA,NA
"1331",2,1,53,NA,1,2
"1332",2,2,53,-0.322305679416502,1.5,3
"1333",2,3,53,-1.39263323939885,4.18359375,48
"1334",2,4,53,-1.02286351647375,3.47210693359375,109
"1335",2,5,53,0.409303168703293,5.807861328125,131
"1336",3,1,53,-0.684994373603165,1.5,3
"1337",3,2,53,-2.52877916041365,5.78857421875,115
"1338",3,3,53,-1.96056321233664,4.80859375,45
"1339",3,4,53,-0.948129193660755,4.2109375,29
"1340",3,5,53,-2.12196011615101,5.14697265625,65
"1341",4,1,53,-10.711354126809,4.07459299266338,781
"1342",4,2,53,-5.48764890078437,6.271484375,174
"1343",4,3,53,-0.992904160186112,2.931640625,27
"1344",4,4,53,NA,NA,NA
"1345",4,5,53,NA,NA,NA
"1346",5,1,53,-1.93301660571479,4.1630859375,63
"1347",5,2,53,-0.920283833735401,3.7890625,20
"1348",5,3,53,-0.39033888808455,2.703125,18
"1349",5,4,53,-0.385545619399872,1.5,3
"1350",5,5,53,-0.354743032278395,2.125,6
"1351",1,1,54,NA,1,2
"1352",1,2,54,NA,1,2
"1353",1,3,54,-0.836418709209083,3.71875,16
"1354",1,4,54,-14.3952967604174,8.32958924770355,1712
"1355",1,5,54,NA,NA,NA
"1356",2,1,54,NA,1,2
"1357",2,2,54,-0.874352986530412,2.25,7
"1358",2,3,54,-2.14475427779569,4.078125,27
"1359",2,4,54,-2.30089179333262,5.9853515625,181
"1360",2,5,54,-0.292219523871171,5.34423828125,131
"1361",3,1,54,-2.16700028049624,3.0419921875,39
"1362",3,2,54,-1.48015297583769,3.296875,14
"1363",3,3,54,-0.134204216513708,2.40625,12
"1364",3,4,54,-1.54385390215454,4.3916015625,56
"1365",3,5,54,-1.17181698387052,4.443603515625,60
"1366",4,1,54,-8.53524896603114,6.89910888671875,354
"1367",4,2,54,-4.53919332575598,5.98873901367188,179
"1368",4,3,54,-0.764089055618557,3.09375,11
"1369",4,4,54,NA,NA,NA
"1370",4,5,54,NA,NA,NA
"1371",5,1,54,-2.80023784198275,4.86039733886719,140
"1372",5,2,54,-1.85127195196496,4.9375,43
"1373",5,3,54,0.198949487605901,4.376953125,35
"1374",5,4,54,-0.33848741124079,2.78125,20
"1375",5,5,54,NA,1,2
"1376",1,1,55,NA,1,2
"1377",1,2,55,NA,1,2
"1378",1,3,55,-3.8433402940672,5.573974609375,126
"1379",1,4,55,-11.6587252472996,7.0675892829895,889
"1380",1,5,55,NA,NA,NA
"1381",2,1,55,-1.899699570445,1.75,4
"1382",2,2,55,-0.805458290940856,2.4921875,13
"1383",2,3,55,-3.20104728544194,4.939453125,58
"1384",2,4,55,-1.05810424321462,7.07123184204102,323
"1385",2,5,55,-1.31953032501425,6.50799560546875,195
"1386",3,1,55,-3.43033011810269,5.832275390625,116
"1387",3,2,55,-2.06084972831178,4.85302734375,77
"1388",3,3,55,-0.266499935331205,3.78125,17
"1389",3,4,55,-0.659501400770003,4.33984375,33
"1390",3,5,55,-0.771058841694796,2.3935546875,18
"1391",4,1,55,-3.92161690944657,5.0743408203125,123
"1392",4,2,55,-1.9420973784152,3.658203125,82
"1393",4,3,55,-1.26654315507935,4.7275390625,50
"1394",4,4,55,NA,NA,NA
"1395",4,5,55,NA,NA,NA
"1396",5,1,55,-2.76570460965159,4.84326171875,73
"1397",5,2,55,-4.31222973719343,5.89443969726562,169
"1398",5,3,55,-3.14400560630711,4.982421875,68
"1399",5,4,55,0.263841961359481,2.40625,10
"1400",5,5,55,0.0815061491594984,1.5,3
"1401",1,1,56,-1.73094471399796,1.5,3
"1402",1,2,56,NA,1,2
"1403",1,3,56,-1.08811050791053,4.2265625,27
"1404",1,4,56,-7.74841321086721,6.5365104675293,591
"1405",1,5,56,-17.938430071611,8.266237616539,1640
"1406",2,1,56,NA,1,2
"1407",2,2,56,-1.05204048013776,3.484375,18
"1408",2,3,56,-1.34984338905988,2.125,6
"1409",2,4,56,-3.1336525212236,5.66910529136658,180
"1410",2,5,56,0.850505508341501,2.2421875,13
"1411",3,1,56,-0.0854345633621219,2.640625,11
"1412",3,2,56,-2.17483792882043,3.8525390625,40
"1413",3,3,56,-1.97314423376755,4.234375,50
"1414",3,4,56,-1.06947252557754,4.58203125,46
"1415",3,5,56,-1.05603878581817,4.28125,33
"1416",4,1,56,-6.04034137327821,2.91957092285156,163
"1417",4,2,56,-5.4630205840815,3.86825561523438,172
"1418",4,3,56,-0.845443952347352,4.416015625,43
"1419",4,4,56,NA,NA,NA
"1420",4,5,56,NA,NA,NA
"1421",5,1,56,-3.83907268266621,3.37542724609375,95
"1422",5,2,56,-1.04138835874657,4.3359375,54
"1423",5,3,56,-1.38836681554166,3.41748046875,73
"1424",5,4,56,-0.431665830438377,3.21875,18
"1425",5,5,56,-0.503341744645476,1.5,3
"1426",1,1,57,NA,1,2
"1427",1,2,57,NA,1,2
"1428",1,3,57,-2.30749326924025,4.79234313964844,104
"1429",1,4,57,-7.7296248951333,6.92501831054688,485
"1430",1,5,57,NA,NA,NA
"1431",2,1,57,NA,1,2
"1432",2,2,57,NA,1,2
"1433",2,3,57,-1.14874412458471,3.7734375,24
"1434",2,4,57,0.000180879758189077,3.7073974609375,92
"1435",2,5,57,-0.580843496209793,5.422607421875,151
"1436",3,1,57,-1.97835857934723,5.25,70
"1437",3,2,57,-0.988879694258186,4.35888671875,46
"1438",3,3,57,-1.12415521909803,4.3046875,30
"1439",3,4,57,-2.01272178800575,4.994140625,83
"1440",3,5,57,-3.26562927684905,5.26025390625,114
"1441",4,1,57,-6.23556271147761,4.45384979248047,308
"1442",4,2,57,-6.64233689554339,4.27866744995117,264
"1443",4,3,57,-0.447694725496613,4.1875,26
"1444",4,4,57,NA,NA,NA
"1445",4,5,57,NA,NA,NA
"1446",5,1,57,-1.0569472818326,4.41357421875,38
"1447",5,2,57,-2.52122374653967,3.5078125,19
"1448",5,3,57,-1.88314616714935,4.323486328125,51
"1449",5,4,57,-0.0538079481651323,3.28125,13
"1450",5,5,57,-1.29098147188659,1.875,5
"1451",1,1,58,NA,1,2
"1452",1,2,58,NA,1,2
"1453",1,3,58,-0.604131681259892,4.4716796875,41
"1454",1,4,58,-6.18403019886388,6.92796325683594,342
"1455",1,5,58,NA,NA,NA
"1456",2,1,58,NA,1,2
"1457",2,2,58,-1.72374206627809,2.625,7
"1458",2,3,58,-2.08201538712767,4.7119140625,54
"1459",2,4,58,0.840669948618434,2.21875,8
"1460",2,5,58,1.65817283107732,5.666015625,138
"1461",3,1,58,-3.29910908396342,4.998046875,63
"1462",3,2,58,-1.0974218603952,3.3359375,22
"1463",3,3,58,0.27720376988062,3.65625,21
"1464",3,4,58,-0.183989032765031,4.23583984375,41
"1465",3,5,58,-1.83368006739489,4.9404296875,104
"1466",4,1,58,-3.30725851955863,5.318603515625,120
"1467",4,2,58,-4.84303046242572,6.16302490234375,226
"1468",4,3,58,-1.61189792663088,4.9921875,48
"1469",4,4,58,NA,NA,NA
"1470",4,5,58,NA,NA,NA
"1471",5,1,58,-4.04871988093852,6.3525390625,236
"1472",5,2,58,-2.81163572081836,5.34771728515625,99
"1473",5,3,58,-2.80069481220269,4.91403198242188,70
"1474",5,4,58,-0.329243257156245,4.53125,35
"1475",5,5,58,NA,1,2
"1476",1,1,59,NA,1,2
"1477",1,2,59,NA,1,2
"1478",1,3,59,-0.0072390054056503,4,19
"1479",1,4,59,-11.8064202351299,7.62801647186279,1090
"1480",1,5,59,NA,NA,NA
"1481",2,1,59,NA,1,2
"1482",2,2,59,-2.17610282591605,2.4375,9
"1483",2,3,59,-1.88066842511851,5.583984375,73
"1484",2,4,59,-0.863187790193026,5.732421875,120
"1485",2,5,59,0.310082892970984,5.75859069824219,262
"1486",3,1,59,1.15917323013634,2.71875,17
"1487",3,2,59,0.105777763410199,2.3125,8
"1488",3,3,59,-1.77526833232064,5.05078125,53
"1489",3,4,59,-0.291203213556618,2.625,7
"1490",3,5,59,-0.74811915756056,3.109375,29
"1491",4,1,59,-5.82283328337053,6.51995849609375,237
"1492",4,2,59,-6.7748550229622,5.78044128417969,295
"1493",4,3,59,-1.26597436452158,3.9267578125,47
"1494",4,4,59,NA,NA,NA
"1495",4,5,59,NA,NA,NA
"1496",5,1,59,-2.24399276708211,5.765625,78
"1497",5,2,59,-1.12423051927644,3.52734375,19
"1498",5,3,59,-1.22994516189897,3.9921875,31
"1499",5,4,59,-0.87125340424265,2.5283203125,29
"1500",5,5,59,NA,1,2
"1501",1,1,60,NA,1,2
"1502",1,2,60,NA,1,2
"1503",1,3,60,-0.924707388236017,3.671875,21
"1504",1,4,60,-8.38498864492144,7.41421318054199,581
"1505",1,5,60,NA,NA,NA
"1506",2,1,60,NA,1,2
"1507",2,2,60,-1.07784380871852,3.53125,16
"1508",2,3,60,-1.22484500033945,4.49853515625,67
"1509",2,4,60,-1.78800835916979,5.84674072265625,190
"1510",2,5,60,0.231781039062896,4.97506713867188,232
"1511",3,1,60,-1.80843142533729,4.515625,39
"1512",3,2,60,-1.09585434479085,3.5078125,30
"1513",3,3,60,-2.46275650240239,3.890625,37
"1514",3,4,60,-1.81016356415884,3.50732421875,64
"1515",3,5,60,-1.89536284008482,3.6328125,48
"1516",4,1,60,-0.953949522531113,3.76806640625,43
"1517",4,2,60,-7.76553185622743,6.69473266601562,446
"1518",4,3,60,-2.29427159819703,3.98095703125,55
"1519",4,4,60,NA,NA,NA
"1520",4,5,60,NA,NA,NA
"1521",5,1,60,-2.10421431634118,3.7529296875,46
"1522",5,2,60,-3.17027058667864,4.54296875,119
"1523",5,3,60,-1.60983466292608,4.603515625,48
"1524",5,4,60,0.00787812472070682,4.265625,33
"1525",5,5,60,-1.63947336661922,2.125,8
"1526",1,1,61,NA,1,2
"1527",1,2,61,NA,1,2
"1528",1,3,61,0.115187011765013,3.1953125,18
"1529",1,4,61,-13.1908519902285,7.55061531066895,1269
"1530",1,5,61,NA,NA,NA
"1531",2,1,61,NA,1,2
"1532",2,2,61,NA,1,2
"1533",2,3,61,-2.65530364462963,5.5330810546875,103
"1534",2,4,61,0.317794458756179,3.16650390625,51
"1535",2,5,61,0.255630307512895,4.76491737365723,193
"1536",3,1,61,-1.90942096919331,4.0390625,36
"1537",3,2,61,-2.29855149013838,3.3974609375,59
"1538",3,3,61,-0.982413558009169,2.9140625,34
"1539",3,4,61,-0.636683307596329,2.556640625,19
"1540",3,5,61,-2.98051543320164,5.79632568359375,173
"1541",4,1,61,-6.42929100667138,3.96604156494141,251
"1542",4,2,61,-4.68088607798764,6.251220703125,173
"1543",4,3,61,-0.680166418852708,2.9375,23
"1544",4,4,61,NA,NA,NA
"1545",4,5,61,NA,NA,NA
"1546",5,1,61,-2.38868216850587,4.4892578125,73
"1547",5,2,61,-4.72695794718468,5.23674774169922,211
"1548",5,3,61,-3.39890287094607,5.218994140625,84
"1549",5,4,61,0.61408715132649,1.75,4
"1550",5,5,61,-0.275807110670853,1.5,3
"1551",1,1,62,NA,1,2
"1552",1,2,62,NA,1,2
"1553",1,3,62,-1.40102758733804,4.52978515625,59
"1554",1,4,62,-6.06063089766518,7.27980804443359,506
"1555",1,5,62,NA,NA,NA
"1556",2,1,62,-0.992956580943715,1.75,4
"1557",2,2,62,-2.7823842832368,4.15625,24
"1558",2,3,62,0.670028024278765,2.96875,18
"1559",2,4,62,-0.624340741017274,6.12582397460938,174
"1560",2,5,62,0.0490129133778674,6.0751953125,228
"1561",3,1,62,-1.29967830309798,4.966796875,48
"1562",3,2,62,-0.831877024573743,3.58642578125,67
"1563",3,3,62,-2.88629982545347,4.904296875,89
"1564",3,4,62,-1.59448646648262,4.3720703125,53
"1565",3,5,62,-0.998569698267949,4.34765625,33
"1566",4,1,62,-6.2821557439114,6.71734619140625,348
"1567",4,2,62,-2.24289988031481,3.18701171875,67
"1568",4,3,62,-1.14345908296072,4.02734375,41
"1569",4,4,62,-0.0957515909500612,2,4
"1570",4,5,62,NA,NA,NA
"1571",5,1,62,-1.76210644777199,4.7412109375,52
"1572",5,2,62,-1.94012734217537,3.6689453125,32
"1573",5,3,62,-3.79163534874959,6.17510986328125,155
"1574",5,4,62,-1.41366804691588,3.375,11
"1575",5,5,62,NA,1,2
"1576",1,1,63,NA,1,2
"1577",1,2,63,NA,1,2
"1578",1,3,63,-1.62166672400178,3.93359375,46
"1579",1,4,63,-3.88938345508816,5.24817657470703,148
"1580",1,5,63,NA,NA,NA
"1581",2,1,63,NA,1,2
"1582",2,2,63,-1.53693126003852,2.7421875,15
"1583",2,3,63,-2.6518887714301,5.01330184936523,194
"1584",2,4,63,-1.59237252464079,5.41937255859375,115
"1585",2,5,63,-0.196247378133511,5.2135009765625,114
"1586",3,1,63,-1.14102983033732,2.60546875,20
"1587",3,2,63,-3.23495376629578,5.697509765625,94
"1588",3,3,63,-1.3642801276408,1.5,3
"1589",3,4,63,-1.35614102149037,5.263671875,67
"1590",3,5,63,0.0634719793117766,4.18896484375,47
"1591",4,1,63,-1.66156702499543,3.578125,17
"1592",4,2,63,-7.25957613750965,4.71582412719727,341
"1593",4,3,63,-0.634610213229467,3.375,26
"1594",4,4,63,NA,NA,NA
"1595",4,5,63,NA,NA,NA
"1596",5,1,63,-1.39128135619198,2.40234375,21
"1597",5,2,63,-1.69573833487268,5.431884765625,79
"1598",5,3,63,-0.271045283961442,3.80859375,28
"1599",5,4,63,-0.394492662205614,1.5,3
"1600",5,5,63,NA,1,2
"1601",1,1,64,-1.85087473365933,1.75,4
"1602",1,2,64,NA,1,2
"1603",1,3,64,-0.0233642489190093,2.21875,10
"1604",1,4,64,-8.64422363760418,6.27250385284424,514
"1605",1,5,64,NA,NA,NA
"1606",2,1,64,-1.29509909863465,1.75,4
"1607",2,2,64,-2.14019909143037,4.31640625,32
"1608",2,3,64,-2.50812081326478,3.36288452148438,83
"1609",2,4,64,-1.9827232579583,4.9248046875,117
"1610",2,5,64,1.00053897891853,4.25,30
"1611",3,1,64,-1.60750665993255,4.1015625,33
"1612",3,2,64,-1.77947679454122,3.91796875,35
"1613",3,3,64,-2.11873325274502,5.19921875,52
"1614",3,4,64,-2.72345333462367,4.953125,49
"1615",3,5,64,-2.17247609384783,6.09423828125,134
"1616",4,1,64,-7.67834302906666,6.87246704101562,320
"1617",4,2,64,-7.79594058716514,6.54869842529297,395
"1618",4,3,64,-0.192421260109442,4.6279296875,68
"1619",4,4,64,NA,NA,NA
"1620",4,5,64,NA,NA,NA
"1621",5,1,64,-1.82494278755905,5.314453125,91
"1622",5,2,64,-0.657884054641022,2.9453125,22
"1623",5,3,64,-0.0711553539424971,2.21875,10
"1624",5,4,64,NA,1,2
"1625",5,5,64,-0.582879750767244,2,7
"1626",1,1,65,NA,1,2
"1627",1,2,65,NA,1,2
"1628",1,3,65,-5.06260442771802,6.49169921875,172
"1629",1,4,65,-8.94261164668031,7.18607997894287,649
"1630",1,5,65,NA,NA,NA
"1631",2,1,65,NA,1,2
"1632",2,2,65,-2.6279154819265,2.6875,8
"1633",2,3,65,-1.38470540966596,5.11669921875,85
"1634",2,4,65,-0.729172058448153,5.146484375,66
"1635",2,5,65,1.3103436549795,5.54363250732422,157
"1636",3,1,65,-0.563605142519264,2.46875,11
"1637",3,2,65,-0.257927288965304,2,5
"1638",3,3,65,-1.31514672118965,5.08984375,70
"1639",3,4,65,-1.59837071587322,4.328125,38
"1640",3,5,65,-0.950450594133426,4.43798828125,69
"1641",4,1,65,-6.1437681911223,3.74219512939453,245
"1642",4,2,65,-4.88705946889557,6.06591796875,152
"1643",4,3,65,-2.82207079963388,5.229248046875,84
"1644",4,4,65,NA,NA,NA
"1645",4,5,65,NA,NA,NA
"1646",5,1,65,-3.62293439083415,4.999267578125,187
"1647",5,2,65,-0.056821385501301,2.5625,10
"1648",5,3,65,-3.53830806862856,4.94287109375,55
"1649",5,4,65,0.531297419629496,2.28125,13
"1650",5,5,65,-0.196586719565697,1.5,3
"1651",1,1,66,NA,1,2
"1652",1,2,66,NA,1,2
"1653",1,3,66,-1.70581102592547,4.7646484375,49
"1654",1,4,66,-6.67812178829558,7.35918426513672,405
"1655",1,5,66,NA,NA,NA
"1656",2,1,66,NA,1,2
"1657",2,2,66,-2.45692495399998,3.921875,24
"1658",2,3,66,0.285285862685976,3.1875,10
"1659",2,4,66,-1.23449433396364,5.783935546875,105
"1660",2,5,66,-0.162345897559289,5.88641357421875,247
"1661",3,1,66,-2.37224369522599,4.77734375,70
"1662",3,2,66,-3.07576924580881,4.5042724609375,54
"1663",3,3,66,-0.778124731311143,2.4375,11
"1664",3,4,66,-3.14983521852926,5.0078125,45
"1665",3,5,66,0.656617914089068,4.140625,21
"1666",4,1,66,-5.83301886134019,6.03038024902344,348
"1667",4,2,66,-5.23303751089938,5.4130859375,169
"1668",4,3,66,0.0220166863572055,2.65625,15
"1669",4,4,66,NA,NA,NA
"1670",4,5,66,NA,NA,NA
"1671",5,1,66,-2.01732936304388,5.2041015625,66
"1672",5,2,66,-4.63182667661166,5.3460693359375,167
"1673",5,3,66,-2.76876981449658,4.0546875,60
"1674",5,4,66,-0.781499981203323,2.84375,15
"1675",5,5,66,-1.23247670837956,1.875,5
"1676",1,1,67,NA,1,2
"1677",1,2,67,NA,1,2
"1678",1,3,67,-2.64535697449017,5.520263671875,115
"1679",1,4,67,-10.2959221890198,7.72267150878906,818
"1680",1,5,67,-20.3959082039201,8.4785692691803,2332
"1681",2,1,67,-0.627517942757985,1.5,3
"1682",2,2,67,-1.01338871737431,2.359375,18
"1683",2,3,67,-0.398972475043025,3.296875,16
"1684",2,4,67,-0.0641913403479799,3.5281982421875,123
"1685",2,5,67,-0.605710759168421,6.5723876953125,252
"1686",3,1,67,-1.2766186714514,3.15625,15
"1687",3,2,67,-1.6541036252062,3.3974609375,63
"1688",3,3,67,-1.00465164476766,4.05859375,36
"1689",3,4,67,-1.29184842835114,3.25,46
"1690",3,5,67,-1.59048343900966,5.25146484375,71
"1691",4,1,67,-5.28360906288606,3.91354370117188,177
"1692",4,2,67,-6.0081824023666,6.2442626953125,298
"1693",4,3,67,-1.32725990562537,3.2099609375,39
"1694",4,4,67,NA,NA,NA
"1695",4,5,67,NA,NA,NA
"1696",5,1,67,-1.09735694072667,5.07421875,52
"1697",5,2,67,0.469847005960216,2.640625,14
"1698",5,3,67,-4.36863311341502,4.900390625,81
"1699",5,4,67,-0.397432812671277,3.623046875,33
"1700",5,5,67,NA,1,2
"1701",1,1,68,NA,1,2
"1702",1,2,68,NA,1,2
"1703",1,3,68,-0.923025132711036,4.46484375,47
"1704",1,4,68,-12.8313105138132,7.78552865982056,1094
"1705",1,5,68,-18.1149408433298,7.75068113207817,1566
"1706",2,1,68,-1.68652333918576,1.9375,6
"1707",2,2,68,-1.12156517762095,2.25,11
"1708",2,3,68,-1.86792588940877,3.8359375,25
"1709",2,4,68,-0.888226762878338,5.9759521484375,178
"1710",2,5,68,0.364516172709406,3.41455078125,73
"1711",3,1,68,-1.01501918288108,2.96875,14
"1712",3,2,68,-3.20419135805931,4.921875,54
"1713",3,3,68,-0.0243611513092056,4.5869140625,38
"1714",3,4,68,-2.83864982539724,5.4130859375,86
"1715",3,5,68,-1.33368170319627,3.422119140625,54
"1716",4,1,68,-5.54497933084361,5.9095458984375,180
"1717",4,2,68,-4.56879060025812,5.71737670898438,187
"1718",4,3,68,-1.06897482303071,3.71484375,27
"1719",4,4,68,NA,NA,NA
"1720",4,5,68,NA,NA,NA
"1721",5,1,68,-2.80822614855004,5.9697265625,109
"1722",5,2,68,-1.84923887579621,5.0703125,61
"1723",5,3,68,-2.60040568531433,4.6962890625,64
"1724",5,4,68,-0.364970519418778,2.8125,9
"1725",5,5,68,NA,1,2
"1726",1,1,69,NA,1,2
"1727",1,2,69,NA,1,2
"1728",1,3,69,-1.85630033420749,3.806640625,35
"1729",1,4,69,-14.5694974733427,7.99682891368866,1459
"1730",1,5,69,NA,NA,NA
"1731",2,1,69,NA,1,2
